,Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
1774,1.0,0.0,0.0,0.525,0.39,0.12,0.664,0.3115,0.147,0.17800000000000002,8.911846914242165,9.0
1796,1.0,0.0,0.0,0.59,0.46,0.145,0.9015,0.419,0.1785,0.26,10.577290115045827,11.0
1801,1.0,0.0,0.0,0.375,0.28,0.08,0.2165,0.0935,0.0925,0.07,7.039452079526836,7.0
1823,1.0,1.0,0.0,0.52,0.41,0.115,0.807,0.2855,0.179,0.235,12.196481701773374,12.0
1833,1.0,0.0,1.0,0.59,0.45,0.185,1.283,0.473,0.276,0.425,15.584123933764744,16.0
1838,1.0,0.0,1.0,0.58,0.455,0.135,0.7955,0.405,0.16699999999999998,0.204,10.045897049604344,10.0
1851,1.0,0.0,1.0,0.61,0.48,0.185,1.3065,0.6895,0.2915,0.29,9.685871098087866,10.0
1869,1.0,0.0,1.0,0.45,0.335,0.14,0.478,0.1865,0.115,0.16,11.142175384321547,11.0
1871,1.0,0.0,1.0,0.455,0.355,0.13,0.515,0.2,0.1275,0.175,11.144863755137052,11.0
1878,1.0,0.0,0.0,0.335,0.26,0.1,0.192,0.0785,0.0585,0.07,8.024497460245518,8.0
1882,1.0,0.0,0.0,0.43,0.32,0.11,0.3675,0.1675,0.102,0.105,8.205342188490091,8.0
1890,1.0,1.0,0.0,0.705,0.545,0.17,1.58,0.6435,0.4565,0.265,10.896356497361044,11.0
1892,1.0,0.0,1.0,0.55,0.41,0.13,0.8705,0.4455,0.2115,0.213,8.919480184763245,9.0
1905,1.0,0.0,1.0,0.675,0.525,0.175,1.402,0.483,0.3205,0.465,16.61897372749654,16.0
1915,1.0,1.0,0.0,0.51,0.34,0.18,0.7005,0.312,0.165,0.2,11.342509065363128,11.0
1921,1.0,0.0,1.0,0.615,0.455,0.13,0.9685,0.49,0.182,0.2655,10.175735591097006,10.0
1923,1.0,1.0,0.0,0.655,0.51,0.175,1.6525,0.8515,0.3365,0.403,10.23484456050702,10.0
1931,1.0,0.0,0.0,0.395,0.32,0.1,0.3075,0.149,0.0535,0.09,8.366970376630926,8.0
1940,1.0,0.0,0.0,0.315,0.235,0.07,0.149,0.058,0.0325,0.047,7.190203382681006,7.0
1943,1.0,0.0,0.0,0.58,0.46,0.14,0.8295,0.3915,0.165,0.238,10.297788726567525,10.0
1946,1.0,1.0,0.0,0.74,0.565,0.205,2.119,0.9655,0.5185,0.482,11.857877031937125,12.0
1948,1.0,0.0,1.0,0.675,0.525,0.185,1.587,0.6935,0.336,0.395,13.204672940906377,13.0
1956,1.0,0.0,1.0,0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255,11.889485067803612,12.0
1962,1.0,1.0,0.0,0.575,0.445,0.135,0.883,0.381,0.2035,0.26,11.517900191921676,11.0
1964,1.0,0.0,0.0,0.34,0.25,0.07,0.2225,0.104,0.0425,0.055,6.956481022166857,7.0
1968,1.0,0.0,0.0,0.495,0.375,0.12,0.589,0.3075,0.1215,0.1405,8.13053830646484,8.0
1969,1.0,1.0,0.0,0.545,0.41,0.125,0.6935,0.2975,0.146,0.21,11.152612063500886,11.0
1975,1.0,1.0,0.0,0.65,0.515,0.215,1.4980000000000002,0.564,0.32299999999999995,0.425,16.411648636880734,16.0
1986,1.0,0.0,0.0,0.625,0.485,0.16,1.15,0.5255,0.257,0.3315,10.993585460398052,11.0
1989,1.0,1.0,0.0,0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24,11.72244672070468,12.0
1999,1.0,0.0,0.0,0.335,0.245,0.09,0.2015,0.096,0.0405,0.048,7.344454062039513,7.0
2008,1.0,1.0,0.0,0.725,0.53,0.19,1.7315,0.83,0.398,0.405,11.025596859507454,11.0
2022,1.0,0.0,1.0,0.635,0.48,0.19,1.467,0.5825,0.303,0.42,14.927856336027682,15.0
2048,1.0,0.0,1.0,0.595,0.455,0.155,1.041,0.416,0.2105,0.365,13.90079518519662,14.0
2055,1.0,1.0,0.0,0.465,0.39,0.11,0.6355,0.1815,0.157,0.225,12.759506614518745,13.0
2070,1.0,1.0,0.0,0.58,0.465,0.145,0.9865,0.47,0.2155,0.25,10.801264907768008,11.0
2071,1.0,0.0,0.0,0.42,0.305,0.11,0.28,0.094,0.0785,0.0955,9.01603173619431,9.0
2077,1.0,0.0,0.0,0.59,0.45,0.145,1.022,0.428,0.268,0.265,10.30825863732438,10.0
2078,1.0,0.0,1.0,0.59,0.5,0.2,1.187,0.412,0.2705,0.37,16.299432095839737,16.0
2087,1.0,0.0,1.0,0.605,0.445,0.14,0.982,0.4295,0.2085,0.295,11.76101524492714,12.0
2089,1.0,0.0,1.0,0.605,0.47,0.165,1.2315,0.6025,0.262,0.2925,10.653778337084082,11.0
2090,1.0,0.0,0.0,0.31,0.215,0.075,0.1275,0.0565,0.0275,0.036000000000000004,6.896254792298241,7.0
2111,1.0,1.0,0.0,0.585,0.46,0.17,1.0835,0.3745,0.326,0.325,13.701705374879335,14.0
2118,1.0,1.0,0.0,0.585,0.465,0.14,0.908,0.381,0.1615,0.315,13.252103790311136,13.0
2130,1.0,0.0,1.0,0.655,0.52,0.18,1.492,0.7185,0.36,0.355,10.82135256000155,11.0
2131,1.0,0.0,1.0,0.57,0.47,0.155,1.186,0.6355,0.2315,0.277,9.59197550549467,10.0
2144,1.0,1.0,0.0,0.71,0.545,0.175,1.907,0.8725,0.4565,0.475,11.64547778223341,11.0
2149,1.0,0.0,0.0,0.34,0.25,0.075,0.1765,0.0785,0.0405,0.05,7.145005780722602,7.0
2151,1.0,1.0,0.0,0.495,0.385,0.13,0.6905,0.3125,0.179,0.175,9.991416779726816,10.0
2160,1.0,0.0,1.0,0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24,11.81353843160273,12.0
2164,1.0,0.0,0.0,0.485,0.37,0.13,0.458,0.181,0.113,0.136,9.851810076374417,10.0
2170,1.0,1.0,0.0,0.62,0.48,0.18,1.2215,0.5820000000000001,0.2695,0.313,11.60258683303843,12.0
2174,1.0,0.0,1.0,0.52,0.4,0.105,0.872,0.4515,0.1615,0.1985,8.697817126037105,9.0
2190,1.0,1.0,0.0,0.625,0.47,0.145,0.984,0.475,0.2,0.265,10.953883166190504,11.0
2192,1.0,0.0,1.0,0.54,0.415,0.13,0.8245,0.272,0.226,0.24,12.38570028563618,13.0
2193,1.0,1.0,0.0,0.695,0.525,0.205,1.8185,0.8190000000000001,0.4025,0.4525,13.025135494108882,13.0
2213,1.0,0.0,0.0,0.615,0.49,0.155,0.9885,0.4145,0.195,0.345,12.73027054653448,13.0
2215,1.0,0.0,1.0,0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18,11.502419382224655,12.0
2218,1.0,0.0,0.0,0.42,0.315,0.11,0.4025,0.1855,0.083,0.1015,8.375728453813087,8.0
2235,1.0,0.0,1.0,0.75,0.555,0.215,2.201,1.0615,0.5235,0.5285,11.117820458513119,11.0
2237,1.0,0.0,1.0,0.595,0.47,0.15,0.8915,0.359,0.2105,0.245,12.33940313005401,12.0
2238,1.0,0.0,0.0,0.33,0.255,0.085,0.1655,0.063,0.039,0.06,7.837063099433232,8.0
2249,1.0,1.0,0.0,0.605,0.465,0.155,1.1,0.547,0.2665,0.2585,9.839562573671547,10.0
2251,1.0,0.0,1.0,0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025,11.43468853090667,11.0
2265,1.0,1.0,0.0,0.645,0.51,0.18,1.6195,0.7815,0.322,0.4675,12.482313365997513,12.0
2277,1.0,0.0,0.0,0.56,0.455,0.145,0.974,0.547,0.1615,0.235,8.547003619961862,9.0
2281,1.0,0.0,0.0,0.425,0.31,0.095,0.3505,0.1645,0.071,0.1,8.007003755761529,8.0
2295,1.0,0.0,0.0,0.45,0.34,0.105,0.4385,0.21,0.0925,0.12,8.308463457319327,8.0
2303,1.0,0.0,1.0,0.535,0.435,0.155,0.8915,0.3415,0.177,0.25,13.20295404771904,13.0
2305,1.0,0.0,1.0,0.53,0.425,0.11,0.7390000000000001,0.237,0.161,0.295,13.407686715902935,13.0
2313,1.0,1.0,0.0,0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15,10.370022640342862,10.0
2322,1.0,0.0,1.0,0.715,0.525,0.2,1.89,0.95,0.436,0.4305,9.964318340233849,10.0
2333,1.0,0.0,0.0,0.62,0.47,0.155,0.966,0.447,0.171,0.284,11.248562173869681,11.0
2338,1.0,0.0,1.0,0.6,0.475,0.16,1.164,0.5045,0.2635,0.335,12.47620674313974,12.0
2340,1.0,0.0,1.0,0.64,0.49,0.14,1.194,0.4445,0.238,0.375,14.38205308539211,15.0
2342,1.0,0.0,0.0,0.35,0.235,0.08,0.17,0.0725,0.0465,0.0495,7.064332735051924,7.0
2347,1.0,0.0,0.0,0.32,0.235,0.09,0.183,0.098,0.0335,0.042,7.093045139341276,7.0
2353,1.0,0.0,0.0,0.46,0.34,0.1,0.386,0.1805,0.0875,0.0965,8.070537691340375,8.0
2358,1.0,1.0,0.0,0.52,0.405,0.12,0.627,0.2645,0.1415,0.181,10.84342326138503,11.0
2365,1.0,0.0,1.0,0.37,0.285,0.1,0.228,0.0675,0.0675,0.081,9.722201412856695,10.0
2369,1.0,1.0,0.0,0.44,0.345,0.17,0.4085,0.15,0.0825,0.1515,12.5380345758928,12.0
2374,1.0,1.0,0.0,0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835,9.12825512279686,9.0
2377,1.0,1.0,0.0,0.61,0.47,0.165,1.1785,0.5660000000000001,0.2785,0.294,10.730908444942369,11.0
2380,1.0,0.0,1.0,0.61,0.475,0.15,1.142,0.62,0.237,0.245,8.85290805121937,9.0
2384,1.0,1.0,0.0,0.46,0.33,0.15,0.5325,0.2085,0.1805,0.125,10.146624728048995,10.0
2390,1.0,0.0,1.0,0.565,0.455,0.185,0.9265,0.354,0.1575,0.375,15.793733858362822,16.0
2395,1.0,0.0,1.0,0.41,0.3,0.1,0.301,0.124,0.069,0.09,9.337309449901632,9.0
2396,1.0,0.0,1.0,0.625,0.5,0.18,1.3705,0.645,0.303,0.3705,12.040942977527083,12.0
2402,1.0,0.0,1.0,0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,15.517109896134773,15.0
2406,1.0,0.0,1.0,0.37,0.28,0.105,0.234,0.0905,0.0585,0.075,9.421390466820158,9.0
2412,1.0,1.0,0.0,0.55,0.44,0.155,0.946,0.313,0.1825,0.335,15.27483245054913,16.0
2414,1.0,0.0,1.0,0.47,0.37,0.105,0.4665,0.2025,0.1015,0.155,10.21057291882215,10.0
2415,1.0,0.0,0.0,0.5,0.385,0.15,0.6265,0.2605,0.1665,0.16,9.963885146852222,10.0
2423,1.0,0.0,1.0,0.58,0.45,0.14,1.013,0.38,0.21600000000000005,0.36,13.88121529438427,14.0
2438,1.0,1.0,0.0,0.535,0.415,0.185,0.8415,0.314,0.1585,0.3,14.710288033195926,15.0
2447,1.0,0.0,1.0,0.545,0.45,0.16,0.8615,0.2925,0.1545,0.365,15.777178049027004,16.0
2453,1.0,0.0,1.0,0.66,0.515,0.155,1.4415,0.7055,0.3555,0.335,9.733356142260428,10.0
2472,1.0,0.0,0.0,0.595,0.475,0.155,0.984,0.4865,0.184,0.2755,10.432464230386108,10.0
2477,1.0,1.0,0.0,0.665,0.5,0.175,1.742,0.595,0.3025,0.725,20.544961477662277,21.0
2479,1.0,0.0,0.0,0.475,0.355,0.125,0.4865,0.2155,0.1105,0.142,9.245758296264817,9.0
2481,1.0,1.0,0.0,0.64,0.5,0.17,1.12,0.4955,0.2645,0.32,12.480047606790544,12.0
2490,1.0,1.0,0.0,0.645,0.5,0.18,1.2785,0.5345,0.2995,0.345,13.26058406214009,13.0
2491,1.0,0.0,0.0,0.515,0.39,0.14,0.5555,0.2,0.1135,0.2235,11.73459624340199,12.0
2494,1.0,0.0,0.0,0.46,0.335,0.11,0.444,0.225,0.0745,0.11,8.225004946532717,8.0
2500,1.0,0.0,0.0,0.35,0.265,0.11,0.209,0.066,0.059,0.075,8.771686110752825,9.0
2510,1.0,0.0,1.0,0.505,0.4,0.125,0.77,0.2735,0.159,0.255,12.730602226205574,13.0
2511,1.0,0.0,0.0,0.39,0.29,0.09,0.2745,0.135,0.0455,0.078,7.774627724345163,8.0
2517,1.0,0.0,1.0,0.535,0.41,0.135,0.862,0.2855,0.1525,0.32,14.459524330562205,14.0
2525,1.0,0.0,1.0,0.585,0.405,0.15,1.2565,0.435,0.202,0.325,14.742058003606047,15.0
2526,1.0,0.0,1.0,0.71,0.555,0.195,1.9485,0.9455,0.3765,0.495,12.374546560337615,12.0
2540,1.0,0.0,0.0,0.495,0.375,0.115,0.5755,0.31,0.1145,0.1395,7.899116009301316,8.0
2548,1.0,1.0,0.0,0.56,0.445,0.195,0.981,0.305,0.2245,0.335,16.256161532593847,16.0
2550,1.0,0.0,0.0,0.62,0.485,0.18,1.154,0.4935,0.256,0.315,12.085729163855913,12.0
2557,1.0,0.0,1.0,0.465,0.34,0.105,0.486,0.231,0.1035,0.1225,9.120127012411789,9.0
2560,1.0,1.0,0.0,0.655,0.46,0.16,1.494,0.6895,0.331,0.1825,8.919968270286432,9.0
2561,1.0,1.0,0.0,0.665,0.535,0.19,1.496,0.5775,0.2815,0.475,16.739051113510293,17.0
2565,1.0,0.0,1.0,0.465,0.36,0.125,0.4365,0.16899999999999998,0.1075,0.145,10.865062197297469,11.0
2573,1.0,1.0,0.0,0.63,0.48,0.15,1.0525,0.392,0.336,0.285,11.983103346883883,12.0
2583,1.0,0.0,0.0,0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42,14.58490065610933,15.0
2586,1.0,1.0,0.0,0.57,0.45,0.16,0.9715,0.3965,0.255,0.26,12.063739275015386,12.0
2589,1.0,1.0,0.0,0.425,0.335,0.095,0.322,0.1205,0.061,0.125,10.34748029840713,10.0
2592,1.0,0.0,1.0,0.61,0.47,0.15,1.1625,0.565,0.258,0.3085,10.60138957451299,11.0
2594,1.0,0.0,1.0,0.59,0.445,0.14,0.931,0.35600000000000004,0.234,0.28,12.366907793548048,12.0
2596,1.0,0.0,1.0,0.495,0.385,0.135,0.6335,0.2,0.1225,0.26,13.641216916373658,14.0
2599,1.0,0.0,1.0,0.57,0.45,0.135,1.02,0.546,0.204,0.25,9.229166012030484,9.0
2605,1.0,1.0,0.0,0.6,0.465,0.155,1.04,0.4755,0.25,0.28,11.261608964317947,11.0
2615,1.0,0.0,1.0,0.71,0.55,0.2,1.9045,0.882,0.44,0.5,12.554605816996505,13.0
2656,1.0,1.0,0.0,0.54,0.415,0.175,0.8975,0.275,0.241,0.275,14.42895530557312,14.0
2662,1.0,0.0,0.0,0.38,0.28,0.095,0.2885,0.165,0.0435,0.067,7.232551574976483,7.0
2663,1.0,0.0,1.0,0.5,0.39,0.13,0.7090000000000001,0.275,0.168,0.18,11.180766227642636,11.0
2672,1.0,0.0,1.0,0.655,0.525,0.18,1.402,0.624,0.2935,0.365,13.041727757230705,13.0
2677,1.0,0.0,1.0,0.54,0.42,0.135,0.8075,0.3485,0.1795,0.235,11.328278530345955,11.0
2681,1.0,1.0,0.0,0.655,0.5,0.22,1.359,0.642,0.3255,0.405,13.029125466774335,13.0
2690,1.0,0.0,1.0,0.525,0.4,0.14,0.7325,0.334,0.1575,0.17,10.453990752249618,11.0
2700,1.0,1.0,0.0,0.605,0.495,0.17,1.0915,0.4365,0.2715,0.335,13.597150388478301,13.0
2703,1.0,1.0,0.0,0.63,0.48,0.16,1.199,0.5265,0.335,0.315,11.146960971740778,11.0
2714,1.0,0.0,0.0,0.52,0.41,0.14,0.6990000000000001,0.3395,0.129,0.1945,9.817435014980441,10.0
2715,1.0,1.0,0.0,0.67,0.515,0.17,1.4265,0.6605,0.3395,0.37,11.561426354548807,11.0
2718,1.0,0.0,0.0,0.44,0.365,0.115,0.501,0.2435,0.084,0.1465,9.161270500340276,9.0
2732,1.0,0.0,0.0,0.525,0.375,0.12,0.6315,0.3045,0.114,0.19,9.173265861539416,9.0
2758,1.0,0.0,1.0,0.525,0.415,0.16,0.6445,0.26,0.1575,0.22,12.37590122718145,12.0
2786,1.0,0.0,1.0,0.6,0.475,0.15,1.089,0.5195,0.223,0.292,11.23291310176637,11.0
2831,1.0,1.0,0.0,0.455,0.36,0.11,0.4385,0.206,0.098,0.125,9.69800777498217,10.0
2838,1.0,1.0,0.0,0.535,0.405,0.125,0.927,0.26,0.1425,0.345,15.823613485487737,16.0
2861,1.0,0.0,0.0,0.335,0.25,0.095,0.185,0.0795,0.0495,0.055,7.66467756080489,8.0
2887,1.0,0.0,1.0,0.47,0.365,0.135,0.522,0.2395,0.1525,0.145,9.866551417992921,10.0
2894,1.0,0.0,0.0,0.43,0.345,0.115,0.4295,0.212,0.108,0.109,8.208439329587556,8.0
2909,1.0,0.0,1.0,0.675,0.525,0.16,1.2835,0.5720000000000001,0.2755,0.3545,12.533339586615831,13.0
2914,1.0,0.0,0.0,0.55,0.445,0.125,0.672,0.28800000000000003,0.1365,0.21,10.600418980843747,11.0
2917,1.0,0.0,0.0,0.465,0.375,0.12,0.471,0.222,0.119,0.14,8.915711482169268,9.0
2923,1.0,0.0,0.0,0.54,0.415,0.155,0.7020000000000001,0.322,0.16699999999999998,0.19,10.018633334402521,10.0
2925,1.0,1.0,0.0,0.53,0.415,0.115,0.5915,0.233,0.1585,0.18,10.861746889153235,11.0
2943,1.0,0.0,0.0,0.375,0.28,0.08,0.2025,0.0825,0.048,0.065,7.699542668514884,8.0
2949,1.0,1.0,0.0,0.58,0.475,0.165,1.0385,0.414,0.26,0.305,13.13145069857903,13.0
2973,1.0,1.0,0.0,0.6,0.47,0.135,0.97,0.4655,0.1955,0.264,10.894694847482416,11.0
2976,1.0,1.0,0.0,0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21,11.50750381955345,12.0
2983,1.0,1.0,0.0,0.415,0.305,0.105,0.3605,0.12,0.08199999999999999,0.1,10.165124184880339,10.0
2987,1.0,0.0,0.0,0.46,0.35,0.105,0.3705,0.1575,0.077,0.114,8.977571065749673,9.0
2988,1.0,0.0,1.0,0.545,0.41,0.14,0.625,0.223,0.16,0.235,12.484615824566308,13.0
2989,1.0,0.0,0.0,0.52,0.41,0.14,0.5995,0.242,0.1375,0.182,10.669042881666588,11.0
3023,1.0,1.0,0.0,0.595,0.44,0.135,0.964,0.5005,0.1715,0.2575,10.051699814969021,10.0
3044,1.0,0.0,1.0,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,9.631972862713457,10.0
3051,1.0,0.0,0.0,0.605,0.47,0.14,0.939,0.3385,0.201,0.32,12.9661146423848,13.0
3052,1.0,0.0,1.0,0.55,0.435,0.16,0.906,0.342,0.219,0.295,13.326540094305173,13.0
3066,1.0,0.0,1.0,0.735,0.57,0.21,2.2355,1.1705,0.463,0.5315,10.052403836103572,10.0
3075,1.0,0.0,1.0,0.415,0.315,0.115,0.3895,0.2015,0.065,0.103,9.268701891724678,9.0
3091,1.0,0.0,1.0,0.45,0.32,0.1,0.381,0.1705,0.075,0.115,9.402306805739554,9.0
3120,1.0,0.0,0.0,0.355,0.255,0.08,0.187,0.078,0.0505,0.058,7.3404203695384735,7.0
3131,1.0,1.0,0.0,0.425,0.345,0.11,0.3665,0.125,0.081,0.117,10.817262067464915,11.0
3134,1.0,0.0,1.0,0.58,0.46,0.13,0.921,0.35700000000000004,0.181,0.29,13.01835187350546,13.0
3135,1.0,0.0,1.0,0.62,0.5,0.18,1.3915,0.726,0.2795,0.332,10.421705301014283,11.0
3146,1.0,0.0,1.0,0.505,0.4,0.13,0.764,0.3035,0.189,0.2175,11.322122532150024,11.0
3158,1.0,0.0,1.0,0.355,0.29,0.09,0.3275,0.134,0.086,0.09,8.971638698406483,9.0
3167,1.0,1.0,0.0,0.635,0.535,0.19,1.242,0.5760000000000001,0.2475,0.39,13.849501881846422,14.0
3171,1.0,0.0,0.0,0.355,0.26,0.09,0.1925,0.077,0.038,0.065,7.973134889186217,8.0
3173,1.0,0.0,0.0,0.575,0.425,0.135,0.7965,0.364,0.196,0.239,9.674989383192992,10.0
3182,1.0,0.0,1.0,0.55,0.42,0.16,1.3405,0.6325,0.311,0.344,10.528627293139191,10.0
3206,1.0,0.0,0.0,0.37,0.28,0.095,0.2865,0.1505,0.069,0.0795,7.3405794355242815,7.0
3208,1.0,1.0,0.0,0.585,0.45,0.16,1.077,0.4995,0.2875,0.25,10.290507088856774,10.0
3214,1.0,1.0,0.0,0.485,0.395,0.16,0.66,0.2475,0.128,0.235,13.352145727691967,14.0
3217,1.0,0.0,0.0,0.38,0.275,0.095,0.1375,0.086,0.0585,0.0605,7.0894056012147795,7.0
3222,1.0,1.0,0.0,0.395,0.295,0.095,0.2245,0.078,0.054000000000000006,0.08,9.580562280021622,10.0
3223,1.0,1.0,0.0,0.61,0.495,0.19,1.213,0.464,0.306,0.365,14.57001221055097,15.0
3228,1.0,0.0,1.0,0.46,0.35,0.12,0.515,0.224,0.108,0.1565,10.372664147537044,10.0
3234,1.0,1.0,0.0,0.47,0.375,0.125,0.5615,0.252,0.13699999999999998,0.18,10.48877615799132,10.0
3240,1.0,0.0,0.0,0.405,0.31,0.09,0.312,0.138,0.06,0.087,8.139220209891239,8.0
3279,1.0,0.0,0.0,0.475,0.365,0.115,0.49,0.223,0.1235,0.1335,8.691539496229565,9.0
3285,1.0,1.0,0.0,0.57,0.445,0.155,1.017,0.5265,0.2025,0.265,10.315454708846907,10.0
3287,1.0,1.0,0.0,0.64,0.485,0.185,1.4195,0.6735,0.3465,0.3255,10.800887789444516,11.0
3300,1.0,1.0,0.0,0.55,0.465,0.15,1.082,0.3575,0.194,0.19,14.064213939311026,14.0
3315,1.0,0.0,1.0,0.53,0.435,0.16,0.883,0.316,0.16399999999999998,0.335,14.921918622653033,15.0
3316,1.0,0.0,1.0,0.5,0.38,0.155,0.5955,0.2135,0.161,0.2,12.219072272813193,12.0
3318,1.0,0.0,1.0,0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274,10.03915148834489,10.0
3321,1.0,0.0,0.0,0.41,0.3,0.09,0.304,0.129,0.071,0.0955,8.076321070091542,8.0
3337,1.0,0.0,0.0,0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,9.270132479762339,9.0
3338,1.0,1.0,0.0,0.635,0.505,0.155,1.2895,0.594,0.314,0.345,11.327912044177022,11.0
3342,1.0,0.0,0.0,0.385,0.29,0.085,0.2505,0.112,0.061,0.08,7.725379322928751,8.0
3343,1.0,0.0,0.0,0.455,0.37,0.125,0.433,0.201,0.1265,0.145,9.046285654781204,9.0
3349,1.0,1.0,0.0,0.635,0.5,0.175,1.477,0.684,0.3005,0.39,12.409838801988306,12.0
3360,1.0,1.0,0.0,0.47,0.355,0.14,0.433,0.1525,0.095,0.152,11.803248494603128,12.0
3363,1.0,0.0,1.0,0.565,0.435,0.15,0.99,0.5795,0.1825,0.206,8.26627209702254,8.0
3368,1.0,0.0,0.0,0.385,0.28,0.085,0.2175,0.097,0.038,0.067,7.793326863288651,8.0
3370,1.0,0.0,0.0,0.36,0.265,0.075,0.1845,0.083,0.0365,0.055,7.326332207107851,7.0
3372,1.0,0.0,1.0,0.61,0.48,0.14,1.0625,0.516,0.225,0.2915,10.771870057945724,11.0
3377,1.0,0.0,1.0,0.65,0.525,0.205,1.4275,0.69,0.306,0.4355,13.12125926004883,13.0
3381,1.0,1.0,0.0,0.565,0.44,0.155,0.9395,0.4275,0.214,0.27,11.536333114535164,12.0
3391,1.0,0.0,1.0,0.635,0.5,0.165,1.273,0.6535,0.213,0.365,11.649171802723544,12.0
3392,1.0,1.0,0.0,0.655,0.455,0.17,1.2895,0.5870000000000001,0.3165,0.3415,11.219244233178012,11.0
3394,1.0,0.0,1.0,0.455,0.35,0.12,0.4835,0.1815,0.14400000000000002,0.16,10.528920228632437,11.0
3414,1.0,0.0,1.0,0.6,0.455,0.17,1.1915,0.696,0.2395,0.24,7.9579422441969125,8.0
3416,1.0,0.0,0.0,0.58,0.425,0.145,0.83,0.379,0.1605,0.2575,10.622353321387077,11.0
3418,1.0,0.0,0.0,0.215,0.17,0.055,0.0605,0.0205,0.014,0.02,6.350513189769302,6.0
3419,1.0,0.0,1.0,0.665,0.54,0.175,1.347,0.4955,0.254,0.415,16.354574513241122,17.0
3424,1.0,1.0,0.0,0.37,0.28,0.11,0.2305,0.0945,0.0465,0.075,9.644167977805168,10.0
3430,1.0,0.0,0.0,0.5,0.38,0.135,0.594,0.2945,0.104,0.1565,9.29714643089518,9.0
3436,1.0,1.0,0.0,0.75,0.57,0.21,2.236,1.109,0.5195,0.545,10.753623011946612,11.0
3448,1.0,0.0,1.0,0.51,0.405,0.13,0.7175,0.3725,0.158,0.17,9.30635436588697,9.0
3449,1.0,0.0,1.0,0.625,0.48,0.16,1.2415,0.6575,0.2625,0.2785,9.314476668882268,9.0
3455,1.0,1.0,0.0,0.455,0.375,0.125,0.458,0.1985,0.111,0.12,10.355913063210906,10.0
3460,1.0,0.0,1.0,0.545,0.42,0.125,0.9745,0.353,0.174,0.305,13.485158413916809,13.0
3464,1.0,0.0,0.0,0.55,0.415,0.135,0.8095,0.2985,0.2015,0.28,11.57361895278958,12.0
3470,1.0,0.0,1.0,0.255,0.195,0.065,0.08,0.0315,0.018000000000000002,0.027000000000000003,7.670596042171024,8.0
3474,1.0,0.0,1.0,0.485,0.355,0.12,0.547,0.215,0.1615,0.14,9.937536993426125,10.0
3484,1.0,0.0,0.0,0.395,0.295,0.095,0.2725,0.115,0.0625,0.085,8.189716439758708,8.0
3494,1.0,0.0,0.0,0.535,0.455,0.14,1.0015,0.53,0.1765,0.244,9.034518885240795,9.0
3496,1.0,0.0,0.0,0.43,0.315,0.095,0.378,0.175,0.08,0.1045,8.015914866158763,8.0
3498,1.0,0.0,1.0,0.65,0.545,0.16,1.2425,0.487,0.29600000000000004,0.48,15.328094607927959,15.0
3509,1.0,1.0,0.0,0.57,0.45,0.165,0.903,0.3305,0.1845,0.295,14.289968006330772,14.0
3537,1.0,0.0,1.0,0.48,0.375,0.12,0.5895,0.2535,0.128,0.172,10.56624188031452,11.0
3552,1.0,0.0,0.0,0.55,0.425,0.155,0.8725,0.412,0.187,0.2425,10.15578768713643,10.0
3562,1.0,0.0,1.0,0.64,0.565,0.23,1.521,0.644,0.3720000000000001,0.406,14.894320787704565,15.0
3568,1.0,0.0,0.0,0.53,0.41,0.15,0.612,0.2435,0.1525,0.1895,10.85934634564909,11.0
3582,1.0,1.0,0.0,0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345,13.36902157860632,14.0
3599,1.0,0.0,1.0,0.345,0.255,0.09,0.2005,0.094,0.0295,0.063,8.723947529511987,9.0
3603,1.0,1.0,0.0,0.505,0.375,0.18,0.568,0.2325,0.1495,0.17,11.983931878633587,12.0
3615,1.0,0.0,1.0,0.46,0.375,0.135,0.4935,0.18600000000000005,0.0845,0.17,12.08722722940225,12.0
3626,1.0,0.0,0.0,0.59,0.45,0.16,0.893,0.2745,0.2185,0.345,14.272802719331057,14.0
3627,1.0,0.0,1.0,0.58,0.49,0.13,1.1335,0.586,0.2565,0.237,8.882197581295907,9.0
3631,1.0,0.0,0.0,0.5,0.38,0.11,0.5605,0.28,0.106,0.15,8.536839206227224,9.0
3646,1.0,0.0,1.0,0.53,0.44,0.205,0.835,0.32,0.2175,0.245,13.822890692272928,14.0
3652,1.0,1.0,0.0,0.755,0.575,0.2,2.073,1.0135,0.4655,0.48,10.995399648539182,11.0
3669,1.0,0.0,0.0,0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,8.160874128819849,8.0
3671,1.0,1.0,0.0,0.7,0.535,0.175,1.773,0.6805,0.48,0.512,14.457301983652432,15.0
