,Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
1289,1.0,0.0,1.0,0.55,0.41,0.15,0.785,0.282,0.18600000000000005,0.275,11.82755466520593,12.0
1290,1.0,1.0,0.0,0.625,0.485,0.175,1.362,0.6765,0.2615,0.3705,10.32000636642806,10.0
1291,1.0,0.0,0.0,0.455,0.335,0.105,0.4055,0.175,0.092,0.1185,7.916497651438468,8.0
1308,1.0,0.0,1.0,0.575,0.465,0.12,1.0535,0.516,0.2185,0.235,8.906217675902502,9.0
1311,1.0,0.0,1.0,0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025,7.971301108617764,8.0
1324,1.0,0.0,0.0,0.325,0.25,0.08,0.17600000000000002,0.0595,0.0355,0.063,7.089838438814089,7.0
1327,1.0,0.0,0.0,0.385,0.28,0.095,0.257,0.119,0.059,0.07,6.9887500425418505,7.0
1340,1.0,0.0,0.0,0.61,0.465,0.125,0.9225,0.436,0.19,0.26,8.999250785976153,9.0
1341,1.0,1.0,0.0,0.695,0.55,0.185,1.679,0.805,0.4015,0.3965,10.015334541342392,10.0
1343,1.0,1.0,0.0,0.67,0.52,0.15,1.406,0.519,0.348,0.37,12.535437529854171,13.0
1344,1.0,1.0,0.0,0.45,0.335,0.105,0.425,0.1865,0.091,0.115,8.673020166909538,9.0
1348,1.0,0.0,1.0,0.595,0.45,0.14,0.838,0.3965,0.194,0.217,9.689831833626107,10.0
1349,1.0,0.0,1.0,0.45,0.355,0.115,0.478,0.18,0.1185,0.155,9.749767111256041,10.0
1351,1.0,0.0,0.0,0.39,0.285,0.1,0.281,0.1275,0.062,0.077,7.208729191841622,7.0
1352,1.0,0.0,0.0,0.62,0.49,0.16,1.0659999999999998,0.446,0.246,0.305,10.767647211918078,11.0
1357,1.0,1.0,0.0,0.64,0.475,0.19,1.151,0.4365,0.281,0.3805,13.138865257052071,13.0
1358,1.0,1.0,0.0,0.675,0.535,0.22,1.604,0.6175,0.4255,0.453,13.750208519355427,14.0
1359,1.0,0.0,1.0,0.625,0.48,0.17,1.3555,0.6709999999999999,0.268,0.3385,9.94960663370515,10.0
1362,1.0,0.0,1.0,0.53,0.415,0.14,0.7240000000000001,0.3105,0.1675,0.205,10.27841643117401,10.0
1379,1.0,0.0,0.0,0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,9.957467717861993,10.0
1396,1.0,0.0,1.0,0.515,0.38,0.175,0.9565,0.325,0.158,0.31,13.3714415011659,14.0
1399,1.0,0.0,0.0,0.53,0.43,0.13,0.7045,0.34600000000000003,0.1415,0.189,8.669230643086681,9.0
1401,1.0,0.0,1.0,0.27,0.195,0.07,0.106,0.0465,0.018000000000000002,0.036000000000000004,6.867441195834355,7.0
1403,1.0,0.0,0.0,0.58,0.44,0.145,0.7905,0.3525,0.1645,0.242,9.801622393058407,10.0
1408,1.0,0.0,1.0,0.63,0.515,0.17,1.385,0.6355,0.2955,0.38,11.271409495974478,11.0
1412,1.0,0.0,0.0,0.485,0.36,0.12,0.5155,0.2465,0.1025,0.147,8.148481412105129,8.0
1424,1.0,1.0,0.0,0.565,0.49,0.155,0.9245,0.405,0.2195,0.255,11.017210657498287,11.0
1428,1.0,0.0,1.0,0.72,0.545,0.195,1.7475,0.8215,0.383,0.4705,11.280649856477678,11.0
1442,1.0,1.0,0.0,0.555,0.44,0.155,1.016,0.4935,0.1855,0.263,10.046968241843372,10.0
1448,1.0,1.0,0.0,0.665,0.52,0.165,1.6885,0.7295,0.407,0.4265,11.029122217018333,11.0
1456,1.0,0.0,1.0,0.6,0.495,0.175,1.29,0.606,0.276,0.3445,10.885545041469518,11.0
1458,1.0,0.0,0.0,0.445,0.33,0.11,0.358,0.1525,0.067,0.1185,8.290512832738566,8.0
1470,1.0,0.0,1.0,0.59,0.46,0.13,1.102,0.455,0.2055,0.33,11.546165326580862,12.0
1475,1.0,0.0,1.0,0.65,0.525,0.175,1.4715,0.675,0.315,0.399,11.37702468045673,11.0
1476,1.0,0.0,1.0,0.565,0.455,0.155,0.9355,0.421,0.183,0.26,10.957613877263444,11.0
1477,1.0,1.0,0.0,0.525,0.4,0.135,0.7140000000000001,0.318,0.138,0.208,10.08818826121967,10.0
1486,1.0,1.0,0.0,0.525,0.41,0.135,0.7085,0.293,0.1525,0.235,10.671737406666328,11.0
1492,1.0,0.0,1.0,0.63,0.495,0.175,1.2695,0.605,0.271,0.328,10.610573339820512,11.0
1494,1.0,0.0,1.0,0.38,0.29,0.12,0.28300000000000003,0.1175,0.0655,0.085,8.8117595717167,9.0
1497,1.0,0.0,1.0,0.63,0.505,0.15,1.3165,0.6325,0.2465,0.37,10.687944765008934,11.0
1500,1.0,0.0,1.0,0.64,0.515,0.165,1.369,0.632,0.3415,0.358,10.366187677025792,10.0
1504,1.0,0.0,0.0,0.48,0.355,0.11,0.4495,0.201,0.08900000000000001,0.14,8.291130336649285,8.0
1514,1.0,0.0,1.0,0.155,0.115,0.025,0.024,0.009000000000000001,0.005,0.0075,5.146188605018016,5.0
1516,1.0,0.0,0.0,0.57,0.45,0.145,0.7509999999999999,0.2825,0.2195,0.2215,10.127058146630253,10.0
1524,1.0,1.0,0.0,0.615,0.48,0.165,1.1615,0.513,0.301,0.305,10.488905597827355,10.0
1526,1.0,0.0,1.0,0.555,0.44,0.15,0.755,0.307,0.1525,0.26,11.670485715328489,12.0
1534,1.0,0.0,0.0,0.57,0.42,0.13,0.7745,0.3535,0.1505,0.2365,9.24267540119165,9.0
1549,1.0,0.0,0.0,0.525,0.4,0.14,0.601,0.2625,0.1285,0.1835,9.373751667887243,9.0
1556,1.0,1.0,0.0,0.545,0.43,0.14,0.8320000000000001,0.4355,0.17,0.201,8.827779327743492,9.0
1562,1.0,1.0,0.0,0.665,0.525,0.18,1.5785,0.6779999999999999,0.229,0.456,13.741862560129066,14.0
1564,1.0,1.0,0.0,0.555,0.43,0.135,0.812,0.4055,0.163,0.2215,9.35347405758063,9.0
1568,1.0,0.0,1.0,0.63,0.49,0.17,1.1745,0.5255,0.273,0.339,11.211236050401254,11.0
1573,1.0,1.0,0.0,0.415,0.325,0.115,0.3455,0.1405,0.0765,0.11,9.143963541339069,9.0
1574,1.0,1.0,0.0,0.735,0.565,0.225,2.037,0.87,0.5145,0.5675,12.884008855805932,13.0
1575,1.0,0.0,0.0,0.55,0.445,0.145,0.7829999999999999,0.3045,0.157,0.265,11.030348793804055,11.0
1579,1.0,1.0,0.0,0.545,0.4,0.14,0.778,0.368,0.215,0.18,8.641854485504826,9.0
1581,1.0,1.0,0.0,0.54,0.475,0.155,0.928,0.394,0.194,0.26,11.473686513187918,11.0
1584,1.0,0.0,0.0,0.5,0.395,0.14,0.6215,0.2925,0.1205,0.195,9.138358791357593,9.0
1586,1.0,0.0,1.0,0.72,0.575,0.215,2.173,0.9515,0.564,0.5365,11.672485915337324,12.0
1591,1.0,0.0,1.0,0.52,0.4,0.165,0.8565,0.2745,0.201,0.21,12.180926775744895,12.0
1592,1.0,0.0,0.0,0.395,0.31,0.085,0.317,0.153,0.0505,0.0935,7.243362264684546,7.0
1595,1.0,0.0,1.0,0.595,0.475,0.14,1.0305,0.4925,0.217,0.278,10.010799790871912,10.0
1599,1.0,1.0,0.0,0.615,0.475,0.17,1.055,0.5429999999999999,0.246,0.2345,9.11093482965304,9.0
1608,1.0,0.0,1.0,0.59,0.44,0.135,0.966,0.439,0.2145,0.2605,9.892299860728354,10.0
1617,1.0,0.0,0.0,0.28,0.215,0.07,0.124,0.063,0.0215,0.03,5.942564485981696,6.0
1622,1.0,0.0,1.0,0.495,0.415,0.165,0.7485,0.264,0.134,0.285,12.990814505086686,13.0
1635,1.0,0.0,1.0,0.515,0.42,0.14,0.769,0.2505,0.154,0.29,12.736277842599662,13.0
1638,1.0,0.0,0.0,0.31,0.225,0.075,0.155,0.065,0.037000000000000005,0.0365,6.218549836536208,6.0
1640,1.0,0.0,0.0,0.395,0.305,0.105,0.284,0.1135,0.0595,0.0945,7.9872080165672426,8.0
1643,1.0,1.0,0.0,0.6,0.465,0.165,0.8875,0.309,0.246,0.262,12.18532111219271,12.0
1645,1.0,0.0,0.0,0.48,0.365,0.1,0.461,0.2205,0.0835,0.135,7.9377051115701205,8.0
1650,1.0,0.0,0.0,0.455,0.37,0.11,0.514,0.2385,0.1235,0.126,7.821095360810532,8.0
1658,1.0,1.0,0.0,0.61,0.485,0.17,1.1005,0.5125,0.229,0.305,10.969076928255726,11.0
1659,1.0,0.0,1.0,0.625,0.47,0.175,1.179,0.605,0.258,0.271,9.253409445853425,9.0
1660,1.0,1.0,0.0,0.44,0.34,0.13,0.4195,0.153,0.1155,0.13,9.699511724208618,10.0
1662,1.0,0.0,1.0,0.575,0.455,0.155,1.013,0.4685,0.2085,0.295,10.681713471332506,11.0
1671,1.0,0.0,1.0,0.58,0.46,0.16,1.063,0.513,0.2705,0.2625,9.434710742178254,9.0
1673,1.0,1.0,0.0,0.605,0.495,0.19,1.4369999999999998,0.469,0.2655,0.41,15.728702755168229,15.0
1676,1.0,0.0,0.0,0.33,0.26,0.085,0.1965,0.0915,0.0425,0.055,6.713363487603291,7.0
1681,1.0,0.0,0.0,0.175,0.13,0.055,0.0315,0.0105,0.0065,0.0125,5.093194288330414,5.0
1683,1.0,0.0,1.0,0.66,0.515,0.165,1.4465,0.6940000000000001,0.298,0.3755,10.4696112205606,10.0
1688,1.0,1.0,0.0,0.625,0.515,0.18,1.3485,0.5255,0.252,0.3925,13.844338460156457,14.0
1689,1.0,0.0,1.0,0.66,0.505,0.2,1.6305,0.4865,0.297,0.61,18.594168851237193,18.0
1701,1.0,1.0,0.0,0.545,0.415,0.15,0.7335,0.2795,0.163,0.2185,11.247366534297075,11.0
1714,1.0,0.0,1.0,0.475,0.37,0.125,0.649,0.34700000000000003,0.136,0.142,8.059524779933257,8.0
1719,1.0,0.0,0.0,0.31,0.24,0.09,0.1455,0.0605,0.0315,0.045,6.831234868187337,7.0
1729,1.0,1.0,0.0,0.635,0.485,0.165,1.2695,0.5635,0.3065,0.3395,10.696933837763641,11.0
1731,1.0,0.0,1.0,0.56,0.44,0.16,1.1115,0.5035,0.2785,0.26,9.749221783743337,10.0
1734,1.0,0.0,1.0,0.585,0.455,0.225,1.055,0.3815,0.221,0.365,14.604304705435279,15.0
1739,1.0,0.0,1.0,0.515,0.385,0.13,0.623,0.2855,0.1285,0.175,9.576853312881774,10.0
1742,1.0,0.0,1.0,0.615,0.48,0.18,1.1595,0.4845,0.2165,0.325,12.553822138819184,13.0
1745,1.0,0.0,1.0,0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165,10.015887374360984,10.0
1748,1.0,0.0,1.0,0.55,0.45,0.13,0.92,0.378,0.2385,0.29,10.674121192179957,11.0
1756,1.0,0.0,1.0,0.63,0.49,0.18,1.13,0.458,0.2765,0.315,12.110318697090314,12.0
1757,1.0,0.0,0.0,0.52,0.38,0.115,0.6645,0.3285,0.17,0.1425,7.114214726207192,7.0
1761,1.0,0.0,0.0,0.5,0.38,0.125,0.519,0.2485,0.1135,0.134,8.211528334934874,8.0
1766,1.0,1.0,0.0,0.575,0.48,0.15,0.8745,0.375,0.193,0.29,11.509262534059799,12.0
1768,1.0,0.0,0.0,0.33,0.26,0.08,0.19,0.0765,0.0385,0.065,6.965629035381822,7.0
1773,1.0,0.0,1.0,0.635,0.495,0.17,1.3695,0.657,0.3055,0.365,10.258676312515025,10.0
1783,1.0,0.0,1.0,0.555,0.425,0.15,0.873,0.4625,0.1845,0.1965,8.67035406469688,9.0
1784,1.0,0.0,1.0,0.595,0.47,0.155,1.2015,0.4920000000000001,0.3865,0.265,9.711671769960104,10.0
1790,1.0,1.0,0.0,0.615,0.455,0.145,1.1155,0.5045,0.238,0.315,10.369315709190602,10.0
1791,1.0,0.0,1.0,0.62,0.46,0.16,0.9505,0.4915,0.2,0.228,9.35545525662881,9.0
1797,1.0,1.0,0.0,0.58,0.455,0.165,1.1365,0.369,0.3005,0.275,12.615472498368074,13.0
1803,1.0,0.0,0.0,0.415,0.31,0.095,0.311,0.1125,0.0625,0.115,8.18448623036209,8.0
1804,1.0,1.0,0.0,0.455,0.37,0.105,0.4925,0.21600000000000005,0.1245,0.135,8.833670420422388,9.0
1813,1.0,0.0,1.0,0.59,0.47,0.18,1.1235,0.4205,0.2805,0.36,12.922970961523601,13.0
1816,1.0,1.0,0.0,0.435,0.335,0.11,0.38,0.1695,0.086,0.11,8.750061953660634,9.0
1817,1.0,0.0,1.0,0.385,0.255,0.1,0.3175,0.13699999999999998,0.068,0.092,7.95609507839778,8.0
1818,1.0,0.0,0.0,0.295,0.22,0.07,0.126,0.0515,0.0275,0.035,6.1845033632672894,6.0
1819,1.0,0.0,1.0,0.635,0.515,0.16,1.2075,0.5385,0.282,0.345,11.245315552260896,11.0
1820,1.0,1.0,0.0,0.59,0.465,0.15,0.997,0.392,0.246,0.34,11.849213882237187,12.0
1828,1.0,0.0,1.0,0.58,0.45,0.14,0.9615,0.486,0.1815,0.253,9.497634313189877,9.0
1829,1.0,0.0,1.0,0.595,0.455,0.15,0.8859999999999999,0.4315,0.201,0.223,9.666774092988991,10.0
1831,1.0,0.0,1.0,0.535,0.42,0.15,0.6995,0.2575,0.153,0.24,11.789319640169127,12.0
1834,1.0,1.0,0.0,0.67,0.52,0.19,1.32,0.5235,0.3095,0.4275,13.426079403396047,13.0
1844,1.0,1.0,0.0,0.605,0.505,0.18,1.4340000000000002,0.7285,0.264,0.431,10.74082312228865,11.0
1853,1.0,0.0,1.0,0.505,0.395,0.125,0.635,0.29,0.1555,0.175,9.29594325754516,9.0
1854,1.0,1.0,0.0,0.675,0.535,0.185,1.5575,0.7035,0.402,0.4,10.793035415863832,11.0
1862,1.0,0.0,0.0,0.35,0.265,0.08,0.2,0.09,0.042,0.06,6.7380530649761505,7.0
1867,1.0,0.0,1.0,0.745,0.585,0.215,2.499,0.9265,0.472,0.7,17.47700945419194,17.0
1874,1.0,0.0,1.0,0.615,0.475,0.155,1.0735,0.4375,0.2585,0.31,11.509567089491151,11.0
1877,1.0,0.0,0.0,0.39,0.3,0.105,0.259,0.0955,0.038,0.085,8.24643349513981,8.0
1879,1.0,0.0,1.0,0.645,0.48,0.15,1.192,0.6055,0.2595,0.285,9.001580884998845,9.0
1880,1.0,0.0,0.0,0.36,0.275,0.075,0.2205,0.0985,0.044,0.066,6.766619856761208,7.0
1894,1.0,0.0,1.0,0.4,0.3,0.125,0.417,0.191,0.09,0.1175,8.725472336856742,9.0
1902,1.0,0.0,1.0,0.58,0.45,0.175,1.068,0.425,0.203,0.32,12.634940121666864,13.0
1907,1.0,0.0,0.0,0.44,0.34,0.1,0.407,0.209,0.0735,0.103,7.337018698806286,7.0
1912,1.0,0.0,0.0,0.505,0.39,0.15,0.685,0.362,0.131,0.156,8.078130960549597,8.0
1914,1.0,0.0,0.0,0.47,0.355,0.12,0.4915,0.1765,0.1125,0.1325,9.031727064861164,9.0
1929,1.0,0.0,1.0,0.625,0.47,0.18,1.136,0.451,0.3245,0.305,11.448720193398453,11.0
1930,1.0,0.0,0.0,0.37,0.27,0.09,0.1855,0.07,0.0425,0.065,7.267012337526894,7.0
1945,1.0,0.0,0.0,0.56,0.425,0.14,0.9175,0.4005,0.1975,0.26,9.511372725143161,10.0
1950,1.0,0.0,0.0,0.395,0.3,0.12,0.2995,0.1265,0.068,0.0895,7.996789442316518,8.0
1954,1.0,0.0,0.0,0.39,0.3,0.095,0.3265,0.1665,0.0575,0.08900000000000001,7.058766734381706,7.0
1959,1.0,0.0,1.0,0.51,0.395,0.145,0.6185,0.21600000000000005,0.1385,0.24,11.704609804126104,12.0
1960,1.0,0.0,1.0,0.56,0.43,0.145,0.8995,0.464,0.1775,0.234,9.190969244819412,9.0
1961,1.0,0.0,0.0,0.445,0.325,0.1,0.378,0.1795,0.1,0.08900000000000001,7.062469870760375,7.0
1965,1.0,0.0,0.0,0.575,0.45,0.145,0.795,0.364,0.1505,0.26,10.037743049602476,10.0
1967,1.0,0.0,1.0,0.57,0.455,0.15,0.96,0.387,0.2385,0.275,11.186910573850488,11.0
1970,1.0,0.0,0.0,0.445,0.31,0.09,0.336,0.1555,0.09,0.0855,6.871634482585249,7.0
1972,1.0,0.0,1.0,0.575,0.44,0.185,1.025,0.5075,0.2245,0.2485,9.954369290927557,10.0
1981,1.0,0.0,1.0,0.64,0.525,0.2,1.3765,0.44,0.3075,0.47,16.275579117758614,16.0
1982,1.0,1.0,0.0,0.45,0.325,0.135,0.438,0.1805,0.1165,0.11,9.092279143373354,9.0
1983,1.0,0.0,0.0,0.515,0.39,0.12,0.565,0.235,0.135,0.179,8.959829266303837,9.0
1984,1.0,1.0,0.0,0.68,0.5,0.185,1.741,0.7665,0.3255,0.4685,12.245022058330369,12.0
1990,1.0,0.0,0.0,0.475,0.355,0.105,0.468,0.201,0.1115,0.12,7.937895589552768,8.0
1998,1.0,0.0,1.0,0.645,0.495,0.19,1.539,0.6115,0.408,0.445,12.473011300915873,12.0
2006,1.0,1.0,0.0,0.58,0.46,0.175,1.165,0.65,0.2205,0.3055,8.85463296640126,9.0
2010,1.0,0.0,0.0,0.27,0.205,0.05,0.084,0.03,0.0185,0.029,5.738595101925295,6.0
2012,1.0,0.0,1.0,0.385,0.305,0.09,0.2775,0.109,0.0515,0.1,8.73004496750449,9.0
2021,1.0,0.0,0.0,0.39,0.29,0.09,0.2625,0.117,0.054000000000000006,0.077,7.184954811146256,7.0
2025,1.0,1.0,0.0,0.565,0.44,0.16,0.915,0.354,0.1935,0.32,12.296133281113715,12.0
2030,1.0,1.0,0.0,0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845,8.793531927569305,9.0
2035,1.0,0.0,1.0,0.62,0.495,0.175,1.806,0.643,0.3285,0.725,17.057860756957673,17.0
2037,1.0,1.0,0.0,0.595,0.465,0.155,1.026,0.4645,0.112,0.305,12.101300104163894,12.0
2039,1.0,0.0,1.0,0.585,0.455,0.145,0.953,0.3945,0.2685,0.258,10.367710689837487,10.0
2041,1.0,1.0,0.0,0.505,0.39,0.13,0.674,0.3165,0.141,0.1785,9.312581893638868,9.0
2043,1.0,0.0,0.0,0.375,0.275,0.095,0.2295,0.095,0.0545,0.066,7.192261592297413,7.0
2052,1.0,1.0,0.0,0.47,0.35,0.145,0.5175,0.187,0.1235,0.18,10.586366739544951,11.0
2059,1.0,0.0,0.0,0.49,0.385,0.12,0.591,0.271,0.1125,0.1775,8.726529306126977,9.0
2067,1.0,0.0,1.0,0.625,0.5,0.14,1.096,0.5445,0.2165,0.295,9.948924989577845,10.0
2068,1.0,0.0,0.0,0.47,0.365,0.1,0.411,0.175,0.0855,0.135,8.367321283370808,8.0
2076,1.0,0.0,1.0,0.62,0.485,0.155,1.0295,0.425,0.2315,0.335,11.972989237293621,12.0
2079,1.0,1.0,0.0,0.49,0.38,0.125,0.5489999999999999,0.245,0.1075,0.174,9.755545357633281,10.0
2085,1.0,0.0,1.0,0.285,0.21,0.075,0.1185,0.055,0.0285,0.04,6.967734533743078,7.0
2088,1.0,0.0,0.0,0.43,0.325,0.09,0.425,0.217,0.087,0.095,6.761813562298873,7.0
2092,1.0,0.0,1.0,0.665,0.505,0.16,1.289,0.6145,0.253,0.3665,10.85046460933819,11.0
2094,1.0,0.0,0.0,0.28,0.21,0.075,0.1195,0.053,0.0265,0.03,6.089445023986798,6.0
2099,1.0,0.0,0.0,0.39,0.29,0.1,0.2845,0.1255,0.0635,0.081,7.346191573945,7.0
2106,1.0,1.0,0.0,0.635,0.485,0.19,1.3765,0.634,0.2885,0.406,11.53443933897829,11.0
2107,1.0,0.0,1.0,0.535,0.42,0.125,0.764,0.312,0.1505,0.265,10.999611395288222,11.0
2109,1.0,0.0,1.0,0.37,0.28,0.1,0.252,0.1065,0.0595,0.07400000000000001,8.218461920167764,8.0
2113,1.0,1.0,0.0,0.62,0.48,0.17,1.1045,0.535,0.25,0.287,10.113121055677176,10.0
2122,1.0,0.0,0.0,0.415,0.325,0.11,0.316,0.1385,0.0795,0.0925,7.8294247871841405,8.0
2124,1.0,0.0,1.0,0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,9.493229011406244,9.0
2125,1.0,0.0,1.0,0.54,0.415,0.145,0.74,0.2635,0.168,0.245,11.728530981652538,12.0
2128,1.0,1.0,0.0,0.655,0.505,0.19,1.3485,0.5935,0.2745,0.425,12.571361669463128,12.0
2137,1.0,1.0,0.0,0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845,9.002758015012107,9.0
2139,1.0,0.0,0.0,0.375,0.285,0.08,0.226,0.0975,0.04,0.0725,7.1247111888367165,7.0
2140,1.0,0.0,0.0,0.375,0.29,0.085,0.2385,0.118,0.045,0.0695,6.915632381582227,7.0
2143,1.0,1.0,0.0,0.625,0.49,0.19,1.7015,0.7465,0.4105,0.3855,10.716597950341349,11.0
2146,1.0,0.0,0.0,0.45,0.35,0.11,0.514,0.253,0.1045,0.14,7.661846590287101,8.0
2147,1.0,1.0,0.0,0.6,0.45,0.14,0.8370000000000001,0.37,0.177,0.2425,10.520931928005458,10.0
2150,1.0,0.0,0.0,0.44,0.35,0.125,0.456,0.21,0.0955,0.131,8.348210222401296,8.0
2161,1.0,0.0,0.0,0.5,0.365,0.125,0.528,0.229,0.103,0.1645,8.867379887466349,9.0
2163,1.0,1.0,0.0,0.485,0.365,0.12,0.5885,0.27,0.131,0.175,9.092145270663543,9.0
2166,1.0,0.0,0.0,0.475,0.365,0.12,0.5185,0.268,0.1095,0.1365,7.662611937052385,8.0
2169,1.0,0.0,0.0,0.465,0.37,0.12,0.4365,0.188,0.0815,0.147,8.965484407392166,9.0
2171,1.0,0.0,0.0,0.55,0.415,0.15,0.7915,0.3535,0.17600000000000002,0.236,9.487424794975066,10.0
2173,1.0,0.0,1.0,0.62,0.47,0.15,1.3090000000000002,0.5870000000000001,0.4405,0.325,8.511929570245734,9.0
2176,1.0,0.0,1.0,0.59,0.465,0.165,1.115,0.5165,0.273,0.275,10.042090410012072,10.0
2181,1.0,0.0,1.0,0.605,0.475,0.14,1.1175,0.555,0.257,0.274,9.055670798210272,9.0
2189,1.0,0.0,0.0,0.335,0.26,0.09,0.1965,0.0875,0.041,0.056,6.914862515107062,7.0
2191,1.0,0.0,1.0,0.605,0.475,0.15,1.15,0.575,0.232,0.297,9.639551195557111,10.0
2198,1.0,0.0,0.0,0.49,0.375,0.125,0.5445,0.279,0.115,0.13,7.757695914989537,8.0
2202,1.0,0.0,0.0,0.48,0.37,0.12,0.536,0.251,0.114,0.15,8.246990807284513,8.0
2217,1.0,0.0,0.0,0.51,0.39,0.125,0.597,0.293,0.1265,0.1555,8.148916826504593,8.0
2220,1.0,0.0,0.0,0.37,0.28,0.095,0.2655,0.122,0.052000000000000005,0.08,7.18731320442492,7.0
2222,1.0,0.0,0.0,0.59,0.45,0.125,0.86,0.4370000000000001,0.1515,0.245,8.626438607533132,9.0
2223,1.0,0.0,1.0,0.595,0.465,0.175,1.115,0.4015,0.254,0.39,13.593097628768803,13.0
2225,1.0,1.0,0.0,0.61,0.48,0.19,1.2955,0.5215,0.3225,0.365,12.263028886826461,12.0
2227,1.0,0.0,1.0,0.715,0.545,0.18,1.7405,0.871,0.34700000000000003,0.449,10.204027724550325,10.0
2228,1.0,0.0,1.0,0.5,0.41,0.15,0.662,0.2815,0.13699999999999998,0.22,10.964811691151283,11.0
2230,1.0,0.0,0.0,0.365,0.27,0.085,0.2225,0.0935,0.0525,0.066,6.931562965372826,7.0
2236,1.0,0.0,0.0,0.41,0.315,0.1,0.3,0.124,0.0575,0.1,7.972880384849566,8.0
2240,1.0,0.0,1.0,0.61,0.485,0.17,1.0225,0.419,0.2405,0.36,12.44637074162444,12.0
2247,1.0,0.0,0.0,0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,7.609195359388576,8.0
2252,1.0,0.0,1.0,0.55,0.425,0.155,0.9175,0.2775,0.243,0.335,13.156356223483424,13.0
2254,1.0,1.0,0.0,0.6,0.505,0.19,1.129,0.4385,0.256,0.36,13.421563430281557,13.0
2255,1.0,0.0,0.0,0.575,0.455,0.16,0.9895,0.495,0.195,0.246,8.963670365528433,9.0
2256,1.0,0.0,1.0,0.5,0.38,0.12,0.5765,0.273,0.135,0.145,8.853363823740338,9.0
2259,1.0,0.0,0.0,0.32,0.255,0.1,0.1755,0.073,0.0415,0.065,7.252108396716182,7.0
2260,1.0,0.0,1.0,0.57,0.46,0.15,1.0375,0.5415,0.2035,0.25,9.148072909229601,9.0
2263,1.0,0.0,1.0,0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085,8.12756892520588,8.0
2268,1.0,0.0,0.0,0.465,0.37,0.115,0.4075,0.1515,0.0935,0.1455,9.158021132199746,9.0
2274,1.0,0.0,0.0,0.28,0.21,0.065,0.111,0.0425,0.0285,0.03,5.982957906670794,6.0
2278,1.0,1.0,0.0,0.665,0.54,0.195,1.764,0.8505,0.3615,0.47,11.073149126479592,11.0
2283,1.0,0.0,0.0,0.51,0.405,0.125,0.6795,0.3465,0.1395,0.182,8.058792509429631,8.0
2287,1.0,0.0,1.0,0.4,0.29,0.115,0.2795,0.1115,0.0575,0.075,8.779360129680205,9.0
2290,1.0,0.0,0.0,0.365,0.275,0.085,0.223,0.098,0.0375,0.075,7.14874610888389,7.0
2300,1.0,0.0,0.0,0.315,0.235,0.055,0.151,0.065,0.027000000000000003,0.039,5.998431983510183,6.0
2306,1.0,1.0,0.0,0.565,0.445,0.125,0.8305,0.3135,0.1785,0.23,11.12483827717795,11.0
2308,1.0,1.0,0.0,0.635,0.49,0.175,1.2435,0.5805,0.313,0.305,10.057429887487878,10.0
2309,1.0,1.0,0.0,0.5,0.4,0.15,0.8085,0.273,0.112,0.295,13.134481303579957,13.0
2312,1.0,0.0,1.0,0.5,0.385,0.135,0.551,0.2245,0.0715,0.206,11.157952211437893,11.0
2318,1.0,0.0,0.0,0.275,0.195,0.09,0.1125,0.0545,0.0295,0.0355,6.167054383783064,6.0
2323,1.0,0.0,1.0,0.625,0.52,0.175,1.4105,0.691,0.322,0.3465,10.016663897804605,10.0
2325,1.0,0.0,1.0,0.575,0.46,0.155,0.892,0.4415,0.17600000000000002,0.22,9.984939854941475,10.0
2326,1.0,1.0,0.0,0.64,0.5,0.17,1.5175,0.693,0.326,0.409,10.958172639732936,11.0
2332,1.0,0.0,1.0,0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285,11.117351781133566,11.0
2339,1.0,0.0,1.0,0.5,0.4,0.165,0.825,0.254,0.205,0.285,12.861452434299316,13.0
2345,1.0,0.0,0.0,0.5,0.37,0.115,0.5745,0.306,0.112,0.141,7.340962185101646,7.0
2346,1.0,0.0,0.0,0.475,0.375,0.11,0.456,0.182,0.099,0.16,8.979012687170123,9.0
2357,1.0,0.0,0.0,0.51,0.4,0.125,0.5575,0.2615,0.1195,0.1525,8.57654700531859,9.0
2359,1.0,0.0,1.0,0.705,0.56,0.165,1.675,0.797,0.4095,0.388,9.71131190417304,10.0
2366,1.0,0.0,0.0,0.455,0.34,0.115,0.486,0.261,0.0655,0.1315,7.640090837138258,8.0
2370,1.0,0.0,1.0,0.65,0.525,0.185,1.4880000000000002,0.665,0.337,0.378,11.508022878216188,11.0
2371,1.0,0.0,0.0,0.43,0.34,0.1,0.3405,0.1395,0.0665,0.12,8.323319180657283,8.0
2372,1.0,1.0,0.0,0.72,0.595,0.225,1.969,0.8045,0.423,0.66,15.689045971632233,16.0
2375,1.0,0.0,1.0,0.575,0.47,0.14,0.8375,0.3485,0.1735,0.24,11.281656180578121,11.0
