,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei
1063,1.0,0.24,0.185,0.06,0.0655,0.0295,0.0005,0.02
1064,1.0,0.55,0.43,0.125,0.923,0.4035,0.175,0.28300000000000003
1070,1.0,0.58,0.465,0.16,1.0345,0.315,0.26,0.3635
1071,1.0,0.465,0.355,0.115,0.4705,0.1955,0.118,0.126
1072,1.0,0.495,0.38,0.145,0.5,0.205,0.14800000000000002,0.1505
1073,1.0,0.62,0.5,0.165,1.307,0.6355,0.2545,0.315
1075,1.0,0.705,0.565,0.515,2.21,1.1075,0.4865,0.512
1076,1.0,0.56,0.425,0.145,0.688,0.3095,0.1305,0.2165
1078,1.0,0.665,0.5,0.175,1.4355,0.643,0.345,0.37
1080,1.0,0.6,0.47,0.15,0.928,0.4225,0.183,0.275
1081,1.0,0.67,0.525,0.19,1.527,0.5755,0.353,0.44
1087,1.0,0.45,0.345,0.11,0.47,0.2355,0.0855,0.1135
1089,1.0,0.52,0.375,0.135,0.5375,0.221,0.117,0.17
1095,1.0,0.515,0.42,0.15,0.6725,0.2555,0.1335,0.235
1097,1.0,0.375,0.275,0.09,0.238,0.1075,0.0545,0.07
1098,1.0,0.425,0.325,0.095,0.3785,0.1705,0.08,0.1
1101,1.0,0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25
1106,1.0,0.585,0.485,0.15,1.079,0.4145,0.2115,0.35600000000000004
1110,1.0,0.57,0.435,0.125,0.8965,0.383,0.1835,0.275
1111,1.0,0.65,0.51,0.175,1.35,0.575,0.3155,0.3885
1116,1.0,0.41,0.335,0.11,0.33,0.157,0.0705,0.17
1117,1.0,0.5,0.375,0.14,0.5495,0.248,0.112,0.1585
1120,1.0,0.545,0.435,0.135,0.7715,0.3720000000000001,0.14800000000000002,0.227
1124,1.0,0.57,0.48,0.175,1.185,0.474,0.261,0.38
1125,1.0,0.505,0.38,0.12,0.594,0.2595,0.1435,0.18
1126,1.0,0.615,0.515,0.135,1.1215,0.545,0.2305,0.29
1131,1.0,0.615,0.48,0.175,1.118,0.446,0.3195,0.3
1132,1.0,0.525,0.415,0.14,0.7240000000000001,0.3475,0.173,0.175
1135,1.0,0.595,0.475,0.165,1.148,0.444,0.214,0.37
1137,1.0,0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075
1140,1.0,0.705,0.56,0.17,1.4575,0.607,0.318,0.44
1144,1.0,0.605,0.455,0.145,0.862,0.334,0.1985,0.3
1151,1.0,0.38,0.275,0.095,0.2505,0.0945,0.0655,0.075
1155,1.0,0.515,0.38,0.12,0.625,0.3265,0.1295,0.16
1156,1.0,0.47,0.355,0.145,0.4485,0.156,0.102,0.123
1160,1.0,0.64,0.5,0.17,1.4545,0.642,0.3575,0.354
1162,1.0,0.75,0.565,0.215,1.938,0.7735,0.4825,0.575
1163,1.0,0.58,0.5,0.165,0.925,0.37,0.185,0.3005
1165,1.0,0.735,0.59,0.205,2.087,0.909,0.474,0.625
1171,1.0,0.48,0.37,0.135,0.6315,0.3445,0.1015,0.161
1172,1.0,0.51,0.405,0.125,0.6925,0.327,0.155,0.1805
1173,1.0,0.47,0.35,0.115,0.487,0.1955,0.127,0.155
1175,1.0,0.56,0.43,0.15,0.8745,0.453,0.161,0.22
1176,1.0,0.65,0.495,0.155,1.337,0.615,0.3195,0.335
1177,1.0,0.57,0.455,0.15,1.107,0.54,0.255,0.27
1178,1.0,0.715,0.565,0.18,1.79,0.8440000000000001,0.3535,0.5385
1180,1.0,0.695,0.53,0.21,1.51,0.664,0.4095,0.385
1181,1.0,0.595,0.47,0.175,0.991,0.382,0.2395,0.5
1182,1.0,0.515,0.435,0.145,0.8815,0.292,0.206,0.255
1183,1.0,0.63,0.51,0.17,1.1885,0.4915,0.3065,0.348
1185,1.0,0.685,0.55,0.19,1.885,0.89,0.41,0.4895
1187,1.0,0.51,0.4,0.145,0.5775,0.231,0.14300000000000002,0.177
1189,1.0,0.605,0.455,0.145,0.9775,0.468,0.1775,0.275
1191,1.0,0.53,0.405,0.125,0.6515,0.2715,0.1605,0.18600000000000005
1193,1.0,0.425,0.325,0.11,0.3335,0.173,0.045,0.1
1196,1.0,0.64,0.475,0.14,1.0725,0.4895,0.2295,0.31
1198,1.0,0.61,0.485,0.165,1.087,0.4255,0.232,0.38
1199,1.0,0.595,0.465,0.15,1.1005,0.5415,0.166,0.265
1201,1.0,0.615,0.475,0.145,0.9525,0.3915,0.195,0.32
1206,1.0,0.36,0.27,0.09,0.2075,0.098,0.039,0.062
1210,1.0,0.6,0.475,0.23,1.157,0.522,0.2235,0.36
1212,1.0,0.605,0.49,0.165,1.071,0.482,0.1935,0.35200000000000004
1214,1.0,0.665,0.515,0.18,1.389,0.5945,0.324,0.395
1215,1.0,0.52,0.42,0.16,0.745,0.255,0.157,0.2885
1216,1.0,0.415,0.305,0.1,0.325,0.156,0.0505,0.091
1217,1.0,0.59,0.455,0.175,0.966,0.391,0.2455,0.31
1224,1.0,0.415,0.335,0.1,0.358,0.16899999999999998,0.067,0.105
1225,1.0,0.475,0.38,0.14,0.6890000000000001,0.3165,0.1315,0.1955
1234,1.0,0.67,0.535,0.19,1.669,0.7465,0.2935,0.508
1237,1.0,0.215,0.15,0.055,0.041,0.015,0.009000000000000001,0.0125
1239,1.0,0.485,0.39,0.085,0.6435,0.2945,0.103,0.198
1241,1.0,0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665
1245,1.0,0.55,0.44,0.125,0.765,0.33,0.2125,0.245
1247,1.0,0.44,0.34,0.1,0.407,0.209,0.0735,0.103
1249,1.0,0.28,0.205,0.1,0.1165,0.0545,0.0285,0.03
1251,1.0,0.645,0.49,0.16,1.1665,0.4935,0.3155,0.299
1252,1.0,0.5,0.37,0.115,0.5745,0.306,0.112,0.141
1253,1.0,0.515,0.455,0.135,0.7225,0.295,0.1625,0.235
1255,1.0,0.47,0.375,0.12,0.487,0.196,0.099,0.135
1257,1.0,0.505,0.475,0.16,1.1155,0.509,0.239,0.3065
1258,1.0,0.615,0.47,0.155,1.2,0.5085,0.32,0.292
1264,1.0,0.525,0.395,0.13,0.7635,0.3375,0.1425,0.225
1267,1.0,0.705,0.54,0.205,1.757,0.8265,0.417,0.461
1270,1.0,0.465,0.355,0.11,0.474,0.23,0.1005,0.12
1272,1.0,0.255,0.19,0.075,0.0865,0.0345,0.0205,0.025
1274,1.0,0.655,0.52,0.19,1.4545,0.6,0.3865,0.383
1276,1.0,0.575,0.44,0.15,0.983,0.486,0.215,0.239
1277,1.0,0.57,0.44,0.175,0.9415,0.3805,0.2285,0.28300000000000003
1280,1.0,0.585,0.46,0.14,0.7635,0.326,0.153,0.265
1282,1.0,0.57,0.445,0.155,0.867,0.3705,0.1705,0.28
1287,1.0,0.63,0.485,0.155,1.278,0.637,0.275,0.31
1289,1.0,0.245,0.205,0.06,0.0765,0.034,0.014,0.0215
1291,1.0,0.44,0.34,0.135,0.3975,0.1505,0.0945,0.135
1292,1.0,0.505,0.395,0.105,0.551,0.248,0.103,0.171
1295,1.0,0.56,0.45,0.14,0.9,0.472,0.182,0.218
1297,1.0,0.575,0.43,0.155,0.7955,0.3485,0.1925,0.22
1302,1.0,0.61,0.465,0.15,0.9605,0.4495,0.1725,0.28600000000000003
1304,1.0,0.51,0.375,0.1,0.5785,0.238,0.1225,0.175
1305,1.0,0.28,0.21,0.065,0.0905,0.035,0.02,0.03
1306,1.0,0.605,0.5,0.185,1.1185,0.469,0.2585,0.335
1319,1.0,0.45,0.35,0.13,0.46,0.174,0.111,0.135
1320,1.0,0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065
1323,1.0,0.565,0.45,0.165,0.9765,0.322,0.244,0.37
1329,1.0,0.22,0.165,0.055,0.0545,0.0215,0.012,0.02
1331,1.0,0.525,0.415,0.135,0.7945,0.394,0.189,0.202
1334,1.0,0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165
1335,1.0,0.37,0.27,0.095,0.232,0.1325,0.041,0.0615
1337,1.0,0.325,0.25,0.075,0.1585,0.075,0.0305,0.0455
1338,1.0,0.555,0.455,0.135,0.8370000000000001,0.382,0.171,0.235
1339,1.0,0.675,0.54,0.21,1.5930000000000002,0.6859999999999999,0.318,0.45
1341,1.0,0.375,0.265,0.095,0.196,0.085,0.042,0.0585
1342,1.0,0.59,0.445,0.135,0.7715,0.328,0.1745,0.23
1343,1.0,0.635,0.52,0.165,1.3405,0.5065,0.29600000000000004,0.412
1345,1.0,0.65,0.515,0.175,1.466,0.677,0.3045,0.4
1347,1.0,0.23,0.165,0.06,0.0515,0.019,0.0145,0.036000000000000004
1352,1.0,0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239
1353,1.0,0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445
1354,1.0,0.57,0.42,0.16,0.8875,0.4315,0.1915,0.223
1355,1.0,0.255,0.185,0.065,0.07400000000000001,0.0305,0.0165,0.02
1361,1.0,0.435,0.335,0.1,0.3245,0.135,0.0785,0.098
1363,1.0,0.485,0.37,0.13,0.526,0.2485,0.105,0.1555
1366,1.0,0.16,0.11,0.025,0.018000000000000002,0.0065,0.0055,0.005
1367,1.0,0.575,0.44,0.145,0.87,0.3945,0.2195,0.225
1368,1.0,0.495,0.38,0.13,0.5125,0.2185,0.116,0.16
1372,1.0,0.555,0.44,0.14,0.846,0.34600000000000003,0.1715,0.2735
1373,1.0,0.695,0.56,0.185,1.7715,0.8195,0.331,0.4370000000000001
1375,1.0,0.73,0.595,0.23,2.8255,1.1465,0.419,0.897
1381,1.0,0.45,0.355,0.11,0.4585,0.194,0.067,0.14
1382,1.0,0.69,0.55,0.18,1.6915,0.6655,0.402,0.5
1385,1.0,0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26
1390,1.0,0.59,0.47,0.15,0.861,0.413,0.16399999999999998,0.249
1394,1.0,0.4,0.29,0.1,0.2675,0.1205,0.0605,0.0765
1395,1.0,0.735,0.6,0.22,2.555,1.1335,0.44,0.6
1396,1.0,0.645,0.51,0.19,1.3630000000000002,0.573,0.362,0.36
1399,1.0,0.25,0.19,0.065,0.0835,0.039,0.015,0.025
1402,1.0,0.645,0.51,0.155,1.129,0.5015,0.24,0.342
1403,1.0,0.36,0.275,0.095,0.217,0.084,0.0435,0.09
1407,1.0,0.385,0.3,0.115,0.3435,0.1645,0.085,0.1025
1411,1.0,0.35,0.27,0.075,0.215,0.1,0.036000000000000004,0.065
1417,1.0,0.61,0.48,0.15,1.1495,0.564,0.274,0.264
1418,1.0,0.575,0.45,0.155,0.948,0.429,0.206,0.259
1420,1.0,0.54,0.425,0.16,0.9455,0.3675,0.2005,0.295
1421,1.0,0.575,0.46,0.165,1.124,0.2985,0.1785,0.44
1424,1.0,0.325,0.27,0.1,0.185,0.08,0.0435,0.065
1425,1.0,0.21,0.17,0.045,0.0475,0.019,0.011,0.013
1432,1.0,0.655,0.545,0.185,1.759,0.6865,0.313,0.547
1436,1.0,0.62,0.475,0.195,1.3585,0.5935,0.3365,0.3745
1443,1.0,0.55,0.43,0.14,0.8105,0.368,0.161,0.275
1444,1.0,0.375,0.28,0.09,0.215,0.084,0.06,0.055
1447,1.0,0.675,0.555,0.205,1.925,0.713,0.358,0.4535
1448,1.0,0.585,0.46,0.165,1.058,0.486,0.25,0.294
1453,1.0,0.455,0.35,0.135,0.5365,0.2855,0.0855,0.1325
1454,1.0,0.315,0.235,0.075,0.1485,0.0585,0.0375,0.0425
1456,1.0,0.41,0.31,0.09,0.3335,0.1635,0.061,0.091
1457,1.0,0.385,0.305,0.105,0.3315,0.1365,0.0745,0.1
1460,1.0,0.27,0.205,0.075,0.118,0.059,0.031,0.0305
1461,1.0,0.47,0.37,0.18,0.51,0.1915,0.1285,0.1625
1463,1.0,0.72,0.55,0.18,1.52,0.637,0.325,0.435
1464,1.0,0.65,0.525,0.19,1.3685,0.5975,0.29600000000000004,0.4
1465,1.0,0.53,0.42,0.135,0.677,0.2565,0.1415,0.21
1466,1.0,0.76,0.575,0.19,1.829,0.7035,0.386,0.56
1467,1.0,0.54,0.43,0.17,0.836,0.3725,0.1815,0.24
1468,1.0,0.52,0.415,0.175,0.753,0.258,0.171,0.255
1469,1.0,0.485,0.365,0.125,0.426,0.163,0.0965,0.151
1471,1.0,0.675,0.51,0.15,1.1965,0.475,0.304,0.386
1472,1.0,0.585,0.45,0.15,0.938,0.467,0.203,0.225
1474,1.0,0.57,0.46,0.135,0.9795,0.397,0.2525,0.2655
1476,1.0,0.485,0.345,0.16,0.8690000000000001,0.3085,0.185,0.319
1477,1.0,0.635,0.515,0.165,1.229,0.5055,0.2975,0.3535
1479,1.0,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105
1480,1.0,0.205,0.15,0.065,0.04,0.02,0.011,0.013
1483,1.0,0.43,0.325,0.12,0.445,0.165,0.0995,0.155
1484,1.0,0.34,0.255,0.085,0.204,0.097,0.021,0.05
1488,1.0,0.595,0.435,0.16,1.057,0.4255,0.224,0.31
1490,1.0,0.675,0.55,0.18,1.6885,0.562,0.3705,0.6
1492,1.0,0.635,0.49,0.17,1.2615,0.5385,0.2665,0.38
1493,1.0,0.6,0.48,0.17,0.9175,0.38,0.2225,0.29
1494,1.0,0.645,0.5,0.18,1.461,0.5985,0.2425,0.439
1495,1.0,0.6,0.475,0.205,1.176,0.5255,0.2875,0.308
1498,1.0,0.59,0.475,0.165,1.077,0.4545,0.244,0.3095
1500,1.0,0.495,0.4,0.135,0.61,0.272,0.1435,0.14400000000000002
1501,1.0,0.495,0.395,0.12,0.5529999999999999,0.224,0.1375,0.16699999999999998
1503,1.0,0.68,0.54,0.155,1.534,0.6709999999999999,0.379,0.384
1504,1.0,0.15,0.1,0.025,0.015,0.0045,0.004,0.005
1506,1.0,0.53,0.42,0.13,0.6579999999999999,0.29600000000000004,0.1245,0.198
1509,1.0,0.615,0.505,0.165,1.167,0.4895,0.2955,0.345
1511,1.0,0.335,0.25,0.08,0.16699999999999998,0.0675,0.0325,0.0575
1512,1.0,0.255,0.18,0.065,0.079,0.034,0.014,0.025
1515,1.0,0.615,0.485,0.215,0.9615,0.422,0.17600000000000002,0.29
1517,1.0,0.47,0.385,0.135,0.5895,0.2765,0.12,0.17
1518,1.0,0.41,0.325,0.1,0.394,0.208,0.0655,0.106
1524,1.0,0.645,0.51,0.165,1.403,0.5755,0.2515,0.4545
1529,1.0,0.445,0.34,0.145,0.434,0.1945,0.0905,0.13
1530,1.0,0.425,0.33,0.115,0.3265,0.1315,0.077,0.103
1531,1.0,0.655,0.52,0.2,1.5475,0.713,0.314,0.466
1532,1.0,0.565,0.4,0.13,0.6975,0.3075,0.1665,0.18
1533,1.0,0.625,0.48,0.145,1.085,0.4645,0.2445,0.327
1536,1.0,0.6,0.475,0.15,0.99,0.386,0.2195,0.3105
1537,1.0,0.74,0.58,0.205,2.381,0.8155,0.4695,0.488
1539,1.0,0.655,0.525,0.175,1.348,0.5855,0.2605,0.394
1548,1.0,0.545,0.42,0.145,0.778,0.3745,0.1545,0.205
1550,1.0,0.585,0.47,0.17,0.985,0.3695,0.2395,0.315
1551,1.0,0.5,0.385,0.12,0.516,0.197,0.1305,0.165
1557,1.0,0.575,0.435,0.13,1.0105,0.368,0.222,0.32
1558,1.0,0.545,0.405,0.135,0.5945,0.27,0.1185,0.185
1567,1.0,0.32,0.24,0.085,0.131,0.0615,0.0265,0.038
1570,1.0,0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165
1571,1.0,0.435,0.345,0.12,0.3215,0.13,0.056,0.1185
1572,1.0,0.25,0.185,0.065,0.0685,0.0295,0.014,0.0225
1573,1.0,0.485,0.37,0.1,0.513,0.219,0.1075,0.13
1578,1.0,0.4,0.3,0.11,0.2985,0.1375,0.071,0.075
1584,1.0,0.585,0.45,0.125,0.8740000000000001,0.3545,0.2075,0.225
1588,1.0,0.245,0.175,0.055,0.0785,0.04,0.018000000000000002,0.02
1589,1.0,0.53,0.41,0.14,0.7545,0.3495,0.1715,0.2105
1590,1.0,0.45,0.34,0.12,0.4925,0.241,0.1075,0.12
1594,1.0,0.335,0.245,0.09,0.1665,0.0595,0.04,0.06
1598,1.0,0.575,0.455,0.165,0.867,0.3765,0.1805,0.268
1599,1.0,0.64,0.5,0.17,1.2645,0.565,0.3375,0.315
1602,1.0,0.63,0.48,0.165,1.286,0.604,0.271,0.35
1604,1.0,0.65,0.525,0.185,1.622,0.6645,0.3225,0.477
1606,1.0,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335
1607,1.0,0.53,0.43,0.135,0.879,0.28,0.2165,0.25
1609,1.0,0.56,0.44,0.135,0.8025,0.35,0.1615,0.259
1611,1.0,0.63,0.5,0.185,1.383,0.54,0.3315,0.38
1614,1.0,0.43,0.35,0.105,0.366,0.1705,0.0855,0.11
1615,1.0,0.23,0.175,0.065,0.0645,0.026,0.0105,0.02
1617,1.0,0.62,0.49,0.16,1.056,0.493,0.244,0.2725
1619,1.0,0.39,0.315,0.09,0.3095,0.147,0.05,0.09
1620,1.0,0.465,0.37,0.115,0.534,0.261,0.098,0.14300000000000002
1623,1.0,0.47,0.36,0.11,0.4965,0.237,0.127,0.13
1624,1.0,0.415,0.31,0.105,0.3595,0.16699999999999998,0.083,0.0915
1625,1.0,0.195,0.15,0.045,0.0375,0.018000000000000002,0.006,0.011
1626,1.0,0.55,0.43,0.14,0.84,0.375,0.218,0.1945
1627,1.0,0.34,0.265,0.08,0.2015,0.09,0.0475,0.055
1628,1.0,0.32,0.24,0.07,0.133,0.0585,0.0255,0.041
1629,1.0,0.445,0.355,0.095,0.3615,0.1415,0.0785,0.12
1630,1.0,0.475,0.36,0.145,0.6325,0.2825,0.13699999999999998,0.19
1631,1.0,0.33,0.25,0.075,0.1405,0.056,0.035,0.05
1635,1.0,0.4,0.29,0.11,0.329,0.188,0.0455,0.0825
1636,1.0,0.27,0.2,0.07,0.1,0.034,0.0245,0.035
1640,1.0,0.46,0.365,0.125,0.4785,0.206,0.1045,0.141
1643,1.0,0.505,0.39,0.185,0.6125,0.267,0.142,0.172
1647,1.0,0.28,0.215,0.08,0.132,0.07200000000000001,0.022,0.033
1650,1.0,0.685,0.53,0.17,1.56,0.647,0.383,0.465
1653,1.0,0.41,0.315,0.095,0.2805,0.114,0.0345,0.11
1655,1.0,0.62,0.49,0.15,1.195,0.4605,0.302,0.355
1660,1.0,0.575,0.43,0.13,0.7425,0.2895,0.2005,0.22
1661,1.0,0.17,0.13,0.095,0.03,0.013,0.008,0.01
1663,1.0,0.545,0.45,0.15,0.978,0.3365,0.1905,0.3
1666,1.0,0.675,0.53,0.195,1.4985,0.62,0.375,0.425
1667,1.0,0.42,0.315,0.115,0.355,0.1895,0.065,0.087
1669,1.0,0.62,0.51,0.175,1.1505,0.4375,0.2265,0.4
1670,1.0,0.63,0.5,0.18,1.1965,0.514,0.2325,0.3995
1671,1.0,0.555,0.435,0.14,0.765,0.3945,0.15,0.206
1672,1.0,0.475,0.365,0.105,0.4175,0.1645,0.099,0.127
1673,1.0,0.65,0.51,0.185,1.375,0.531,0.384,0.3985
1674,1.0,0.605,0.49,0.14,0.9755,0.419,0.206,0.315
1676,1.0,0.63,0.51,0.19,1.4985,0.4125,0.3075,0.545
1687,1.0,0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335
1691,1.0,0.57,0.44,0.095,0.8270000000000001,0.3395,0.2215,0.235
1692,1.0,0.575,0.45,0.155,0.8859999999999999,0.3605,0.211,0.2575
1693,1.0,0.55,0.42,0.13,0.636,0.294,0.14400000000000002,0.1755
1696,1.0,0.555,0.44,0.15,0.838,0.4155,0.146,0.23
1698,1.0,0.62,0.46,0.17,1.127,0.535,0.2635,0.29600000000000004
1701,1.0,0.31,0.24,0.105,0.2885,0.118,0.065,0.083
1702,1.0,0.72,0.575,0.215,2.1,0.8565,0.4825,0.602
1704,1.0,0.38,0.29,0.1,0.237,0.108,0.0395,0.08199999999999999
1708,1.0,0.525,0.4,0.14,0.654,0.305,0.16,0.16899999999999998
1710,1.0,0.595,0.455,0.16,1.04,0.452,0.2655,0.28800000000000003
1713,1.0,0.45,0.34,0.125,0.4045,0.171,0.07,0.1345
1715,1.0,0.6,0.46,0.155,0.9735,0.4270000000000001,0.2045,0.3
1716,1.0,0.355,0.26,0.085,0.1905,0.081,0.0485,0.055
1718,1.0,0.42,0.32,0.11,0.309,0.115,0.0645,0.0945
1720,1.0,0.365,0.27,0.105,0.2155,0.0915,0.0475,0.063
1721,1.0,0.66,0.53,0.195,1.5505,0.6505,0.3295,0.495
1727,1.0,0.275,0.22,0.08,0.1365,0.0565,0.0285,0.042
1729,1.0,0.415,0.33,0.1,0.3905,0.1925,0.0755,0.1025
1730,1.0,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295
1732,1.0,0.59,0.45,0.155,0.8740000000000001,0.369,0.2135,0.24
1735,1.0,0.585,0.465,0.15,0.98,0.4315,0.2545,0.247
1736,1.0,0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41
1739,1.0,0.6,0.475,0.155,1.0590000000000002,0.441,0.19,0.39
1741,1.0,0.675,0.565,0.195,1.8375,0.7645,0.3615,0.5529999999999999
1742,1.0,0.6,0.5,0.155,1.332,0.6235,0.2835,0.35
1749,1.0,0.525,0.38,0.125,0.65,0.303,0.155,0.159
1755,1.0,0.21,0.15,0.045,0.04,0.0135,0.008,0.0105
1773,1.0,0.41,0.305,0.09,0.3535,0.157,0.0745,0.1
1774,1.0,0.325,0.24,0.075,0.187,0.0825,0.0445,0.05
1775,1.0,0.38,0.28,0.085,0.2735,0.115,0.061,0.085
1777,1.0,0.66,0.525,0.2,1.489,0.6065,0.3795,0.421
1779,1.0,0.53,0.425,0.13,0.7585,0.325,0.197,0.205
1780,1.0,0.645,0.51,0.195,1.226,0.5885,0.2215,0.3745
1782,1.0,0.71,0.565,0.2,1.601,0.706,0.321,0.45
1784,1.0,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205
1786,1.0,0.625,0.485,0.17,1.4369999999999998,0.5855,0.293,0.475
1788,1.0,0.56,0.455,0.19,0.7140000000000001,0.28300000000000003,0.129,0.275
1789,1.0,0.815,0.65,0.25,2.255,0.8905,0.42,0.7975
1794,1.0,0.325,0.25,0.055,0.166,0.076,0.051,0.045
1795,1.0,0.68,0.53,0.185,1.1095,0.439,0.245,0.34
1798,1.0,0.67,0.52,0.175,1.4755,0.6275,0.379,0.374
1800,1.0,0.52,0.41,0.12,0.595,0.2385,0.111,0.19
1802,1.0,0.605,0.475,0.175,1.382,0.609,0.2325,0.3985
1808,1.0,0.59,0.47,0.145,0.974,0.453,0.236,0.289
1812,1.0,0.525,0.385,0.13,0.607,0.2355,0.125,0.195
1813,1.0,0.72,0.59,0.205,1.7495,0.7755,0.4225,0.48
1814,1.0,0.645,0.505,0.185,1.463,0.5920000000000001,0.3905,0.416
1815,1.0,0.575,0.45,0.13,0.785,0.318,0.193,0.2265
1825,1.0,0.375,0.28,0.08,0.226,0.105,0.047,0.065
1826,1.0,0.65,0.495,0.16,1.3105,0.5770000000000001,0.3315,0.355
1828,1.0,0.39,0.3,0.09,0.252,0.1065,0.053,0.08
1831,1.0,0.475,0.38,0.135,0.486,0.1735,0.07,0.185
1832,1.0,0.51,0.41,0.145,0.7959999999999999,0.3865,0.1815,0.1955
1833,1.0,0.63,0.525,0.195,1.3135,0.4935,0.2565,0.465
1834,1.0,0.64,0.505,0.175,1.3185,0.6185,0.302,0.3315
1836,1.0,0.63,0.475,0.175,1.423,0.4155,0.3385,0.49
1844,1.0,0.615,0.485,0.16,1.1575,0.5005,0.2495,0.315
1847,1.0,0.51,0.39,0.135,0.6335,0.231,0.179,0.2
1849,1.0,0.5,0.375,0.145,0.6215,0.274,0.166,0.1485
1853,1.0,0.675,0.51,0.185,1.473,0.6295,0.3025,0.4245
1855,1.0,0.52,0.405,0.115,0.7759999999999999,0.32,0.1845,0.22
1856,1.0,0.275,0.2,0.065,0.092,0.0385,0.0235,0.027000000000000003
1858,1.0,0.51,0.4,0.125,0.545,0.261,0.115,0.1385
1861,1.0,0.64,0.475,0.175,1.1545,0.4865,0.341,0.28800000000000003
1862,1.0,0.42,0.34,0.115,0.4215,0.175,0.093,0.135
1863,1.0,0.25,0.18,0.065,0.0805,0.0345,0.0185,0.0215
1866,1.0,0.58,0.46,0.185,1.017,0.3515,0.2,0.32
1868,1.0,0.69,0.58,0.195,1.658,0.708,0.3615,0.4715
1871,1.0,0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595
1872,1.0,0.635,0.5,0.18,1.154,0.4405,0.2315,0.387
1876,1.0,0.675,0.54,0.175,1.5545,0.6645,0.278,0.512
1878,1.0,0.355,0.275,0.09,0.251,0.097,0.053,0.08
1880,1.0,0.5,0.39,0.125,0.5215,0.2485,0.117,0.131
1885,1.0,0.56,0.445,0.16,0.8965,0.42,0.2175,0.2215
1887,1.0,0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325
1888,1.0,0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545
1889,1.0,0.69,0.54,0.155,1.454,0.624,0.3105,0.39
1892,1.0,0.46,0.375,0.12,0.4605,0.1775,0.11,0.15
1894,1.0,0.515,0.4,0.125,0.615,0.2865,0.123,0.1765
1899,1.0,0.725,0.57,0.205,1.6195,0.7440000000000001,0.315,0.488
1900,1.0,0.355,0.27,0.075,0.1775,0.079,0.0315,0.054000000000000006
1901,1.0,0.64,0.585,0.195,1.6469999999999998,0.7225,0.331,0.471
1908,1.0,0.58,0.44,0.16,0.8295,0.3365,0.2005,0.2485
1910,1.0,0.57,0.465,0.18,1.295,0.339,0.2225,0.44
1913,1.0,0.59,0.455,0.145,1.063,0.5155,0.2445,0.25
1914,1.0,0.435,0.335,0.11,0.334,0.1355,0.0775,0.0965
1916,1.0,0.615,0.495,0.155,1.2865,0.435,0.293,0.3245
1917,1.0,0.59,0.47,0.16,1.206,0.479,0.2425,0.309
1920,1.0,0.715,0.565,0.175,1.9525,0.7645,0.4185,0.4135
1921,1.0,0.435,0.345,0.12,0.4475,0.221,0.112,0.125
1924,1.0,0.575,0.465,0.195,0.9965,0.417,0.247,0.47
1925,1.0,0.695,0.535,0.175,1.361,0.5465,0.2815,0.465
1927,1.0,0.58,0.42,0.14,0.701,0.3285,0.102,0.2255
1929,1.0,0.525,0.4,0.13,0.8295,0.2405,0.1825,0.275
1931,1.0,0.48,0.36,0.125,0.542,0.2795,0.1025,0.147
1933,1.0,0.42,0.345,0.105,0.43,0.175,0.096,0.13
1940,1.0,0.495,0.38,0.12,0.512,0.233,0.1205,0.136
1942,1.0,0.585,0.45,0.15,0.8915,0.3975,0.2035,0.253
1943,1.0,0.67,0.54,0.195,1.619,0.74,0.3305,0.465
1944,1.0,0.555,0.435,0.145,0.9205,0.404,0.2275,0.255
1945,1.0,0.51,0.395,0.105,0.5525,0.234,0.127,0.165
1947,1.0,0.36,0.27,0.1,0.217,0.0885,0.0495,0.0715
1948,1.0,0.495,0.385,0.125,0.585,0.2755,0.1235,0.165
1949,1.0,0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325
1953,1.0,0.43,0.325,0.105,0.309,0.119,0.08,0.098
1958,1.0,0.475,0.36,0.12,0.5915,0.3245,0.11,0.127
1960,1.0,0.535,0.42,0.13,0.6990000000000001,0.3125,0.1565,0.2035
1961,1.0,0.485,0.365,0.15,0.9145,0.4145,0.199,0.273
1964,1.0,0.275,0.205,0.065,0.101,0.041,0.021,0.034
1968,1.0,0.605,0.485,0.16,1.0565,0.37,0.2355,0.355
1970,1.0,0.625,0.5,0.17,1.0985,0.4645,0.22,0.354
1974,1.0,0.325,0.225,0.075,0.139,0.0565,0.032,0.09
