,Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei
2459,1.0,0.0,0.0,0.345,0.255,0.085,0.2005,0.105,0.037000000000000005,0.05
2461,1.0,0.0,0.0,0.35,0.265,0.095,0.199,0.073,0.049,0.06
2464,1.0,0.0,1.0,0.61,0.475,0.175,1.024,0.409,0.261,0.322
2470,1.0,0.0,0.0,0.405,0.3,0.09,0.269,0.103,0.067,0.11
2471,1.0,0.0,1.0,0.63,0.48,0.15,1.1785,0.5185,0.248,0.3235
2485,1.0,0.0,0.0,0.245,0.19,0.06,0.086,0.042,0.014,0.025
2493,1.0,0.0,1.0,0.56,0.44,0.13,0.8255,0.2425,0.202,0.285
2498,1.0,1.0,0.0,0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165
2504,1.0,0.0,1.0,0.505,0.4,0.15,0.775,0.3445,0.157,0.185
2507,1.0,1.0,0.0,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295
2512,1.0,1.0,0.0,0.605,0.485,0.16,1.0565,0.37,0.2355,0.355
2514,1.0,1.0,0.0,0.56,0.445,0.18,0.903,0.3575,0.2045,0.295
2516,1.0,0.0,1.0,0.575,0.47,0.185,0.985,0.3745,0.2175,0.355
2530,1.0,1.0,0.0,0.58,0.46,0.15,1.1155,0.5575,0.2255,0.29
2554,1.0,0.0,1.0,0.585,0.465,0.16,0.9555,0.4595,0.236,0.265
2568,1.0,1.0,0.0,0.72,0.525,0.18,1.445,0.631,0.3215,0.435
2569,1.0,0.0,0.0,0.3,0.225,0.075,0.1345,0.057,0.028,0.044
2570,1.0,0.0,0.0,0.575,0.43,0.13,0.7425,0.2895,0.2005,0.22
2575,1.0,0.0,1.0,0.61,0.48,0.165,1.2435,0.5575,0.2675,0.3720000000000001
2576,1.0,0.0,0.0,0.545,0.43,0.14,0.772,0.289,0.19,0.2615
2578,1.0,0.0,1.0,0.485,0.37,0.13,0.526,0.2485,0.105,0.1555
2584,1.0,1.0,0.0,0.715,0.565,0.18,1.79,0.8440000000000001,0.3535,0.5385
2591,1.0,1.0,0.0,0.68,0.52,0.185,1.541,0.5985,0.395,0.4575
2598,1.0,0.0,0.0,0.47,0.355,0.115,0.4155,0.16699999999999998,0.084,0.139
2611,1.0,0.0,0.0,0.315,0.23,0.07,0.1145,0.046,0.0235,0.0385
2613,1.0,0.0,1.0,0.37,0.265,0.075,0.214,0.09,0.051,0.07
2619,1.0,0.0,0.0,0.275,0.2,0.055,0.0925,0.038,0.021,0.026
2622,1.0,0.0,0.0,0.385,0.29,0.1,0.2575,0.1,0.061,0.086
2628,1.0,0.0,1.0,0.635,0.5,0.18,1.154,0.4405,0.2315,0.387
2649,1.0,0.0,1.0,0.52,0.465,0.15,0.9505,0.456,0.199,0.255
2651,1.0,1.0,0.0,0.63,0.505,0.195,1.306,0.516,0.3305,0.375
2653,1.0,1.0,0.0,0.665,0.505,0.165,1.349,0.5985,0.3175,0.36
2660,1.0,0.0,0.0,0.225,0.17,0.07,0.0565,0.024,0.013,0.016
2665,1.0,0.0,0.0,0.68,0.53,0.185,1.1095,0.439,0.245,0.34
2669,1.0,0.0,1.0,0.555,0.41,0.125,0.599,0.2345,0.1465,0.194
2673,1.0,0.0,1.0,0.47,0.37,0.13,0.5225,0.201,0.133,0.165
2680,1.0,0.0,1.0,0.65,0.52,0.155,1.368,0.6185,0.28800000000000003,0.365
2689,1.0,0.0,1.0,0.36,0.27,0.1,0.217,0.0885,0.0495,0.0715
2705,1.0,0.0,1.0,0.165,0.125,0.04,0.0245,0.0095,0.0045,0.008
2721,1.0,1.0,0.0,0.465,0.35,0.125,0.482,0.23,0.106,0.1095
2723,1.0,0.0,0.0,0.43,0.335,0.105,0.378,0.188,0.0785,0.09
2725,1.0,0.0,1.0,0.485,0.365,0.155,1.029,0.4235,0.2285,0.313
2730,1.0,1.0,0.0,0.56,0.455,0.19,0.7140000000000001,0.28300000000000003,0.129,0.275
2735,1.0,0.0,0.0,0.28,0.21,0.085,0.1065,0.039,0.0295,0.03
2737,1.0,0.0,0.0,0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445
2740,1.0,0.0,1.0,0.65,0.485,0.16,1.7395,0.5715,0.2785,0.3075
2744,1.0,0.0,1.0,0.48,0.355,0.16,0.464,0.221,0.106,0.239
2745,1.0,0.0,0.0,0.55,0.45,0.13,0.804,0.3375,0.1405,0.23
2746,1.0,0.0,0.0,0.425,0.325,0.1,0.398,0.1185,0.0645,0.0945
2749,1.0,1.0,0.0,0.605,0.455,0.145,0.862,0.334,0.1985,0.3
2755,1.0,0.0,1.0,0.715,0.565,0.175,1.9525,0.7645,0.4185,0.4135
2762,1.0,0.0,0.0,0.53,0.42,0.12,0.5965,0.2555,0.141,0.177
2764,1.0,1.0,0.0,0.435,0.325,0.115,0.3915,0.154,0.094,0.12
2770,1.0,0.0,0.0,0.25,0.18,0.065,0.0805,0.0345,0.0185,0.0215
2773,1.0,0.0,1.0,0.63,0.525,0.195,1.3135,0.4935,0.2565,0.465
2793,1.0,0.0,1.0,0.62,0.49,0.15,1.195,0.4605,0.302,0.355
2803,1.0,0.0,1.0,0.55,0.44,0.16,0.985,0.4645,0.201,0.27
2811,1.0,0.0,1.0,0.575,0.475,0.145,0.857,0.3665,0.173,0.269
2812,1.0,0.0,0.0,0.475,0.35,0.11,0.4565,0.206,0.099,0.13
2813,1.0,0.0,1.0,0.505,0.4,0.135,0.723,0.377,0.149,0.17800000000000002
2815,1.0,0.0,0.0,0.46,0.345,0.115,0.4215,0.1895,0.102,0.111
2820,1.0,1.0,0.0,0.62,0.48,0.175,1.0405,0.464,0.2225,0.3
2828,1.0,0.0,1.0,0.475,0.36,0.1,0.4285,0.1965,0.099,0.112
2833,1.0,1.0,0.0,0.645,0.49,0.16,1.144,0.5015,0.289,0.319
2837,1.0,0.0,1.0,0.28,0.2,0.08,0.0915,0.033,0.0215,0.03
2843,1.0,1.0,0.0,0.61,0.46,0.155,0.957,0.4255,0.1975,0.265
2846,1.0,1.0,0.0,0.53,0.395,0.145,0.775,0.308,0.16899999999999998,0.255
2853,1.0,0.0,0.0,0.35,0.26,0.075,0.18,0.09,0.0245,0.055
2857,1.0,1.0,0.0,0.75,0.615,0.205,2.2635,0.821,0.423,0.726
2869,1.0,1.0,0.0,0.73,0.55,0.205,1.908,0.5415,0.3565,0.5965
2877,1.0,1.0,0.0,0.49,0.355,0.16,0.8795,0.3485,0.215,0.2825
2878,1.0,0.0,0.0,0.44,0.345,0.115,0.545,0.269,0.111,0.1305
2892,1.0,0.0,1.0,0.535,0.44,0.165,0.875,0.279,0.18,0.3
2905,1.0,1.0,0.0,0.625,0.485,0.2,1.38,0.5845,0.302,0.401
2912,1.0,0.0,0.0,0.465,0.37,0.11,0.445,0.1635,0.096,0.166
2918,1.0,0.0,1.0,0.58,0.455,0.15,1.114,0.4765,0.2155,0.265
2928,1.0,0.0,0.0,0.475,0.365,0.105,0.4175,0.1645,0.099,0.127
2933,1.0,0.0,0.0,0.425,0.31,0.105,0.365,0.159,0.0825,0.105
2940,1.0,0.0,1.0,0.67,0.525,0.195,1.4405,0.6595,0.2675,0.425
2948,1.0,1.0,0.0,0.63,0.475,0.15,1.072,0.433,0.2975,0.315
2952,1.0,0.0,1.0,0.535,0.415,0.135,0.78,0.3165,0.16899999999999998,0.2365
2956,1.0,0.0,1.0,0.36,0.27,0.09,0.2225,0.083,0.053,0.075
2959,1.0,0.0,1.0,0.535,0.405,0.14,0.7315,0.336,0.156,0.19
2964,1.0,1.0,0.0,0.55,0.425,0.14,0.952,0.4895,0.1945,0.2185
2985,1.0,0.0,0.0,0.59,0.47,0.145,0.974,0.453,0.236,0.289
2992,1.0,1.0,0.0,0.605,0.47,0.155,0.974,0.393,0.224,0.3345
3000,1.0,0.0,0.0,0.415,0.31,0.09,0.2815,0.1245,0.0615,0.085
3005,1.0,0.0,0.0,0.385,0.3,0.09,0.247,0.1225,0.044,0.0675
3008,1.0,0.0,0.0,0.725,0.55,0.22,2.0495,0.7735,0.4405,0.655
3010,1.0,1.0,0.0,0.53,0.42,0.14,0.627,0.2905,0.1165,0.183
3011,1.0,0.0,1.0,0.325,0.23,0.09,0.147,0.06,0.034,0.045
3025,1.0,0.0,0.0,0.45,0.34,0.12,0.4925,0.241,0.1075,0.12
3032,1.0,1.0,0.0,0.67,0.54,0.2,1.46,0.6435,0.328,0.4165
3049,1.0,0.0,1.0,0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725
3053,1.0,0.0,1.0,0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075
3072,1.0,0.0,0.0,0.44,0.345,0.13,0.4495,0.209,0.0835,0.134
3077,1.0,1.0,0.0,0.705,0.57,0.185,1.761,0.747,0.3725,0.488
3081,1.0,0.0,1.0,0.525,0.38,0.125,0.65,0.303,0.155,0.159
3083,1.0,0.0,0.0,0.515,0.4,0.125,0.5625,0.25,0.1245,0.17
3088,1.0,0.0,0.0,0.36,0.27,0.085,0.196,0.0875,0.035,0.064
3100,1.0,1.0,0.0,0.56,0.425,0.125,0.932,0.361,0.213,0.335
3106,1.0,0.0,1.0,0.7,0.555,0.2,1.858,0.73,0.3665,0.595
3122,1.0,0.0,1.0,0.235,0.16,0.06,0.0545,0.0265,0.0095,0.015
3128,1.0,1.0,0.0,0.52,0.46,0.15,1.019,0.523,0.1985,0.254
3133,1.0,0.0,1.0,0.455,0.375,0.125,0.484,0.2155,0.102,0.165
3141,1.0,0.0,1.0,0.62,0.48,0.165,1.0725,0.4815,0.235,0.312
3143,1.0,0.0,0.0,0.52,0.39,0.13,0.5545,0.2355,0.1095,0.1895
3154,1.0,1.0,0.0,0.655,0.53,0.165,1.2835,0.583,0.1255,0.4
3157,1.0,1.0,0.0,0.59,0.46,0.16,1.0115,0.445,0.2615,0.2565
3163,1.0,0.0,1.0,0.65,0.485,0.14,1.175,0.475,0.2435,0.215
3170,1.0,1.0,0.0,0.585,0.45,0.15,0.938,0.467,0.203,0.225
3178,1.0,0.0,1.0,0.625,0.48,0.185,1.2065,0.5870000000000001,0.29,0.28600000000000003
3193,1.0,0.0,0.0,0.375,0.29,0.095,0.213,0.096,0.041,0.061
3197,1.0,1.0,0.0,0.475,0.36,0.12,0.5915,0.3245,0.11,0.127
3198,1.0,0.0,1.0,0.625,0.5,0.17,1.0985,0.4645,0.22,0.354
3209,1.0,0.0,0.0,0.385,0.28,0.125,0.244,0.102,0.038,0.085
3211,1.0,0.0,0.0,0.4,0.315,0.1,0.3225,0.14300000000000002,0.0735,0.091
3216,1.0,1.0,0.0,0.55,0.425,0.145,0.797,0.297,0.15,0.265
3218,1.0,0.0,0.0,0.37,0.275,0.1,0.2815,0.1505,0.0505,0.068
3220,1.0,0.0,0.0,0.37,0.28,0.085,0.198,0.0805,0.0455,0.058
3226,1.0,1.0,0.0,0.585,0.46,0.17,0.9325,0.365,0.271,0.29
3230,1.0,0.0,0.0,0.16,0.11,0.025,0.018000000000000002,0.0065,0.0055,0.005
3231,1.0,1.0,0.0,0.61,0.495,0.185,1.153,0.536,0.2905,0.245
3243,1.0,1.0,0.0,0.65,0.5,0.19,1.464,0.6415,0.339,0.4245
3246,1.0,1.0,0.0,0.595,0.475,0.165,1.148,0.444,0.214,0.37
3248,1.0,0.0,1.0,0.175,0.125,0.04,0.024,0.0095,0.006,0.005
3250,1.0,0.0,1.0,0.59,0.465,0.14,1.046,0.4695,0.263,0.263
3272,1.0,1.0,0.0,0.62,0.51,0.175,1.2705,0.5415,0.32299999999999995,0.3225
3281,1.0,0.0,0.0,0.32,0.235,0.065,0.1385,0.058,0.0225,0.05
3290,1.0,0.0,1.0,0.49,0.465,0.125,0.5225,0.235,0.13,0.141
3293,1.0,1.0,0.0,0.605,0.475,0.175,1.0759999999999998,0.463,0.2195,0.335
3301,1.0,0.0,0.0,0.585,0.45,0.15,0.8915,0.3975,0.2035,0.253
3303,1.0,1.0,0.0,0.645,0.535,0.19,1.2395,0.468,0.2385,0.424
3305,1.0,0.0,1.0,0.38,0.27,0.095,0.219,0.0835,0.0515,0.07
3313,1.0,0.0,0.0,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017
3317,1.0,1.0,0.0,0.69,0.54,0.155,1.454,0.624,0.3105,0.39
3325,1.0,0.0,1.0,0.5,0.375,0.145,0.6215,0.274,0.166,0.1485
3331,1.0,1.0,0.0,0.635,0.5,0.19,1.29,0.593,0.3045,0.35200000000000004
3334,1.0,0.0,0.0,0.38,0.275,0.095,0.2425,0.106,0.0485,0.21
3339,1.0,0.0,1.0,0.54,0.41,0.13,0.56,0.2375,0.1065,0.175
3371,1.0,1.0,0.0,0.66,0.535,0.205,1.4415,0.5925,0.2775,0.49
3379,1.0,0.0,1.0,0.28,0.205,0.1,0.1165,0.0545,0.0285,0.03
3383,1.0,0.0,0.0,0.275,0.195,0.07,0.0875,0.0345,0.022,0.0255
3384,1.0,1.0,0.0,0.65,0.505,0.175,1.2075,0.5105,0.262,0.39
3393,1.0,0.0,0.0,0.425,0.33,0.115,0.3265,0.1315,0.077,0.103
3395,1.0,0.0,1.0,0.605,0.475,0.145,0.884,0.3835,0.1905,0.27
3396,1.0,0.0,0.0,0.23,0.165,0.06,0.0515,0.019,0.0145,0.036000000000000004
3412,1.0,0.0,1.0,0.72,0.565,0.2,1.787,0.718,0.385,0.529
3420,1.0,0.0,0.0,0.42,0.315,0.1,0.3435,0.157,0.0795,0.09
3423,1.0,0.0,1.0,0.62,0.46,0.17,1.127,0.535,0.2635,0.29600000000000004
3438,1.0,0.0,0.0,0.47,0.38,0.125,0.4845,0.211,0.1075,0.142
3452,1.0,1.0,0.0,0.63,0.5,0.18,1.1965,0.514,0.2325,0.3995
3456,1.0,0.0,1.0,0.665,0.525,0.16,1.3630000000000002,0.629,0.279,0.34
3457,1.0,1.0,0.0,0.58,0.46,0.185,1.017,0.3515,0.2,0.32
3486,1.0,1.0,0.0,0.6,0.5,0.155,1.332,0.6235,0.2835,0.35
3488,1.0,0.0,1.0,0.42,0.345,0.105,0.43,0.175,0.096,0.13
3504,1.0,1.0,0.0,0.67,0.505,0.205,1.3645,0.6075,0.3025,0.353
3506,1.0,1.0,0.0,0.445,0.335,0.11,0.4355,0.2025,0.1095,0.1195
3511,1.0,0.0,0.0,0.615,0.475,0.13,0.8425,0.353,0.1915,0.251
3518,1.0,0.0,0.0,0.315,0.23,0.0,0.134,0.0575,0.0285,0.3505
3521,1.0,0.0,1.0,0.515,0.39,0.155,0.7125,0.3695,0.13699999999999998,0.155
3528,1.0,0.0,0.0,0.255,0.185,0.065,0.07400000000000001,0.0305,0.0165,0.02
3529,1.0,1.0,0.0,0.29,0.225,0.075,0.14,0.0515,0.0235,0.04
3536,1.0,1.0,0.0,0.67,0.505,0.175,1.0145,0.4375,0.271,0.3745
3541,1.0,0.0,0.0,0.24,0.18,0.055,0.0555,0.0235,0.013,0.018000000000000002
3548,1.0,1.0,0.0,0.705,0.53,0.17,1.564,0.612,0.394,0.44
3553,1.0,1.0,0.0,0.605,0.485,0.16,1.2009999999999998,0.417,0.2875,0.38
3561,1.0,0.0,1.0,0.625,0.505,0.175,1.131,0.5425,0.2265,0.32299999999999995
3566,1.0,0.0,1.0,0.515,0.41,0.14,0.7355,0.3065,0.13699999999999998,0.2
3572,1.0,0.0,0.0,0.225,0.165,0.055,0.059,0.027000000000000003,0.0125,0.015
3587,1.0,1.0,0.0,0.6,0.46,0.145,0.9325,0.3985,0.2245,0.248
3592,1.0,0.0,1.0,0.525,0.415,0.145,0.845,0.3525,0.1635,0.2875
3606,1.0,1.0,0.0,0.575,0.465,0.175,1.099,0.4735,0.202,0.35
3610,1.0,0.0,0.0,0.47,0.35,0.125,0.4315,0.19,0.1165,0.1175
3621,1.0,0.0,0.0,0.385,0.28,0.09,0.228,0.1025,0.042,0.0655
3625,1.0,1.0,0.0,0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52
3634,1.0,0.0,0.0,0.255,0.18,0.055,0.083,0.031,0.0215,0.02
3637,1.0,0.0,1.0,0.6,0.47,0.13,1.0105,0.423,0.219,0.298
3639,1.0,1.0,0.0,0.515,0.43,0.14,0.8340000000000001,0.3670000000000001,0.2,0.23
3653,1.0,0.0,1.0,0.48,0.375,0.115,0.6765,0.3205,0.1065,0.17
3654,1.0,0.0,0.0,0.365,0.255,0.08,0.1985,0.0785,0.0345,0.053
3670,1.0,0.0,0.0,0.215,0.15,0.055,0.041,0.015,0.009000000000000001,0.0125
3672,1.0,0.0,0.0,0.415,0.31,0.1,0.2805,0.114,0.0565,0.0975
3675,1.0,0.0,1.0,0.535,0.435,0.14,0.8740000000000001,0.3735,0.229,0.2195
3676,1.0,0.0,1.0,0.58,0.45,0.12,0.8685,0.418,0.1475,0.2605
3687,1.0,0.0,1.0,0.545,0.45,0.15,0.7805,0.3795,0.1625,0.21600000000000005
3702,1.0,0.0,1.0,0.63,0.51,0.17,1.1885,0.4915,0.3065,0.348
3714,1.0,0.0,0.0,0.58,0.435,0.15,0.8915,0.363,0.1925,0.2515
3717,1.0,1.0,0.0,0.275,0.195,0.07,0.08,0.031,0.0215,0.025
3723,1.0,0.0,1.0,0.57,0.42,0.14,0.8745,0.416,0.165,0.25
3727,1.0,0.0,0.0,0.465,0.345,0.105,0.4015,0.242,0.0345,0.109
3732,1.0,0.0,1.0,0.59,0.44,0.15,0.8725,0.387,0.215,0.245
3736,1.0,0.0,0.0,0.47,0.355,0.145,0.4485,0.156,0.102,0.123
3738,1.0,0.0,1.0,0.65,0.525,0.185,1.3455,0.586,0.278,0.3865
3742,1.0,0.0,1.0,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255
3744,1.0,0.0,1.0,0.615,0.51,0.15,1.296,0.545,0.3315,0.32
3745,1.0,0.0,1.0,0.685,0.51,0.18,1.4545,0.6315,0.3105,0.3725
3748,1.0,0.0,1.0,0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385
3752,1.0,1.0,0.0,0.635,0.515,0.19,1.3715,0.5065,0.305,0.45
3758,1.0,1.0,0.0,0.505,0.475,0.16,1.1155,0.509,0.239,0.3065
