,Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei
623,1.0,0.0,0.0,0.505,0.38,0.12,0.594,0.2595,0.1435,0.18
628,1.0,0.0,1.0,0.61,0.47,0.16,1.022,0.449,0.2345,0.2945
630,1.0,0.0,1.0,0.425,0.33,0.08,0.361,0.134,0.0825,0.125
632,1.0,1.0,0.0,0.595,0.465,0.15,1.0765,0.491,0.22,0.287
633,1.0,1.0,0.0,0.535,0.4,0.135,0.8215,0.3935,0.196,0.205
636,1.0,1.0,0.0,0.64,0.5,0.15,1.2015,0.5589999999999999,0.231,0.3355
637,1.0,1.0,0.0,0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325
638,1.0,1.0,0.0,0.62,0.51,0.18,1.3315,0.594,0.276,0.388
640,1.0,0.0,1.0,0.51,0.405,0.15,0.7035,0.34700000000000003,0.134,0.1885
647,1.0,1.0,0.0,0.345,0.25,0.09,0.203,0.078,0.059,0.055
650,1.0,1.0,0.0,0.625,0.49,0.145,0.92,0.4370000000000001,0.1735,0.28
651,1.0,0.0,1.0,0.515,0.4,0.14,0.6335,0.28800000000000003,0.145,0.168
653,1.0,0.0,0.0,0.4,0.31,0.1,0.306,0.13,0.06,0.094
655,1.0,0.0,0.0,0.17,0.13,0.095,0.03,0.013,0.008,0.01
658,1.0,0.0,1.0,0.63,0.505,0.17,1.0915,0.4615,0.266,0.3
664,1.0,0.0,1.0,0.59,0.49,0.165,1.207,0.5589999999999999,0.235,0.309
669,1.0,1.0,0.0,0.515,0.4,0.115,0.578,0.191,0.1445,0.17
672,1.0,1.0,0.0,0.51,0.375,0.11,0.5805,0.2865,0.118,0.14800000000000002
673,1.0,1.0,0.0,0.635,0.505,0.165,1.251,0.5770000000000001,0.227,0.3825
674,1.0,0.0,0.0,0.2,0.145,0.06,0.037000000000000005,0.0125,0.0095,0.011
677,1.0,1.0,0.0,0.605,0.45,0.165,1.2225,0.35700000000000004,0.202,0.385
678,1.0,1.0,0.0,0.535,0.41,0.13,0.7145,0.335,0.14400000000000002,0.2075
679,1.0,0.0,1.0,0.39,0.28,0.125,0.564,0.3035,0.0955,0.14300000000000002
680,1.0,0.0,1.0,0.625,0.495,0.155,1.025,0.46,0.1945,0.34
682,1.0,1.0,0.0,0.625,0.485,0.165,1.2255,0.5075,0.29600000000000004,0.36
686,1.0,0.0,0.0,0.415,0.32,0.11,0.3735,0.175,0.0755,0.109
687,1.0,0.0,1.0,0.645,0.5,0.18,1.461,0.5985,0.2425,0.439
688,1.0,0.0,0.0,0.395,0.3,0.09,0.253,0.1155,0.05,0.075
689,1.0,0.0,1.0,0.77,0.6,0.215,2.1945,1.0515,0.482,0.584
690,1.0,1.0,0.0,0.565,0.45,0.175,1.0095,0.447,0.2375,0.2645
691,1.0,0.0,0.0,0.37,0.28,0.085,0.217,0.1095,0.035,0.062
697,1.0,0.0,1.0,0.62,0.485,0.205,1.219,0.3875,0.2505,0.385
699,1.0,0.0,0.0,0.475,0.35,0.115,0.498,0.2375,0.099,0.14
702,1.0,1.0,0.0,0.67,0.55,0.19,1.3905,0.5425,0.3035,0.4
704,1.0,0.0,1.0,0.6,0.465,0.165,1.038,0.4975,0.2205,0.251
705,1.0,1.0,0.0,0.56,0.46,0.18,0.97,0.342,0.196,0.355
706,1.0,0.0,0.0,0.545,0.42,0.165,0.8935,0.4235,0.2195,0.228
707,1.0,0.0,0.0,0.495,0.33,0.1,0.44,0.177,0.095,0.15
708,1.0,0.0,1.0,0.61,0.49,0.16,1.146,0.597,0.246,0.265
709,1.0,1.0,0.0,0.555,0.43,0.14,0.7545,0.3525,0.1835,0.2015
711,1.0,0.0,1.0,0.47,0.36,0.105,0.544,0.27,0.1395,0.129
712,1.0,0.0,0.0,0.42,0.31,0.095,0.279,0.1255,0.051,0.08800000000000001
714,1.0,0.0,1.0,0.5,0.375,0.15,0.636,0.2535,0.145,0.19
715,1.0,1.0,0.0,0.675,0.57,0.225,1.587,0.7390000000000001,0.2995,0.435
716,1.0,0.0,0.0,0.375,0.28,0.09,0.215,0.084,0.06,0.055
718,1.0,0.0,0.0,0.3,0.235,0.08,0.131,0.05,0.0265,0.043
719,1.0,1.0,0.0,0.615,0.475,0.145,0.9525,0.3915,0.195,0.32
722,1.0,1.0,0.0,0.49,0.375,0.15,0.5755,0.22,0.14400000000000002,0.19
723,1.0,1.0,0.0,0.62,0.485,0.155,1.1945,0.5105,0.271,0.35200000000000004
724,1.0,1.0,0.0,0.55,0.47,0.15,0.897,0.377,0.184,0.29
725,1.0,0.0,1.0,0.59,0.485,0.155,1.0785,0.4535,0.2435,0.31
729,1.0,0.0,0.0,0.265,0.205,0.07,0.1055,0.039,0.041,0.035
730,1.0,0.0,1.0,0.66,0.52,0.19,1.558,0.755,0.298,0.4
731,1.0,0.0,0.0,0.41,0.305,0.095,0.2625,0.1,0.0515,0.09
733,1.0,1.0,0.0,0.675,0.525,0.155,1.4785,0.628,0.3405,0.42
734,1.0,0.0,0.0,0.485,0.365,0.125,0.426,0.163,0.0965,0.151
735,1.0,0.0,0.0,0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545
739,1.0,0.0,1.0,0.54,0.435,0.14,0.7345,0.33,0.1595,0.213
743,1.0,0.0,0.0,0.51,0.4,0.145,0.5775,0.231,0.14300000000000002,0.177
744,1.0,0.0,1.0,0.625,0.495,0.175,1.254,0.5815,0.28600000000000003,0.3185
748,1.0,0.0,1.0,0.65,0.505,0.19,1.274,0.59,0.23,0.391
749,1.0,1.0,0.0,0.635,0.505,0.17,1.2635,0.512,0.322,0.355
752,1.0,0.0,1.0,0.52,0.385,0.14,0.6595,0.2485,0.2035,0.16
753,1.0,0.0,0.0,0.565,0.42,0.155,0.743,0.31,0.18600000000000005,0.231
754,1.0,0.0,1.0,0.48,0.365,0.13,0.5305,0.2405,0.127,0.139
755,1.0,0.0,0.0,0.43,0.35,0.105,0.366,0.1705,0.0855,0.11
757,1.0,1.0,0.0,0.555,0.44,0.14,0.846,0.34600000000000003,0.1715,0.2735
758,1.0,0.0,0.0,0.44,0.335,0.11,0.3885,0.175,0.0835,0.111
760,1.0,0.0,0.0,0.5,0.38,0.11,0.494,0.218,0.09,0.1325
762,1.0,0.0,1.0,0.49,0.385,0.125,0.649,0.32,0.124,0.1695
763,1.0,1.0,0.0,0.665,0.53,0.18,1.491,0.6345,0.342,0.435
764,1.0,0.0,1.0,0.61,0.47,0.17,1.1185,0.5225,0.2405,0.31
766,1.0,1.0,0.0,0.66,0.525,0.2,1.463,0.6525,0.2995,0.422
767,1.0,1.0,0.0,0.655,0.505,0.165,1.367,0.5835,0.3515,0.396
770,1.0,1.0,0.0,0.63,0.49,0.17,1.2155,0.4625,0.2045,0.3105
772,1.0,0.0,0.0,0.11,0.09,0.03,0.008,0.0025,0.002,0.003
773,1.0,0.0,1.0,0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165
774,1.0,0.0,0.0,0.59,0.46,0.125,0.755,0.334,0.15,0.238
779,1.0,0.0,0.0,0.3,0.215,0.05,0.1185,0.048,0.0225,0.042
780,1.0,1.0,0.0,0.61,0.43,0.14,0.909,0.438,0.2,0.22
783,1.0,0.0,0.0,0.3,0.22,0.065,0.1195,0.052000000000000005,0.0155,0.035
789,1.0,1.0,0.0,0.55,0.415,0.18,1.1655,0.502,0.301,0.311
794,1.0,0.0,0.0,0.35,0.27,0.09,0.2055,0.075,0.0575,0.062
803,1.0,0.0,1.0,0.525,0.425,0.125,0.812,0.4035,0.1705,0.195
806,1.0,0.0,1.0,0.59,0.47,0.15,0.861,0.413,0.16399999999999998,0.249
807,1.0,1.0,0.0,0.555,0.425,0.14,0.7879999999999999,0.282,0.1595,0.285
808,1.0,0.0,0.0,0.185,0.135,0.045,0.032,0.011,0.0065,0.01
810,1.0,0.0,1.0,0.245,0.18,0.065,0.0635,0.0245,0.0135,0.02
811,1.0,0.0,1.0,0.59,0.405,0.15,0.853,0.326,0.2615,0.245
812,1.0,0.0,1.0,0.605,0.475,0.175,1.2009999999999998,0.5395,0.275,0.309
815,1.0,1.0,0.0,0.525,0.42,0.16,0.7559999999999999,0.2745,0.173,0.275
817,1.0,1.0,0.0,0.605,0.475,0.175,1.382,0.609,0.2325,0.3985
818,1.0,1.0,0.0,0.58,0.45,0.155,0.93,0.385,0.246,0.265
819,1.0,0.0,1.0,0.66,0.53,0.175,1.5830000000000002,0.7395,0.3505,0.405
820,1.0,0.0,1.0,0.645,0.485,0.215,1.514,0.546,0.2615,0.635
823,1.0,0.0,1.0,0.545,0.42,0.145,0.778,0.3745,0.1545,0.205
825,1.0,1.0,0.0,0.7,0.575,0.205,1.773,0.605,0.447,0.5379999999999999
826,1.0,0.0,0.0,0.29,0.215,0.06,0.1115,0.053,0.0185,0.032
827,1.0,0.0,0.0,0.34,0.25,0.09,0.179,0.0775,0.033,0.055
829,1.0,0.0,1.0,0.595,0.47,0.165,1.108,0.4915,0.2325,0.3345
832,1.0,0.0,0.0,0.485,0.37,0.1,0.513,0.219,0.1075,0.13
833,1.0,0.0,1.0,0.59,0.475,0.165,1.077,0.4545,0.244,0.3095
834,1.0,0.0,1.0,0.435,0.335,0.11,0.4385,0.2075,0.0715,0.1315
835,1.0,0.0,0.0,0.28,0.21,0.055,0.106,0.0415,0.0265,0.031
836,1.0,1.0,0.0,0.525,0.415,0.14,0.7240000000000001,0.3475,0.173,0.175
837,1.0,0.0,0.0,0.245,0.205,0.06,0.0765,0.034,0.014,0.0215
839,1.0,1.0,0.0,0.38,0.32,0.115,0.6475,0.32299999999999995,0.1325,0.16399999999999998
840,1.0,1.0,0.0,0.545,0.44,0.15,0.9475,0.366,0.239,0.275
842,1.0,1.0,0.0,0.595,0.475,0.16,1.1405,0.547,0.231,0.271
846,1.0,1.0,0.0,0.52,0.4,0.125,0.6865,0.295,0.1715,0.185
847,1.0,0.0,1.0,0.505,0.385,0.13,0.6435,0.3135,0.149,0.1515
848,1.0,0.0,1.0,0.45,0.35,0.13,0.4655,0.2075,0.1045,0.135
850,1.0,1.0,0.0,0.645,0.525,0.17,1.37,0.6135,0.28300000000000003,0.34
851,1.0,1.0,0.0,0.62,0.51,0.205,1.3475,0.4775,0.2565,0.48
853,1.0,1.0,0.0,0.65,0.515,0.195,1.4005,0.5195,0.36,0.44
854,1.0,0.0,0.0,0.44,0.33,0.135,0.4095,0.163,0.1005,0.119
855,1.0,0.0,1.0,0.49,0.355,0.155,0.981,0.465,0.2015,0.2505
859,1.0,1.0,0.0,0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353
860,1.0,1.0,0.0,0.575,0.47,0.155,1.116,0.509,0.238,0.34
862,1.0,1.0,0.0,0.475,0.365,0.115,0.5660000000000001,0.281,0.117,0.1335
863,1.0,0.0,0.0,0.52,0.41,0.12,0.595,0.2385,0.111,0.19
864,1.0,0.0,1.0,0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239
869,1.0,0.0,0.0,0.2,0.15,0.04,0.046,0.021,0.006999999999999999,0.0065
870,1.0,1.0,0.0,0.565,0.45,0.175,1.2365,0.5305,0.2455,0.308
871,1.0,0.0,1.0,0.55,0.44,0.155,0.9155,0.3645,0.195,0.25
873,1.0,1.0,0.0,0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095
874,1.0,0.0,1.0,0.705,0.565,0.515,2.21,1.1075,0.4865,0.512
877,1.0,0.0,0.0,0.555,0.43,0.15,0.7829999999999999,0.345,0.1755,0.247
878,1.0,1.0,0.0,0.68,0.56,0.195,1.664,0.58,0.3855,0.545
879,1.0,0.0,1.0,0.625,0.5,0.175,1.0565,0.4615,0.258,0.305
883,1.0,0.0,0.0,0.39,0.3,0.1,0.3085,0.1385,0.0735,0.085
887,1.0,0.0,0.0,0.555,0.43,0.14,0.7665,0.341,0.165,0.23
890,1.0,0.0,0.0,0.51,0.395,0.105,0.5525,0.234,0.127,0.165
893,1.0,0.0,1.0,0.53,0.425,0.13,0.7455,0.2995,0.1355,0.245
894,1.0,0.0,0.0,0.555,0.43,0.125,0.7005,0.3395,0.1355,0.2095
896,1.0,0.0,1.0,0.61,0.485,0.16,1.0145,0.5315,0.212,0.2415
897,1.0,0.0,1.0,0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905
898,1.0,0.0,0.0,0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645
899,1.0,0.0,0.0,0.355,0.27,0.075,0.1775,0.079,0.0315,0.054000000000000006
900,1.0,1.0,0.0,0.51,0.39,0.135,0.6335,0.231,0.179,0.2
901,1.0,0.0,1.0,0.58,0.455,0.13,0.852,0.41,0.1725,0.225
904,1.0,0.0,1.0,0.59,0.47,0.145,0.9235,0.4545,0.173,0.254
905,1.0,1.0,0.0,0.675,0.53,0.175,1.4465,0.6775,0.33,0.389
906,1.0,0.0,0.0,0.46,0.365,0.11,0.4495,0.1755,0.102,0.15
908,1.0,1.0,0.0,0.58,0.48,0.18,1.2495,0.4945,0.27,0.371
909,1.0,0.0,0.0,0.285,0.21,0.055,0.101,0.0415,0.017,0.0335
910,1.0,0.0,1.0,0.63,0.53,0.18,1.2795,0.618,0.256,0.315
917,1.0,1.0,0.0,0.72,0.575,0.215,2.1,0.8565,0.4825,0.602
918,1.0,1.0,0.0,0.51,0.4,0.125,0.545,0.261,0.115,0.1385
921,1.0,1.0,0.0,0.7,0.525,0.19,1.6465,0.8545,0.307,0.3995
923,1.0,0.0,0.0,0.165,0.12,0.03,0.0215,0.006999999999999999,0.005,0.005
924,1.0,0.0,0.0,0.295,0.215,0.085,0.128,0.049,0.034,0.04
928,1.0,0.0,0.0,0.38,0.285,0.095,0.243,0.0895,0.0665,0.075
931,1.0,0.0,0.0,0.435,0.345,0.12,0.4475,0.221,0.112,0.125
936,1.0,0.0,1.0,0.69,0.505,0.2,1.872,0.893,0.4015,0.48
938,1.0,0.0,1.0,0.595,0.47,0.175,0.991,0.382,0.2395,0.5
940,1.0,0.0,1.0,0.375,0.305,0.09,0.3245,0.1395,0.0565,0.095
941,1.0,1.0,0.0,0.495,0.37,0.12,0.594,0.28,0.11,0.1375
942,1.0,0.0,1.0,0.485,0.39,0.135,0.617,0.25,0.1345,0.1635
944,1.0,0.0,1.0,0.645,0.515,0.16,1.1845,0.506,0.311,0.335
946,1.0,0.0,0.0,0.41,0.3,0.1,0.282,0.1255,0.057,0.0875
947,1.0,0.0,1.0,0.445,0.32,0.12,0.414,0.199,0.09,0.117
948,1.0,0.0,0.0,0.435,0.345,0.12,0.3215,0.13,0.056,0.1185
951,1.0,0.0,1.0,0.55,0.46,0.175,0.8690000000000001,0.3155,0.1825,0.32
952,1.0,0.0,1.0,0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825
953,1.0,1.0,0.0,0.675,0.51,0.185,1.473,0.6295,0.3025,0.4245
960,1.0,0.0,0.0,0.44,0.325,0.09,0.35,0.14800000000000002,0.067,0.105
961,1.0,0.0,0.0,0.275,0.22,0.08,0.1365,0.0565,0.0285,0.042
962,1.0,1.0,0.0,0.625,0.49,0.175,1.233,0.5565,0.247,0.365
963,1.0,0.0,1.0,0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475
965,1.0,1.0,0.0,0.455,0.355,1.13,0.594,0.332,0.116,0.1335
970,1.0,0.0,0.0,0.385,0.29,0.095,0.312,0.14300000000000002,0.0635,0.086
971,1.0,0.0,1.0,0.335,0.265,0.105,0.222,0.0935,0.056,0.075
972,1.0,0.0,0.0,0.385,0.3,0.125,0.343,0.1705,0.0735,0.081
974,1.0,0.0,1.0,0.645,0.51,0.165,1.403,0.5755,0.2515,0.4545
978,1.0,1.0,0.0,0.465,0.355,0.115,0.4705,0.1955,0.118,0.126
979,1.0,0.0,1.0,0.55,0.435,0.14,0.7625,0.327,0.1685,0.259
981,1.0,0.0,1.0,0.575,0.45,0.155,0.8859999999999999,0.3605,0.211,0.2575
982,1.0,1.0,0.0,0.525,0.44,0.125,0.7115,0.3205,0.159,0.1915
983,1.0,0.0,1.0,0.63,0.51,0.175,1.3415,0.6575,0.262,0.375
985,1.0,0.0,0.0,0.545,0.43,0.14,0.687,0.2615,0.1405,0.25
987,1.0,0.0,0.0,0.235,0.13,0.075,0.1585,0.0685,0.037000000000000005,0.0465
991,1.0,0.0,1.0,0.575,0.47,0.15,0.9785,0.4505,0.196,0.276
994,1.0,1.0,0.0,0.62,0.435,0.155,1.012,0.477,0.236,0.275
996,1.0,1.0,0.0,0.675,0.53,0.195,1.4985,0.62,0.375,0.425
1000,1.0,0.0,0.0,0.605,0.48,0.155,0.9995,0.425,0.1985,0.3
1001,1.0,0.0,1.0,0.425,0.325,0.1,0.3295,0.1365,0.0725,0.11
1003,1.0,0.0,0.0,0.33,0.255,0.095,0.172,0.066,0.0255,0.06
1004,1.0,1.0,0.0,0.655,0.49,0.16,1.204,0.5455,0.2615,0.3225
1006,1.0,1.0,0.0,0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215
1010,1.0,0.0,1.0,0.455,0.35,0.105,0.401,0.1575,0.083,0.135
1011,1.0,0.0,0.0,0.185,0.375,0.12,0.4645,0.196,0.1045,0.15
1014,1.0,1.0,0.0,0.505,0.405,0.16,0.6835,0.271,0.145,0.215
1015,1.0,0.0,1.0,0.7,0.6,0.23,2.003,0.8105,0.4045,0.5755
1017,1.0,0.0,0.0,0.37,0.27,0.095,0.232,0.1325,0.041,0.0615
1021,1.0,1.0,0.0,0.45,0.345,0.12,0.4165,0.1655,0.095,0.135
1022,1.0,0.0,0.0,0.32,0.24,0.07,0.133,0.0585,0.0255,0.041
1023,1.0,0.0,1.0,0.47,0.35,0.1,0.4775,0.1885,0.0885,0.175
1024,1.0,0.0,0.0,0.305,0.215,0.065,0.1075,0.044,0.0205,0.038
1025,1.0,1.0,0.0,0.575,0.43,0.155,0.7955,0.3485,0.1925,0.22
1026,1.0,0.0,0.0,0.5,0.36,0.12,0.439,0.1875,0.1055,0.1305
1027,1.0,0.0,1.0,0.6,0.475,0.175,1.3445,0.5489999999999999,0.2875,0.36
1029,1.0,0.0,1.0,0.43,0.335,0.12,0.397,0.1985,0.0865,0.1035
1030,1.0,1.0,0.0,0.695,0.53,0.2,2.0475,0.75,0.4195,0.6095
1031,1.0,0.0,1.0,0.62,0.465,0.19,1.3415,0.5705,0.3175,0.355
1032,1.0,1.0,0.0,0.71,0.555,0.17,1.47,0.5375,0.38,0.431
1033,1.0,0.0,1.0,0.595,0.475,0.14,0.944,0.3625,0.189,0.315
1035,1.0,0.0,1.0,0.285,0.215,0.075,0.106,0.0415,0.023,0.035
1036,1.0,1.0,0.0,0.61,0.485,0.18,1.2795,0.5735,0.2855,0.355
1042,1.0,0.0,0.0,0.565,0.435,0.145,0.8445,0.3975,0.158,0.255
1046,1.0,0.0,0.0,0.495,0.38,0.13,0.5125,0.2185,0.116,0.16
1050,1.0,0.0,1.0,0.545,0.42,0.12,0.7865,0.403,0.185,0.17
1058,1.0,1.0,0.0,0.565,0.44,0.135,0.83,0.393,0.1735,0.238
1059,1.0,0.0,0.0,0.44,0.355,0.12,0.495,0.231,0.11,0.125
1060,1.0,0.0,0.0,0.375,0.26,0.08,0.2075,0.09,0.0415,0.07
1061,1.0,0.0,0.0,0.44,0.34,0.1,0.379,0.1725,0.0815,0.101
1063,1.0,1.0,0.0,0.615,0.48,0.16,1.2525,0.585,0.2595,0.33
1065,1.0,0.0,0.0,0.435,0.335,0.095,0.298,0.109,0.058,0.115
1069,1.0,1.0,0.0,0.55,0.43,0.15,0.655,0.2635,0.122,0.221
1070,1.0,0.0,0.0,0.22,0.16,0.05,0.049,0.0215,0.01,0.015
1071,1.0,0.0,0.0,0.33,0.25,0.075,0.1405,0.056,0.035,0.05
1073,1.0,1.0,0.0,0.56,0.43,0.15,0.8745,0.453,0.161,0.22
1076,1.0,1.0,0.0,0.425,0.35,0.1,0.4425,0.175,0.0755,0.175
1078,1.0,0.0,1.0,0.555,0.445,0.13,0.8625,0.4225,0.155,0.24
1079,1.0,1.0,0.0,0.645,0.505,0.165,1.4325,0.684,0.308,0.336
1080,1.0,0.0,1.0,0.585,0.45,0.18,0.7995,0.336,0.1855,0.237
1082,1.0,1.0,0.0,0.6,0.47,0.15,0.922,0.363,0.194,0.305
1083,1.0,1.0,0.0,0.565,0.505,0.21,1.2765,0.501,0.279,0.355
1084,1.0,0.0,0.0,0.4,0.315,0.085,0.2675,0.116,0.0585,0.0765
1085,1.0,1.0,0.0,0.63,0.5,0.185,1.383,0.54,0.3315,0.38
1091,1.0,0.0,1.0,0.58,0.465,0.15,0.9065,0.371,0.1965,0.29
1092,1.0,1.0,0.0,0.815,0.65,0.25,2.255,0.8905,0.42,0.7975
1093,1.0,0.0,0.0,0.25,0.18,0.06,0.073,0.028,0.017,0.0225
1096,1.0,0.0,1.0,0.595,0.49,0.185,1.185,0.482,0.2015,0.361
1099,1.0,1.0,0.0,0.62,0.475,0.15,0.9545,0.455,0.1865,0.277
1100,1.0,0.0,1.0,0.585,0.43,0.16,0.955,0.3625,0.17600000000000002,0.27
1104,1.0,0.0,1.0,0.67,0.525,0.165,1.6085,0.682,0.3145,0.4005
1105,1.0,0.0,0.0,0.345,0.255,0.095,0.1945,0.0925,0.037000000000000005,0.055
1109,1.0,1.0,0.0,0.625,0.47,0.17,1.255,0.525,0.2415,0.405
1110,1.0,0.0,0.0,0.14,0.105,0.035,0.014,0.0055,0.0025,0.004
1112,1.0,0.0,1.0,0.62,0.51,0.175,1.615,0.5105,0.192,0.675
1114,1.0,1.0,0.0,0.62,0.54,0.165,1.139,0.4995,0.2435,0.35700000000000004
1115,1.0,0.0,0.0,0.38,0.275,0.095,0.2505,0.0945,0.0655,0.075
1116,1.0,0.0,1.0,0.47,0.375,0.12,0.5805,0.266,0.0935,0.16899999999999998
1119,1.0,0.0,1.0,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19
1120,1.0,0.0,1.0,0.475,0.355,0.125,0.4625,0.18600000000000005,0.107,0.145
1122,1.0,1.0,0.0,0.635,0.505,0.145,1.1345,0.505,0.2655,0.315
1124,1.0,1.0,0.0,0.435,0.395,0.105,0.3635,0.136,0.098,0.13
1125,1.0,0.0,1.0,0.635,0.5,0.18,1.2915,0.594,0.2695,0.37
1126,1.0,0.0,1.0,0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725
1128,1.0,1.0,0.0,0.67,0.545,0.175,1.707,0.6995,0.387,0.575
1133,1.0,1.0,0.0,0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815
1135,1.0,0.0,1.0,0.645,0.51,0.155,1.539,0.6405,0.3585,0.43
1137,1.0,1.0,0.0,0.725,0.57,0.205,1.6195,0.7440000000000001,0.315,0.488
1144,1.0,0.0,0.0,0.275,0.175,0.09,0.2315,0.096,0.057,0.0705
1145,1.0,0.0,1.0,0.58,0.445,0.135,0.8140000000000001,0.3775,0.1915,0.22
1148,1.0,0.0,0.0,0.27,0.2,0.07,0.1,0.034,0.0245,0.035
1150,1.0,0.0,0.0,0.46,0.345,0.12,0.4155,0.198,0.0885,0.107
1152,1.0,0.0,0.0,0.325,0.225,0.075,0.139,0.0565,0.032,0.09
1154,1.0,0.0,1.0,0.625,0.495,0.155,1.177,0.5055,0.278,0.345
1155,1.0,0.0,1.0,0.455,0.35,0.11,0.458,0.2,0.111,0.1305
1157,1.0,0.0,1.0,0.65,0.5,0.14,1.238,0.6165,0.2355,0.32
1158,1.0,0.0,1.0,0.52,0.4,0.125,0.5589999999999999,0.254,0.139,0.149
1159,1.0,0.0,1.0,0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33
1162,1.0,0.0,1.0,0.52,0.38,0.135,0.5825,0.2505,0.1565,0.175
1163,1.0,1.0,0.0,0.47,0.365,0.12,0.5820000000000001,0.29,0.092,0.146
1164,1.0,0.0,1.0,0.615,0.455,0.15,0.9335,0.382,0.247,0.2615
1166,1.0,0.0,0.0,0.44,0.345,0.12,0.365,0.1655,0.083,0.11
1167,1.0,1.0,0.0,0.525,0.4,0.13,0.6995,0.3115,0.131,0.223
1170,1.0,1.0,0.0,0.485,0.39,0.1,0.5565,0.2215,0.1155,0.185
1171,1.0,1.0,0.0,0.505,0.4,0.125,0.583,0.246,0.13,0.175
1172,1.0,0.0,1.0,0.195,0.145,0.05,0.032,0.01,0.008,0.012
1174,1.0,1.0,0.0,0.64,0.505,0.165,1.2235,0.5215,0.2695,0.36
1176,1.0,0.0,1.0,0.525,0.435,0.155,1.065,0.486,0.233,0.285
1177,1.0,0.0,1.0,0.495,0.4,0.135,0.61,0.272,0.1435,0.14400000000000002
1178,1.0,0.0,1.0,0.575,0.44,0.145,0.87,0.3945,0.2195,0.225
1179,1.0,0.0,1.0,0.55,0.385,0.13,0.7275,0.343,0.1625,0.19
1181,1.0,1.0,0.0,0.64,0.48,0.145,1.1145,0.508,0.24,0.34
1183,1.0,0.0,1.0,0.575,0.45,0.135,0.9215,0.354,0.209,0.2365
1184,1.0,1.0,0.0,0.5,0.38,0.14,0.6355,0.277,0.14300000000000002,0.1785
1191,1.0,0.0,1.0,0.515,0.39,0.14,0.6779999999999999,0.341,0.1325,0.119
1192,1.0,0.0,1.0,0.7,0.545,0.215,1.9125,0.8825,0.4385,0.506
1195,1.0,1.0,0.0,0.58,0.46,0.135,0.926,0.4025,0.208,0.275
1196,1.0,0.0,1.0,0.63,0.51,0.19,1.4985,0.4125,0.3075,0.545
1197,1.0,1.0,0.0,0.715,0.525,0.185,1.56,0.6655,0.383,0.405
1198,1.0,0.0,1.0,0.71,0.56,0.22,2.015,0.9215,0.454,0.5660000000000001
1199,1.0,0.0,1.0,0.6,0.465,0.2,1.259,0.6405,0.1985,0.35700000000000004
1200,1.0,1.0,0.0,0.39,0.29,0.125,0.3055,0.121,0.08199999999999999,0.09
1205,1.0,0.0,1.0,0.45,0.355,0.115,0.479,0.2125,0.1045,0.15
1207,1.0,0.0,0.0,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009000000000000001
1208,1.0,0.0,1.0,0.69,0.53,0.19,1.5955,0.6779999999999999,0.331,0.48
1210,1.0,0.0,1.0,0.665,0.535,0.195,1.606,0.5755,0.388,0.48
1215,1.0,0.0,0.0,0.42,0.315,0.115,0.355,0.1895,0.065,0.087
1218,1.0,1.0,0.0,0.665,0.515,0.185,1.3405,0.5595,0.293,0.4375
1220,1.0,0.0,0.0,0.475,0.42,0.16,0.7095,0.35,0.1505,0.1845
1221,1.0,0.0,1.0,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135
1222,1.0,0.0,0.0,0.475,0.355,0.135,0.4775,0.2145,0.09,0.1435
1223,1.0,0.0,1.0,0.6,0.47,0.15,0.928,0.4225,0.183,0.275
1224,1.0,0.0,1.0,0.53,0.405,0.15,0.8315,0.35200000000000004,0.187,0.2525
1226,1.0,1.0,0.0,0.325,0.26,0.09,0.1915,0.085,0.036000000000000004,0.062
1228,1.0,0.0,0.0,0.44,0.325,0.1,0.4165,0.185,0.0865,0.11
1229,1.0,1.0,0.0,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425
1230,1.0,0.0,1.0,0.27,0.195,0.08,0.1,0.0385,0.0195,0.03
1235,1.0,0.0,0.0,0.21,0.15,0.045,0.04,0.0135,0.008,0.0105
1236,1.0,0.0,0.0,0.33,0.23,0.085,0.1695,0.079,0.026,0.0505
1239,1.0,0.0,1.0,0.595,0.46,0.155,1.03,0.4275,0.207,0.3305
1240,1.0,1.0,0.0,0.71,0.53,0.195,1.8745,0.6755,0.4065,0.6855
1241,1.0,1.0,0.0,0.64,0.5,0.15,1.0705,0.371,0.2705,0.36
1242,1.0,0.0,1.0,0.55,0.44,0.135,0.879,0.368,0.2095,0.265
