,Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei
1948,1.0,0.0,1.0,0.675,0.525,0.185,1.587,0.6935,0.336,0.395
1956,1.0,0.0,1.0,0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255
1962,1.0,1.0,0.0,0.575,0.445,0.135,0.883,0.381,0.2035,0.26
1964,1.0,0.0,0.0,0.34,0.25,0.07,0.2225,0.104,0.0425,0.055
1968,1.0,0.0,0.0,0.495,0.375,0.12,0.589,0.3075,0.1215,0.1405
1969,1.0,1.0,0.0,0.545,0.41,0.125,0.6935,0.2975,0.146,0.21
1975,1.0,1.0,0.0,0.65,0.515,0.215,1.4980000000000002,0.564,0.32299999999999995,0.425
1986,1.0,0.0,0.0,0.625,0.485,0.16,1.15,0.5255,0.257,0.3315
1989,1.0,1.0,0.0,0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24
1991,1.0,1.0,0.0,0.545,0.445,0.175,0.8525,0.3465,0.189,0.295
1993,1.0,0.0,1.0,0.41,0.31,0.125,0.3595,0.1415,0.0885,0.115
1999,1.0,0.0,0.0,0.335,0.245,0.09,0.2015,0.096,0.0405,0.048
2008,1.0,1.0,0.0,0.725,0.53,0.19,1.7315,0.83,0.398,0.405
2022,1.0,0.0,1.0,0.635,0.48,0.19,1.467,0.5825,0.303,0.42
2044,1.0,0.0,1.0,0.34,0.275,0.09,0.2065,0.0725,0.043,0.07
2048,1.0,0.0,1.0,0.595,0.455,0.155,1.041,0.416,0.2105,0.365
2055,1.0,1.0,0.0,0.465,0.39,0.11,0.6355,0.1815,0.157,0.225
2070,1.0,1.0,0.0,0.58,0.465,0.145,0.9865,0.47,0.2155,0.25
2071,1.0,0.0,0.0,0.42,0.305,0.11,0.28,0.094,0.0785,0.0955
2077,1.0,0.0,0.0,0.59,0.45,0.145,1.022,0.428,0.268,0.265
2078,1.0,0.0,1.0,0.59,0.5,0.2,1.187,0.412,0.2705,0.37
2084,1.0,1.0,0.0,0.545,0.405,0.175,0.98,0.2585,0.207,0.38
2087,1.0,0.0,1.0,0.605,0.445,0.14,0.982,0.4295,0.2085,0.295
2089,1.0,0.0,1.0,0.605,0.47,0.165,1.2315,0.6025,0.262,0.2925
2090,1.0,0.0,0.0,0.31,0.215,0.075,0.1275,0.0565,0.0275,0.036000000000000004
2111,1.0,1.0,0.0,0.585,0.46,0.17,1.0835,0.3745,0.326,0.325
2116,1.0,0.0,1.0,0.63,0.53,0.175,1.4135,0.667,0.2945,0.3555
2118,1.0,1.0,0.0,0.585,0.465,0.14,0.908,0.381,0.1615,0.315
2130,1.0,0.0,1.0,0.655,0.52,0.18,1.492,0.7185,0.36,0.355
2131,1.0,0.0,1.0,0.57,0.47,0.155,1.186,0.6355,0.2315,0.277
2144,1.0,1.0,0.0,0.71,0.545,0.175,1.907,0.8725,0.4565,0.475
2149,1.0,0.0,0.0,0.34,0.25,0.075,0.1765,0.0785,0.0405,0.05
2151,1.0,1.0,0.0,0.495,0.385,0.13,0.6905,0.3125,0.179,0.175
2160,1.0,0.0,1.0,0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24
2164,1.0,0.0,0.0,0.485,0.37,0.13,0.458,0.181,0.113,0.136
2170,1.0,1.0,0.0,0.62,0.48,0.18,1.2215,0.5820000000000001,0.2695,0.313
2174,1.0,0.0,1.0,0.52,0.4,0.105,0.872,0.4515,0.1615,0.1985
2175,1.0,1.0,0.0,0.63,0.5,0.155,1.005,0.3670000000000001,0.199,0.36
2186,1.0,0.0,1.0,0.455,0.35,0.105,0.416,0.1625,0.097,0.145
2190,1.0,1.0,0.0,0.625,0.47,0.145,0.984,0.475,0.2,0.265
2192,1.0,0.0,1.0,0.54,0.415,0.13,0.8245,0.272,0.226,0.24
2193,1.0,1.0,0.0,0.695,0.525,0.205,1.8185,0.8190000000000001,0.4025,0.4525
2213,1.0,0.0,0.0,0.615,0.49,0.155,0.9885,0.4145,0.195,0.345
2215,1.0,0.0,1.0,0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18
2218,1.0,0.0,0.0,0.42,0.315,0.11,0.4025,0.1855,0.083,0.1015
2235,1.0,0.0,1.0,0.75,0.555,0.215,2.201,1.0615,0.5235,0.5285
2237,1.0,0.0,1.0,0.595,0.47,0.15,0.8915,0.359,0.2105,0.245
2238,1.0,0.0,0.0,0.33,0.255,0.085,0.1655,0.063,0.039,0.06
2249,1.0,1.0,0.0,0.605,0.465,0.155,1.1,0.547,0.2665,0.2585
2251,1.0,0.0,1.0,0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025
2257,1.0,0.0,1.0,0.475,0.375,0.125,0.593,0.277,0.115,0.18
2265,1.0,1.0,0.0,0.645,0.51,0.18,1.6195,0.7815,0.322,0.4675
2275,1.0,0.0,0.0,0.3,0.23,0.08,0.1275,0.0435,0.0265,0.04
2277,1.0,0.0,0.0,0.56,0.455,0.145,0.974,0.547,0.1615,0.235
2281,1.0,0.0,0.0,0.425,0.31,0.095,0.3505,0.1645,0.071,0.1
2295,1.0,0.0,0.0,0.45,0.34,0.105,0.4385,0.21,0.0925,0.12
2296,1.0,1.0,0.0,0.62,0.51,0.175,1.1255,0.4985,0.227,0.315
2303,1.0,0.0,1.0,0.535,0.435,0.155,0.8915,0.3415,0.177,0.25
2305,1.0,0.0,1.0,0.53,0.425,0.11,0.7390000000000001,0.237,0.161,0.295
2313,1.0,1.0,0.0,0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15
2319,1.0,1.0,0.0,0.525,0.415,0.15,0.7155,0.2355,0.171,0.27
2322,1.0,0.0,1.0,0.715,0.525,0.2,1.89,0.95,0.436,0.4305
2333,1.0,0.0,0.0,0.62,0.47,0.155,0.966,0.447,0.171,0.284
2338,1.0,0.0,1.0,0.6,0.475,0.16,1.164,0.5045,0.2635,0.335
2340,1.0,0.0,1.0,0.64,0.49,0.14,1.194,0.4445,0.238,0.375
2342,1.0,0.0,0.0,0.35,0.235,0.08,0.17,0.0725,0.0465,0.0495
2347,1.0,0.0,0.0,0.32,0.235,0.09,0.183,0.098,0.0335,0.042
2353,1.0,0.0,0.0,0.46,0.34,0.1,0.386,0.1805,0.0875,0.0965
2358,1.0,1.0,0.0,0.52,0.405,0.12,0.627,0.2645,0.1415,0.181
2365,1.0,0.0,1.0,0.37,0.285,0.1,0.228,0.0675,0.0675,0.081
2369,1.0,1.0,0.0,0.44,0.345,0.17,0.4085,0.15,0.0825,0.1515
2374,1.0,1.0,0.0,0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835
2377,1.0,1.0,0.0,0.61,0.47,0.165,1.1785,0.5660000000000001,0.2785,0.294
2380,1.0,0.0,1.0,0.61,0.475,0.15,1.142,0.62,0.237,0.245
2384,1.0,1.0,0.0,0.46,0.33,0.15,0.5325,0.2085,0.1805,0.125
2390,1.0,0.0,1.0,0.565,0.455,0.185,0.9265,0.354,0.1575,0.375
2395,1.0,0.0,1.0,0.41,0.3,0.1,0.301,0.124,0.069,0.09
2396,1.0,0.0,1.0,0.625,0.5,0.18,1.3705,0.645,0.303,0.3705
2402,1.0,0.0,1.0,0.655,0.53,0.175,1.2635,0.486,0.2635,0.415
2406,1.0,0.0,1.0,0.37,0.28,0.105,0.234,0.0905,0.0585,0.075
2412,1.0,1.0,0.0,0.55,0.44,0.155,0.946,0.313,0.1825,0.335
2414,1.0,0.0,1.0,0.47,0.37,0.105,0.4665,0.2025,0.1015,0.155
2415,1.0,0.0,0.0,0.5,0.385,0.15,0.6265,0.2605,0.1665,0.16
2423,1.0,0.0,1.0,0.58,0.45,0.14,1.013,0.38,0.21600000000000005,0.36
2429,1.0,0.0,1.0,0.72,0.565,0.2,2.1055,1.017,0.363,0.494
2438,1.0,1.0,0.0,0.535,0.415,0.185,0.8415,0.314,0.1585,0.3
2447,1.0,0.0,1.0,0.545,0.45,0.16,0.8615,0.2925,0.1545,0.365
2453,1.0,0.0,1.0,0.66,0.515,0.155,1.4415,0.7055,0.3555,0.335
2472,1.0,0.0,0.0,0.595,0.475,0.155,0.984,0.4865,0.184,0.2755
2477,1.0,1.0,0.0,0.665,0.5,0.175,1.742,0.595,0.3025,0.725
2479,1.0,0.0,0.0,0.475,0.355,0.125,0.4865,0.2155,0.1105,0.142
2481,1.0,1.0,0.0,0.64,0.5,0.17,1.12,0.4955,0.2645,0.32
2490,1.0,1.0,0.0,0.645,0.5,0.18,1.2785,0.5345,0.2995,0.345
2491,1.0,0.0,0.0,0.515,0.39,0.14,0.5555,0.2,0.1135,0.2235
2494,1.0,0.0,0.0,0.46,0.335,0.11,0.444,0.225,0.0745,0.11
2500,1.0,0.0,0.0,0.35,0.265,0.11,0.209,0.066,0.059,0.075
2510,1.0,0.0,1.0,0.505,0.4,0.125,0.77,0.2735,0.159,0.255
2511,1.0,0.0,0.0,0.39,0.29,0.09,0.2745,0.135,0.0455,0.078
2517,1.0,0.0,1.0,0.535,0.41,0.135,0.862,0.2855,0.1525,0.32
2523,1.0,1.0,0.0,0.61,0.48,0.16,1.234,0.598,0.238,0.315
2525,1.0,0.0,1.0,0.585,0.405,0.15,1.2565,0.435,0.202,0.325
2526,1.0,0.0,1.0,0.71,0.555,0.195,1.9485,0.9455,0.3765,0.495
2535,1.0,1.0,0.0,0.62,0.485,0.165,1.166,0.483,0.238,0.355
2539,1.0,0.0,1.0,0.625,0.515,0.165,1.217,0.667,0.2065,0.3115
2540,1.0,0.0,0.0,0.495,0.375,0.115,0.5755,0.31,0.1145,0.1395
2542,1.0,0.0,1.0,0.61,0.475,0.165,1.116,0.428,0.2205,0.315
2548,1.0,1.0,0.0,0.56,0.445,0.195,0.981,0.305,0.2245,0.335
2550,1.0,0.0,0.0,0.62,0.485,0.18,1.154,0.4935,0.256,0.315
2557,1.0,0.0,1.0,0.465,0.34,0.105,0.486,0.231,0.1035,0.1225
2559,1.0,1.0,0.0,0.64,0.525,0.215,1.779,0.4535,0.2855,0.55
2560,1.0,1.0,0.0,0.655,0.46,0.16,1.494,0.6895,0.331,0.1825
2561,1.0,1.0,0.0,0.665,0.535,0.19,1.496,0.5775,0.2815,0.475
2565,1.0,0.0,1.0,0.465,0.36,0.125,0.4365,0.16899999999999998,0.1075,0.145
2573,1.0,1.0,0.0,0.63,0.48,0.15,1.0525,0.392,0.336,0.285
2583,1.0,0.0,0.0,0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42
2586,1.0,1.0,0.0,0.57,0.45,0.16,0.9715,0.3965,0.255,0.26
2589,1.0,1.0,0.0,0.425,0.335,0.095,0.322,0.1205,0.061,0.125
2592,1.0,0.0,1.0,0.61,0.47,0.15,1.1625,0.565,0.258,0.3085
2594,1.0,0.0,1.0,0.59,0.445,0.14,0.931,0.35600000000000004,0.234,0.28
2596,1.0,0.0,1.0,0.495,0.385,0.135,0.6335,0.2,0.1225,0.26
2599,1.0,0.0,1.0,0.57,0.45,0.135,1.02,0.546,0.204,0.25
2605,1.0,1.0,0.0,0.6,0.465,0.155,1.04,0.4755,0.25,0.28
2615,1.0,0.0,1.0,0.71,0.55,0.2,1.9045,0.882,0.44,0.5
2655,1.0,0.0,0.0,0.235,0.175,0.065,0.0615,0.0205,0.02,0.019
2656,1.0,1.0,0.0,0.54,0.415,0.175,0.8975,0.275,0.241,0.275
2662,1.0,0.0,0.0,0.38,0.28,0.095,0.2885,0.165,0.0435,0.067
2663,1.0,0.0,1.0,0.5,0.39,0.13,0.7090000000000001,0.275,0.168,0.18
2668,1.0,0.0,0.0,0.345,0.285,0.1,0.2225,0.0865,0.058,0.075
2672,1.0,0.0,1.0,0.655,0.525,0.18,1.402,0.624,0.2935,0.365
2677,1.0,0.0,1.0,0.54,0.42,0.135,0.8075,0.3485,0.1795,0.235
2681,1.0,1.0,0.0,0.655,0.5,0.22,1.359,0.642,0.3255,0.405
2690,1.0,0.0,1.0,0.525,0.4,0.14,0.7325,0.334,0.1575,0.17
2700,1.0,1.0,0.0,0.605,0.495,0.17,1.0915,0.4365,0.2715,0.335
2703,1.0,1.0,0.0,0.63,0.48,0.16,1.199,0.5265,0.335,0.315
2714,1.0,0.0,0.0,0.52,0.41,0.14,0.6990000000000001,0.3395,0.129,0.1945
2715,1.0,1.0,0.0,0.67,0.515,0.17,1.4265,0.6605,0.3395,0.37
2718,1.0,0.0,0.0,0.44,0.365,0.115,0.501,0.2435,0.084,0.1465
2732,1.0,0.0,0.0,0.525,0.375,0.12,0.6315,0.3045,0.114,0.19
2758,1.0,0.0,1.0,0.525,0.415,0.16,0.6445,0.26,0.1575,0.22
2786,1.0,0.0,1.0,0.6,0.475,0.15,1.089,0.5195,0.223,0.292
2792,1.0,0.0,0.0,0.425,0.38,0.105,0.3265,0.1285,0.0785,0.1
2831,1.0,1.0,0.0,0.455,0.36,0.11,0.4385,0.206,0.098,0.125
2832,1.0,0.0,0.0,0.275,0.2,0.065,0.1165,0.0565,0.013,0.035
2838,1.0,1.0,0.0,0.535,0.405,0.125,0.927,0.26,0.1425,0.345
2861,1.0,0.0,0.0,0.335,0.25,0.095,0.185,0.0795,0.0495,0.055
2887,1.0,0.0,1.0,0.47,0.365,0.135,0.522,0.2395,0.1525,0.145
2894,1.0,0.0,0.0,0.43,0.345,0.115,0.4295,0.212,0.108,0.109
2909,1.0,0.0,1.0,0.675,0.525,0.16,1.2835,0.5720000000000001,0.2755,0.3545
2914,1.0,0.0,0.0,0.55,0.445,0.125,0.672,0.28800000000000003,0.1365,0.21
2917,1.0,0.0,0.0,0.465,0.375,0.12,0.471,0.222,0.119,0.14
2919,1.0,1.0,0.0,0.445,0.355,0.15,0.485,0.181,0.125,0.155
2923,1.0,0.0,0.0,0.54,0.415,0.155,0.7020000000000001,0.322,0.16699999999999998,0.19
2925,1.0,1.0,0.0,0.53,0.415,0.115,0.5915,0.233,0.1585,0.18
2943,1.0,0.0,0.0,0.375,0.28,0.08,0.2025,0.0825,0.048,0.065
2949,1.0,1.0,0.0,0.58,0.475,0.165,1.0385,0.414,0.26,0.305
2973,1.0,1.0,0.0,0.6,0.47,0.135,0.97,0.4655,0.1955,0.264
2976,1.0,1.0,0.0,0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21
2981,1.0,0.0,1.0,0.695,0.56,0.19,1.494,0.588,0.3425,0.485
2983,1.0,1.0,0.0,0.415,0.305,0.105,0.3605,0.12,0.08199999999999999,0.1
2987,1.0,0.0,0.0,0.46,0.35,0.105,0.3705,0.1575,0.077,0.114
2988,1.0,0.0,1.0,0.545,0.41,0.14,0.625,0.223,0.16,0.235
2989,1.0,0.0,0.0,0.52,0.41,0.14,0.5995,0.242,0.1375,0.182
3023,1.0,1.0,0.0,0.595,0.44,0.135,0.964,0.5005,0.1715,0.2575
3043,1.0,0.0,0.0,0.4,0.3,0.11,0.315,0.109,0.067,0.12
3044,1.0,0.0,1.0,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225
3051,1.0,0.0,0.0,0.605,0.47,0.14,0.939,0.3385,0.201,0.32
3052,1.0,0.0,1.0,0.55,0.435,0.16,0.906,0.342,0.219,0.295
3065,1.0,0.0,0.0,0.315,0.245,0.085,0.1435,0.053,0.0475,0.05
3066,1.0,0.0,1.0,0.735,0.57,0.21,2.2355,1.1705,0.463,0.5315
3069,1.0,1.0,0.0,0.595,0.45,0.165,1.081,0.49,0.2525,0.279
3075,1.0,0.0,1.0,0.415,0.315,0.115,0.3895,0.2015,0.065,0.103
3091,1.0,0.0,1.0,0.45,0.32,0.1,0.381,0.1705,0.075,0.115
3103,1.0,0.0,1.0,0.4,0.305,0.085,0.297,0.108,0.0705,0.1
3110,1.0,0.0,0.0,0.31,0.235,0.075,0.1515,0.056,0.0315,0.05
3119,1.0,0.0,0.0,0.25,0.19,0.06,0.0765,0.036000000000000004,0.0115,0.0245
3120,1.0,0.0,0.0,0.355,0.255,0.08,0.187,0.078,0.0505,0.058
3131,1.0,1.0,0.0,0.425,0.345,0.11,0.3665,0.125,0.081,0.117
3134,1.0,0.0,1.0,0.58,0.46,0.13,0.921,0.35700000000000004,0.181,0.29
3135,1.0,0.0,1.0,0.62,0.5,0.18,1.3915,0.726,0.2795,0.332
3146,1.0,0.0,1.0,0.505,0.4,0.13,0.764,0.3035,0.189,0.2175
3158,1.0,0.0,1.0,0.355,0.29,0.09,0.3275,0.134,0.086,0.09
3167,1.0,1.0,0.0,0.635,0.535,0.19,1.242,0.5760000000000001,0.2475,0.39
3171,1.0,0.0,0.0,0.355,0.26,0.09,0.1925,0.077,0.038,0.065
3173,1.0,0.0,0.0,0.575,0.425,0.135,0.7965,0.364,0.196,0.239
3182,1.0,0.0,1.0,0.55,0.42,0.16,1.3405,0.6325,0.311,0.344
3206,1.0,0.0,0.0,0.37,0.28,0.095,0.2865,0.1505,0.069,0.0795
3208,1.0,1.0,0.0,0.585,0.45,0.16,1.077,0.4995,0.2875,0.25
3214,1.0,1.0,0.0,0.485,0.395,0.16,0.66,0.2475,0.128,0.235
3217,1.0,0.0,0.0,0.38,0.275,0.095,0.1375,0.086,0.0585,0.0605
3222,1.0,1.0,0.0,0.395,0.295,0.095,0.2245,0.078,0.054000000000000006,0.08
3223,1.0,1.0,0.0,0.61,0.495,0.19,1.213,0.464,0.306,0.365
3228,1.0,0.0,1.0,0.46,0.35,0.12,0.515,0.224,0.108,0.1565
3234,1.0,1.0,0.0,0.47,0.375,0.125,0.5615,0.252,0.13699999999999998,0.18
3235,1.0,0.0,0.0,0.265,0.2,0.065,0.0975,0.04,0.0205,0.028
3240,1.0,0.0,0.0,0.405,0.31,0.09,0.312,0.138,0.06,0.087
3259,1.0,0.0,0.0,0.505,0.405,0.13,0.599,0.2245,0.1175,0.225
3267,1.0,0.0,0.0,0.275,0.2,0.065,0.1035,0.0475,0.0205,0.03
3279,1.0,0.0,0.0,0.475,0.365,0.115,0.49,0.223,0.1235,0.1335
3285,1.0,1.0,0.0,0.57,0.445,0.155,1.017,0.5265,0.2025,0.265
3287,1.0,1.0,0.0,0.64,0.485,0.185,1.4195,0.6735,0.3465,0.3255
3300,1.0,1.0,0.0,0.55,0.465,0.15,1.082,0.3575,0.194,0.19
3306,1.0,0.0,1.0,0.565,0.47,0.195,1.142,0.387,0.258,0.35
3314,1.0,0.0,1.0,0.67,0.545,0.2,1.7025,0.833,0.374,0.41
3315,1.0,0.0,1.0,0.53,0.435,0.16,0.883,0.316,0.16399999999999998,0.335
3316,1.0,0.0,1.0,0.5,0.38,0.155,0.5955,0.2135,0.161,0.2
3318,1.0,0.0,1.0,0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274
3321,1.0,0.0,0.0,0.41,0.3,0.09,0.304,0.129,0.071,0.0955
3337,1.0,0.0,0.0,0.48,0.355,0.125,0.494,0.2385,0.0835,0.15
3338,1.0,1.0,0.0,0.635,0.505,0.155,1.2895,0.594,0.314,0.345
3342,1.0,0.0,0.0,0.385,0.29,0.085,0.2505,0.112,0.061,0.08
3343,1.0,0.0,0.0,0.455,0.37,0.125,0.433,0.201,0.1265,0.145
3349,1.0,1.0,0.0,0.635,0.5,0.175,1.477,0.684,0.3005,0.39
3360,1.0,1.0,0.0,0.47,0.355,0.14,0.433,0.1525,0.095,0.152
3363,1.0,0.0,1.0,0.565,0.435,0.15,0.99,0.5795,0.1825,0.206
3368,1.0,0.0,0.0,0.385,0.28,0.085,0.2175,0.097,0.038,0.067
3370,1.0,0.0,0.0,0.36,0.265,0.075,0.1845,0.083,0.0365,0.055
3372,1.0,0.0,1.0,0.61,0.48,0.14,1.0625,0.516,0.225,0.2915
3377,1.0,0.0,1.0,0.65,0.525,0.205,1.4275,0.69,0.306,0.4355
3381,1.0,1.0,0.0,0.565,0.44,0.155,0.9395,0.4275,0.214,0.27
3391,1.0,0.0,1.0,0.635,0.5,0.165,1.273,0.6535,0.213,0.365
3392,1.0,1.0,0.0,0.655,0.455,0.17,1.2895,0.5870000000000001,0.3165,0.3415
3394,1.0,0.0,1.0,0.455,0.35,0.12,0.4835,0.1815,0.14400000000000002,0.16
3403,1.0,0.0,0.0,0.235,0.17,0.065,0.0625,0.023,0.014,0.022
3408,1.0,1.0,0.0,0.475,0.375,0.125,0.5785,0.2775,0.085,0.155
3409,1.0,1.0,0.0,0.515,0.415,0.13,0.764,0.276,0.196,0.25
3414,1.0,0.0,1.0,0.6,0.455,0.17,1.1915,0.696,0.2395,0.24
3416,1.0,0.0,0.0,0.58,0.425,0.145,0.83,0.379,0.1605,0.2575
3418,1.0,0.0,0.0,0.215,0.17,0.055,0.0605,0.0205,0.014,0.02
3419,1.0,0.0,1.0,0.665,0.54,0.175,1.347,0.4955,0.254,0.415
3424,1.0,1.0,0.0,0.37,0.28,0.11,0.2305,0.0945,0.0465,0.075
3430,1.0,0.0,0.0,0.5,0.38,0.135,0.594,0.2945,0.104,0.1565
3436,1.0,1.0,0.0,0.75,0.57,0.21,2.236,1.109,0.5195,0.545
3446,1.0,0.0,1.0,0.57,0.45,0.155,0.91,0.326,0.1895,0.355
3448,1.0,0.0,1.0,0.51,0.405,0.13,0.7175,0.3725,0.158,0.17
3449,1.0,0.0,1.0,0.625,0.48,0.16,1.2415,0.6575,0.2625,0.2785
3455,1.0,1.0,0.0,0.455,0.375,0.125,0.458,0.1985,0.111,0.12
3460,1.0,0.0,1.0,0.545,0.42,0.125,0.9745,0.353,0.174,0.305
3464,1.0,0.0,0.0,0.55,0.415,0.135,0.8095,0.2985,0.2015,0.28
3470,1.0,0.0,1.0,0.255,0.195,0.065,0.08,0.0315,0.018000000000000002,0.027000000000000003
3474,1.0,0.0,1.0,0.485,0.355,0.12,0.547,0.215,0.1615,0.14
3484,1.0,0.0,0.0,0.395,0.295,0.095,0.2725,0.115,0.0625,0.085
3494,1.0,0.0,0.0,0.535,0.455,0.14,1.0015,0.53,0.1765,0.244
3496,1.0,0.0,0.0,0.43,0.315,0.095,0.378,0.175,0.08,0.1045
3498,1.0,0.0,1.0,0.65,0.545,0.16,1.2425,0.487,0.29600000000000004,0.48
3509,1.0,1.0,0.0,0.57,0.45,0.165,0.903,0.3305,0.1845,0.295
3530,1.0,0.0,1.0,0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385
3537,1.0,0.0,1.0,0.48,0.375,0.12,0.5895,0.2535,0.128,0.172
3552,1.0,0.0,0.0,0.55,0.425,0.155,0.8725,0.412,0.187,0.2425
3562,1.0,0.0,1.0,0.64,0.565,0.23,1.521,0.644,0.3720000000000001,0.406
3568,1.0,0.0,0.0,0.53,0.41,0.15,0.612,0.2435,0.1525,0.1895
3582,1.0,1.0,0.0,0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345
3599,1.0,0.0,1.0,0.345,0.255,0.09,0.2005,0.094,0.0295,0.063
3603,1.0,1.0,0.0,0.505,0.375,0.18,0.568,0.2325,0.1495,0.17
3615,1.0,0.0,1.0,0.46,0.375,0.135,0.4935,0.18600000000000005,0.0845,0.17
3626,1.0,0.0,0.0,0.59,0.45,0.16,0.893,0.2745,0.2185,0.345
3627,1.0,0.0,1.0,0.58,0.49,0.13,1.1335,0.586,0.2565,0.237
3631,1.0,0.0,0.0,0.5,0.38,0.11,0.5605,0.28,0.106,0.15
3646,1.0,0.0,1.0,0.53,0.44,0.205,0.835,0.32,0.2175,0.245
3652,1.0,1.0,0.0,0.755,0.575,0.2,2.073,1.0135,0.4655,0.48
3660,1.0,0.0,0.0,0.53,0.42,0.13,0.8365,0.3745,0.16699999999999998,0.249
3669,1.0,0.0,0.0,0.42,0.32,0.1,0.34,0.1745,0.05,0.0945
3671,1.0,1.0,0.0,0.7,0.535,0.175,1.773,0.6805,0.48,0.512
3674,1.0,0.0,0.0,0.47,0.345,0.14,0.4615,0.229,0.1105,0.116
3681,1.0,1.0,0.0,0.45,0.35,0.145,0.5425,0.1765,0.123,0.175
3697,1.0,0.0,0.0,0.475,0.34,0.105,0.4535,0.203,0.08,0.1465
3699,1.0,1.0,0.0,0.495,0.375,0.15,0.597,0.2615,0.135,0.17800000000000002
3703,1.0,0.0,0.0,0.46,0.34,0.09,0.384,0.1795,0.068,0.11
3704,1.0,0.0,0.0,0.435,0.34,0.11,0.407,0.1685,0.073,0.13
3709,1.0,0.0,1.0,0.7,0.535,0.16,1.7255,0.63,0.2635,0.54
3721,1.0,1.0,0.0,0.42,0.32,0.13,0.4135,0.1645,0.106,0.119
3725,1.0,0.0,0.0,0.235,0.18,0.06,0.058,0.022,0.0145,0.018000000000000002
3731,1.0,0.0,1.0,0.595,0.46,0.17,1.1295,0.57,0.2555,0.265
3757,1.0,0.0,1.0,0.55,0.45,0.155,0.7895,0.343,0.159,0.25
