,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei
2943,1.0,0.075,0.055,0.01,0.002,0.001,0.0005,0.0015
2946,1.0,0.575,0.46,0.15,0.927,0.333,0.207,0.2985
2967,1.0,0.44,0.35,0.11,0.3805,0.1575,0.0895,0.115
2984,1.0,0.61,0.475,0.175,1.024,0.409,0.261,0.322
3000,1.0,0.635,0.51,0.17,1.3555,0.619,0.305,0.39
3011,1.0,0.58,0.435,0.15,0.8390000000000001,0.3485,0.207,0.192
3015,1.0,0.52,0.39,0.12,0.6435,0.2885,0.157,0.161
3019,1.0,0.68,0.52,0.185,1.541,0.5985,0.395,0.4575
3021,1.0,0.53,0.41,0.14,0.6809999999999999,0.3095,0.1415,0.1835
3023,1.0,0.385,0.3,0.1,0.2725,0.1115,0.057,0.08
3032,1.0,0.45,0.335,0.125,0.4475,0.2165,0.126,0.11
3034,1.0,0.4,0.315,0.085,0.2675,0.116,0.0585,0.0765
3046,1.0,0.635,0.51,0.17,1.2235,0.532,0.271,0.354
3048,1.0,0.44,0.34,0.105,0.369,0.16399999999999998,0.08,0.1015
3057,1.0,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005
3065,1.0,0.625,0.5,0.175,1.273,0.564,0.302,0.374
3067,1.0,0.45,0.35,0.125,0.4775,0.2235,0.08900000000000001,0.118
3076,1.0,0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405
3085,1.0,0.485,0.365,0.14,0.4475,0.1895,0.0925,0.2305
3087,1.0,0.6,0.465,0.18,1.193,0.5145,0.315,0.3055
3094,1.0,0.515,0.4,0.125,0.5625,0.25,0.1245,0.17
3097,1.0,0.415,0.31,0.09,0.2815,0.1245,0.0615,0.085
3099,1.0,0.485,0.37,0.115,0.4785,0.1995,0.0955,0.129
3102,1.0,0.585,0.45,0.18,0.7995,0.336,0.1855,0.237
3117,1.0,0.59,0.46,0.16,1.0115,0.445,0.2615,0.2565
3130,1.0,0.535,0.435,0.15,0.725,0.269,0.1385,0.25
3138,1.0,0.495,0.33,0.1,0.44,0.177,0.095,0.15
3146,1.0,0.405,0.3,0.105,0.304,0.1455,0.061,0.0805
3157,1.0,0.56,0.465,0.145,0.8875,0.3345,0.22,0.2695
3164,1.0,0.3,0.23,0.075,0.15,0.0605,0.042,0.045
3171,1.0,0.455,0.375,0.125,0.484,0.2155,0.102,0.165
3173,1.0,0.475,0.35,0.12,0.4905,0.2035,0.13,0.135
3176,1.0,0.53,0.42,0.12,0.5965,0.2555,0.141,0.177
3178,1.0,0.635,0.5,0.19,1.29,0.593,0.3045,0.35200000000000004
3181,1.0,0.64,0.49,0.155,1.1285,0.477,0.269,0.34
3204,1.0,0.2,0.155,0.04,0.0435,0.0155,0.009000000000000001,0.006999999999999999
3217,1.0,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009000000000000001
3232,1.0,0.36,0.26,0.08,0.1795,0.07400000000000001,0.0315,0.06
3237,1.0,0.55,0.405,0.15,0.9235,0.412,0.2135,0.24
3243,1.0,0.285,0.22,0.065,0.096,0.0405,0.0205,0.03
3244,1.0,0.385,0.3,0.09,0.247,0.1225,0.044,0.0675
3247,1.0,0.67,0.485,0.175,1.2565,0.5355,0.322,0.386
3250,1.0,0.3,0.22,0.08,0.121,0.0475,0.042,0.035
3259,1.0,0.46,0.375,0.12,0.4915,0.2205,0.08800000000000001,0.17
3260,1.0,0.45,0.33,0.1,0.411,0.1945,0.1,0.098
3262,1.0,0.625,0.495,0.155,1.177,0.5055,0.278,0.345
3266,1.0,0.68,0.56,0.195,1.664,0.58,0.3855,0.545
3270,1.0,0.55,0.44,0.155,0.9155,0.3645,0.195,0.25
3274,1.0,0.515,0.41,0.14,0.7355,0.3065,0.13699999999999998,0.2
3293,1.0,0.73,0.555,0.18,1.6895,0.6555,0.1965,0.4935
3303,1.0,0.605,0.48,0.175,1.1685,0.4815,0.2305,0.35600000000000004
3307,1.0,0.4,0.31,0.1,0.306,0.13,0.06,0.094
3315,1.0,0.245,0.19,0.06,0.086,0.042,0.014,0.025
3325,1.0,0.645,0.535,0.19,1.2395,0.468,0.2385,0.424
3327,1.0,0.67,0.505,0.205,1.3645,0.6075,0.3025,0.353
3328,1.0,0.425,0.34,0.1,0.382,0.16399999999999998,0.096,0.1
3336,1.0,0.59,0.5,0.15,1.142,0.485,0.265,0.345
3339,1.0,0.55,0.425,0.13,0.664,0.2695,0.163,0.21
3344,1.0,0.7,0.6,0.23,2.003,0.8105,0.4045,0.5755
3346,1.0,0.4,0.3,0.115,0.318,0.1335,0.0725,0.0935
3371,1.0,0.415,0.33,0.09,0.3595,0.17,0.081,0.09
3372,1.0,0.61,0.485,0.18,1.2795,0.5735,0.2855,0.355
3380,1.0,0.63,0.505,0.195,1.306,0.516,0.3305,0.375
3389,1.0,0.435,0.335,0.095,0.298,0.109,0.058,0.115
3407,1.0,0.655,0.52,0.165,1.4095,0.586,0.29100000000000004,0.405
3414,1.0,0.43,0.34,0.105,0.4405,0.2385,0.0745,0.1075
3439,1.0,0.47,0.37,0.13,0.5225,0.201,0.133,0.165
3442,1.0,0.165,0.12,0.03,0.0215,0.006999999999999999,0.005,0.005
3445,1.0,0.55,0.435,0.165,0.804,0.34,0.194,0.244
3447,1.0,0.375,0.305,0.09,0.3245,0.1395,0.0565,0.095
3451,1.0,0.28,0.12,0.075,0.117,0.0455,0.029,0.0345
3454,1.0,0.625,0.505,0.175,1.131,0.5425,0.2265,0.32299999999999995
3465,1.0,0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215
3472,1.0,0.445,0.345,0.12,0.4035,0.16899999999999998,0.0825,0.13
3474,1.0,0.3,0.225,0.075,0.1345,0.057,0.028,0.044
3476,1.0,0.35,0.265,0.095,0.199,0.073,0.049,0.06
3484,1.0,0.51,0.395,0.13,0.6025,0.281,0.14300000000000002,0.162
3487,1.0,0.61,0.495,0.185,1.153,0.536,0.2905,0.245
3490,1.0,0.58,0.455,0.15,1.114,0.4765,0.2155,0.265
3497,1.0,0.57,0.44,0.15,0.755,0.3425,0.16,0.224
3503,1.0,0.3,0.215,0.05,0.1185,0.048,0.0225,0.042
3517,1.0,0.57,0.45,0.135,0.794,0.3815,0.1415,0.245
3532,1.0,0.67,0.525,0.2,1.7405,0.6205,0.297,0.657
3548,1.0,0.545,0.43,0.155,0.8035,0.409,0.14400000000000002,0.228
3549,1.0,0.305,0.22,0.07,0.141,0.062,0.031,0.037000000000000005
3555,1.0,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01
3567,1.0,0.61,0.475,0.16,1.1155,0.3835,0.223,0.379
3573,1.0,0.61,0.5,0.18,1.4380000000000002,0.5185,0.3735,0.3345
3575,1.0,0.53,0.425,0.15,0.8495,0.328,0.232,0.202
3584,1.0,0.35,0.26,0.075,0.18,0.09,0.0245,0.055
3595,1.0,0.59,0.485,0.155,1.0785,0.4535,0.2435,0.31
3599,1.0,0.7,0.555,0.2,1.858,0.73,0.3665,0.595
3601,1.0,0.505,0.39,0.125,0.5445,0.246,0.15,0.1405
3603,1.0,0.2,0.145,0.05,0.036000000000000004,0.0125,0.008,0.011
3606,1.0,0.25,0.175,0.06,0.0635,0.0275,0.008,0.02
3613,1.0,0.675,0.525,0.155,1.4785,0.628,0.3405,0.42
3617,1.0,0.63,0.505,0.17,1.0915,0.4615,0.266,0.3
3624,1.0,0.65,0.485,0.16,1.7395,0.5715,0.2785,0.3075
3626,1.0,0.315,0.235,0.075,0.1285,0.051,0.028,0.0405
3670,1.0,0.64,0.5,0.175,1.394,0.4935,0.29100000000000004,0.4
3672,1.0,0.535,0.4,0.13,0.657,0.2835,0.162,0.175
3685,1.0,0.41,0.325,0.1,0.3245,0.132,0.07200000000000001,0.106
3693,1.0,0.34,0.25,0.075,0.1785,0.0665,0.0455,0.045
3697,1.0,0.665,0.525,0.16,1.3630000000000002,0.629,0.279,0.34
3704,1.0,0.67,0.54,0.2,1.46,0.6435,0.328,0.4165
3708,1.0,0.65,0.545,0.175,1.5245,0.59,0.326,0.495
3712,1.0,0.465,0.345,0.105,0.4015,0.242,0.0345,0.109
3724,1.0,0.245,0.18,0.065,0.071,0.03,0.013,0.0215
3729,1.0,0.225,0.165,0.055,0.059,0.027000000000000003,0.0125,0.015
3740,1.0,0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147
3741,1.0,0.645,0.505,0.165,1.4325,0.684,0.308,0.336
3750,1.0,0.61,0.48,0.165,1.2435,0.5575,0.2675,0.3720000000000001
