,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
1056,1.0,0.565,0.43,0.15,0.8215,0.332,0.1685,0.29,11.370730773374008,11
1058,1.0,0.49,0.37,0.11,0.5379999999999999,0.271,0.1035,0.139,8.101384340915088,8
1061,1.0,0.515,0.35,0.155,0.9225,0.4185,0.198,0.273,9.092982153899857,9
1062,1.0,0.625,0.48,0.18,1.223,0.565,0.2975,0.3375,10.307683387541548,10
1069,1.0,0.44,0.35,0.12,0.375,0.1425,0.0965,0.115,9.00240584529833,9
1074,1.0,0.615,0.49,0.17,1.145,0.4915,0.208,0.343,12.178654219295215,13
1077,1.0,0.525,0.4,0.13,0.6445,0.345,0.1285,0.2,8.436703232621893,8
1079,1.0,0.67,0.52,0.15,1.406,0.519,0.348,0.37,12.934033178085112,13
1082,1.0,0.655,0.515,0.16,1.31,0.5529999999999999,0.369,0.345,10.899425945481577,11
1083,1.0,0.58,0.435,0.14,0.953,0.475,0.2165,0.2095,8.310438028320997,9
1084,1.0,0.59,0.45,0.16,0.893,0.2745,0.2185,0.345,13.563630131836469,14
1085,1.0,0.54,0.415,0.145,0.74,0.2635,0.168,0.245,11.393709768924037,12
1088,1.0,0.69,0.505,0.2,1.872,0.893,0.4015,0.48,10.336415418768109,10
1091,1.0,0.495,0.375,0.12,0.589,0.3075,0.1215,0.1405,7.815825627055074,8
1092,1.0,0.645,0.495,0.185,1.4935,0.5265,0.2785,0.455,15.255037469316889,15
1093,1.0,0.42,0.315,0.11,0.4025,0.1855,0.083,0.1015,7.8338079450481475,8
1096,1.0,0.29,0.23,0.075,0.1165,0.043,0.0255,0.04,6.814260029019689,7
1099,1.0,0.655,0.52,0.175,1.472,0.6275,0.27,0.45,13.200713894102448,13
1102,1.0,0.635,0.475,0.15,1.1845,0.5329999999999999,0.307,0.29100000000000004,9.653236028270845,10
1107,1.0,0.55,0.415,0.15,0.7915,0.3535,0.17600000000000002,0.236,9.869404078219937,10
1115,1.0,0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,7.717665214754774,8
1118,1.0,0.53,0.41,0.145,0.8255,0.375,0.204,0.245,9.44429149486312,9
1119,1.0,0.625,0.445,0.16,1.09,0.46,0.2965,0.304,10.207106163180292,11
1121,1.0,0.625,0.49,0.145,0.92,0.4370000000000001,0.1735,0.28,10.640776870662915,10
1123,1.0,0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,9.244581505694182,9
1128,1.0,0.465,0.355,0.105,0.4795,0.227,0.124,0.125,7.890219198391894,8
1129,1.0,0.59,0.46,0.13,1.102,0.455,0.2055,0.33,11.632041658487415,12
1136,1.0,0.48,0.365,0.1,0.461,0.2205,0.0835,0.135,8.437767207459489,8
1139,1.0,0.555,0.455,0.16,1.0575,0.3925,0.228,0.293,12.251834250491473,13
1142,1.0,0.635,0.52,0.175,1.2919999999999998,0.6,0.269,0.3670000000000001,11.318303236258194,11
1145,1.0,0.575,0.47,0.14,0.8375,0.3485,0.1735,0.24,11.098305413630378,11
1149,1.0,0.405,0.25,0.09,0.2875,0.128,0.063,0.0805,6.846463443967684,7
1150,1.0,0.58,0.44,0.145,0.7905,0.3525,0.1645,0.242,10.294994240646414,10
1153,1.0,0.575,0.46,0.155,0.892,0.4415,0.17600000000000002,0.22,9.488100116880748,10
1161,1.0,0.55,0.465,0.15,0.936,0.481,0.174,0.2435,9.39854557103458,9
1164,1.0,0.465,0.375,0.12,0.471,0.222,0.119,0.14,8.550639465833834,9
1168,1.0,0.38,0.275,0.095,0.1375,0.086,0.0585,0.0605,6.597501275461684,7
1169,1.0,0.605,0.485,0.165,0.9515,0.4535,0.193,0.2765,10.54444446467086,11
1188,1.0,0.535,0.405,0.145,0.6845,0.2725,0.171,0.205,10.133960307668307,10
1192,1.0,0.6,0.445,0.135,0.9205,0.445,0.2035,0.253,9.21086022992672,9
1194,1.0,0.59,0.445,0.14,0.931,0.35600000000000004,0.234,0.28,11.167765416519472,12
1200,1.0,0.69,0.545,0.205,1.933,0.7855,0.429,0.498,13.663567271939726,13
1203,1.0,0.425,0.3,0.095,0.3515,0.141,0.0775,0.12,8.11703476750259,8
1205,1.0,0.475,0.36,0.12,0.578,0.2825,0.12,0.17,8.3540335383849,8
1207,1.0,0.435,0.3,0.12,0.5965,0.259,0.139,0.1645,8.00745413823996,8
1209,1.0,0.565,0.46,0.155,0.8715,0.3755,0.215,0.25,10.542687590238117,10
1211,1.0,0.41,0.325,0.1,0.3555,0.146,0.07200000000000001,0.105,8.413265957331582,9
1213,1.0,0.505,0.385,0.11,0.655,0.3185,0.15,0.185,8.335095850659904,9
1221,1.0,0.5,0.385,0.15,0.6265,0.2605,0.1665,0.16,9.30512577191509,10
1222,1.0,0.59,0.49,0.135,1.008,0.422,0.2245,0.285,11.264530482299852,11
1226,1.0,0.44,0.34,0.105,0.402,0.1305,0.0955,0.165,9.685117329685282,10
1227,1.0,0.64,0.505,0.155,1.4025,0.705,0.2655,0.335,9.494939543514976,10
1228,1.0,0.735,0.585,0.185,2.124,0.952,0.55,0.5,10.969020729618896,11
1231,1.0,0.52,0.43,0.15,0.728,0.302,0.1575,0.235,10.803846126499696,11
1232,1.0,0.62,0.5,0.175,1.186,0.4985,0.3015,0.35,11.652490138014526,12
1240,1.0,0.5,0.4,0.145,0.6025,0.21600000000000005,0.138,0.21,10.936768276811247,11
1243,1.0,0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,14.030364824185444,15
1244,1.0,0.625,0.485,0.175,1.362,0.6765,0.2615,0.3705,10.037727435712126,10
1248,1.0,0.67,0.52,0.19,1.32,0.5235,0.3095,0.4275,13.391624430197092,13
1250,1.0,0.58,0.46,0.18,1.145,0.48,0.277,0.325,11.257670074178275,11
1256,1.0,0.445,0.325,0.125,0.455,0.1785,0.1125,0.14,8.770008480383998,9
1261,1.0,0.725,0.575,0.175,2.124,0.765,0.4515,0.85,18.972870030786364,20
1262,1.0,0.59,0.475,0.145,0.9745,0.4675,0.207,0.259,9.834631422610155,10
1265,1.0,0.68,0.52,0.165,1.4775,0.7240000000000001,0.279,0.406,10.564117137998673,11
1268,1.0,0.645,0.52,0.175,1.3345,0.667,0.2665,0.355,10.22187426556647,10
1271,1.0,0.59,0.465,0.15,0.997,0.392,0.246,0.34,11.867381185485936,12
1275,1.0,0.55,0.435,0.14,0.7535,0.3285,0.1555,0.2325,10.391246547175069,10
1278,1.0,0.62,0.485,0.165,1.166,0.483,0.238,0.355,12.206270437969188,13
1281,1.0,0.58,0.45,0.185,0.9955,0.3945,0.272,0.285,11.195916737699392,11
1293,1.0,0.66,0.535,0.2,1.791,0.733,0.318,0.54,14.862522738889353,15
1294,1.0,0.605,0.48,0.17,1.1835,0.5820000000000001,0.2365,0.317,9.984516320001394,10
1296,1.0,0.485,0.37,0.14,0.5725,0.204,0.1415,0.175,10.090614509414447,10
1300,1.0,0.48,0.35,0.135,0.5465,0.2735,0.0995,0.158,8.361027258904949,8
1303,1.0,0.62,0.485,0.175,1.271,0.531,0.3075,0.37,11.703708207521862,11
1309,1.0,0.355,0.275,0.085,0.22,0.092,0.06,0.15,8.02980878588618,8
1310,1.0,0.61,0.485,0.17,1.1005,0.5125,0.229,0.305,10.665802825845283,11
1312,1.0,0.26,0.2,0.07,0.092,0.037000000000000005,0.02,0.03,6.258676733588358,6
1314,1.0,0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42,14.278080069835992,15
1324,1.0,0.475,0.37,0.125,0.649,0.34700000000000003,0.136,0.142,7.4531199671796715,8
1326,1.0,0.47,0.375,0.105,0.441,0.16699999999999998,0.0865,0.145,9.641150728924105,10
1328,1.0,0.395,0.29,0.095,0.319,0.138,0.08,0.08199999999999999,7.4110723454294085,7
1330,1.0,0.525,0.415,0.15,0.7055,0.329,0.147,0.199,9.579764014513287,10
1333,1.0,0.525,0.41,0.135,0.7085,0.293,0.1525,0.235,10.402206197018433,11
1336,1.0,0.52,0.4,0.145,0.7765,0.3525,0.1845,0.185,8.980737108600275,9
1340,1.0,0.565,0.455,0.13,1.058,0.439,0.2645,0.3,10.600008688607534,10
1351,1.0,0.6,0.46,0.17,1.1805,0.456,0.337,0.329,11.330835512540057,11
1362,1.0,0.595,0.46,0.14,0.852,0.4215,0.2255,0.227,8.833615351767993,9
1364,1.0,0.615,0.475,0.205,1.337,0.5995,0.2815,0.37,11.389221996934738,11
1369,1.0,0.45,0.365,0.115,0.5885,0.318,0.121,0.1325,7.426752378824722,8
1383,1.0,0.695,0.545,0.185,1.5715,0.6645,0.3835,0.4505,12.522921152094089,13
1386,1.0,0.625,0.48,0.175,1.065,0.4865,0.259,0.285,10.302137849340458,10
1388,1.0,0.53,0.41,0.13,0.6965,0.302,0.1935,0.2,9.258716522513232,10
1393,1.0,0.625,0.485,0.15,1.0945,0.531,0.261,0.29600000000000004,9.536133476563176,10
1400,1.0,0.64,0.5,0.17,1.5175,0.693,0.326,0.409,10.973462394766461,11
1401,1.0,0.625,0.515,0.18,1.3485,0.5255,0.252,0.3925,13.854884077134676,14
1406,1.0,0.375,0.27,0.085,0.218,0.0945,0.039,0.07,7.334787804380867,7
1415,1.0,0.625,0.48,0.17,1.3555,0.6709999999999999,0.268,0.3385,9.598203638500015,10
1416,1.0,0.51,0.375,0.15,0.8415,0.3845,0.156,0.255,9.623853085543658,10
1426,1.0,0.55,0.425,0.135,0.6559999999999999,0.257,0.17,0.203,10.315659555250683,10
1428,1.0,0.63,0.49,0.18,1.13,0.458,0.2765,0.315,11.799226658874701,12
1435,1.0,0.45,0.34,0.105,0.4385,0.21,0.0925,0.12,7.969297397033076,8
1438,1.0,0.53,0.415,0.14,0.7240000000000001,0.3105,0.1675,0.205,9.857966408350428,10
1440,1.0,0.33,0.23,0.08,0.14,0.0565,0.0365,0.046,6.65992409407466,7
1442,1.0,0.215,0.15,0.03,0.0385,0.0115,0.005,0.01,5.214044882748376,5
1445,1.0,0.55,0.415,0.135,0.8095,0.2985,0.2015,0.28,11.160367625589032,12
1449,1.0,0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165,9.303151026166447,9
1455,1.0,0.375,0.29,0.14,0.3,0.14,0.0625,0.0825,7.912540166820084,8
1458,1.0,0.665,0.535,0.155,1.383,0.596,0.2565,0.485,13.441619716085404,14
1470,1.0,0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23,9.288935563305474,9
1475,1.0,0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,11.632686614542866,11
1478,1.0,0.56,0.455,0.155,0.797,0.34,0.19,0.2425,10.70883331611009,11
1487,1.0,0.6,0.495,0.175,1.29,0.606,0.276,0.3445,10.612811007514173,11
1499,1.0,0.68,0.56,0.165,1.639,0.6055,0.2805,0.46,15.660904779495539,15
1505,1.0,0.7,0.55,0.2,1.523,0.693,0.306,0.4405,12.435472750422308,13
1520,1.0,0.475,0.38,0.145,0.57,0.16699999999999998,0.118,0.187,11.427601045084138,11
1522,1.0,0.585,0.475,0.16,1.0505,0.48,0.234,0.285,10.42750041264782,10
1525,1.0,0.46,0.35,0.1,0.471,0.252,0.077,0.123,7.667872461209677,8
1526,1.0,0.2,0.145,0.025,0.0345,0.011,0.0075,0.01,5.066693742873161,5
1527,1.0,0.7,0.55,0.17,1.6840000000000002,0.7535,0.3265,0.32,11.068116319979138,11
1528,1.0,0.555,0.435,0.145,0.9685,0.4985,0.168,0.2385,8.878248630612548,9
1534,1.0,0.61,0.46,0.145,1.1185,0.478,0.2945,0.2985,10.160540063818562,10
1540,1.0,0.63,0.49,0.17,1.1745,0.5255,0.273,0.339,10.969155757826659,11
1541,1.0,0.7,0.54,0.205,1.74,0.7885,0.373,0.4865,12.143412467724943,13
1544,1.0,0.33,0.255,0.095,0.1875,0.0735,0.045,0.06,7.316202644377893,7
1547,1.0,0.67,0.51,0.175,1.5265,0.6509999999999999,0.4475,0.345,10.144660155507951,10
1549,1.0,0.505,0.405,0.14,0.875,0.2665,0.174,0.285,12.826714919001159,12
1552,1.0,0.6,0.46,0.155,0.9595,0.4455,0.189,0.295,10.554235307171442,11
1553,1.0,0.255,0.195,0.07,0.0735,0.0255,0.02,0.025,6.214261574256565,6
1556,1.0,0.47,0.365,0.12,0.5429999999999999,0.2295,0.1495,0.15,8.69759688111003,9
1559,1.0,0.625,0.48,0.17,1.3525,0.6235,0.278,0.365,10.699042505520612,10
1561,1.0,0.415,0.315,0.12,0.4015,0.199,0.087,0.097,7.575087558712367,8
1564,1.0,0.485,0.37,0.13,0.458,0.181,0.113,0.136,9.305558538545329,10
1568,1.0,0.62,0.495,0.18,1.2555,0.5765,0.254,0.355,11.244281861987067,12
1569,1.0,0.38,0.235,0.1,0.258,0.1055,0.054000000000000006,0.08,7.077216613781252,7
1575,1.0,0.35,0.265,0.08,0.2,0.09,0.042,0.06,7.059589615555424,7
1579,1.0,0.58,0.46,0.14,0.8295,0.3915,0.165,0.238,10.042525571703454,10
1580,1.0,0.67,0.545,0.16,1.5415,0.5985,0.2565,0.495,15.204178622088225,15
1582,1.0,0.63,0.49,0.17,1.217,0.5515,0.212,0.31,11.238775100816886,11
1586,1.0,0.53,0.425,0.13,0.7170000000000001,0.2115,0.166,0.255,12.37507267274069,13
1605,1.0,0.565,0.445,0.125,0.8305,0.3135,0.1785,0.23,11.122974571657789,11
1610,1.0,0.52,0.41,0.145,0.6459999999999999,0.2965,0.1595,0.165,9.118124046541912,9
1612,1.0,0.725,0.56,0.185,1.7919999999999998,0.873,0.3670000000000001,0.435,10.479125339174326,11
1616,1.0,0.505,0.405,0.13,0.599,0.2245,0.1175,0.225,10.985634205799203,11
1621,1.0,0.66,0.565,0.195,1.7605,0.6920000000000001,0.3265,0.5,15.332126034488098,16
1622,1.0,0.57,0.42,0.155,1.008,0.377,0.193,0.34,12.332887327126548,13
1633,1.0,0.63,0.49,0.15,1.1955,0.5845,0.257,0.3,9.536158756338159,9
1637,1.0,0.595,0.47,0.155,1.2015,0.4920000000000001,0.3865,0.265,9.63603319054263,10
1638,1.0,0.71,0.575,0.215,2.009,0.9895,0.4475,0.502,10.449666342207813,11
1639,1.0,0.52,0.395,0.125,0.5805,0.2445,0.146,0.165,9.291614407870902,9
1641,1.0,0.58,0.46,0.15,1.0165,0.491,0.221,0.265,9.51609675112773,9
1644,1.0,0.625,0.5,0.185,1.2425,0.5995,0.248,0.335,10.63113328569479,10
1648,1.0,0.7,0.575,0.17,1.31,0.5095,0.314,0.42,13.963246366192312,14
1649,1.0,0.63,0.49,0.165,1.2005,0.575,0.273,0.294,9.714893903186834,10
1652,1.0,0.495,0.415,0.165,0.7485,0.264,0.134,0.285,12.524260687650635,13
1658,1.0,0.575,0.48,0.17,1.1,0.506,0.2485,0.31,10.63595832666693,10
1659,1.0,0.375,0.29,0.08,0.282,0.1405,0.0725,0.08,6.94538866409828,7
1668,1.0,0.42,0.305,0.11,0.28,0.094,0.0785,0.0955,8.414248434421356,9
1675,1.0,0.405,0.31,0.09,0.312,0.138,0.06,0.087,7.815138809650646,8
1679,1.0,0.615,0.45,0.15,1.198,0.7070000000000001,0.2095,0.2505,6.526921377884536,7
1683,1.0,0.625,0.495,0.175,1.2075,0.531,0.281,0.3525,11.346861934875195,11
1685,1.0,0.65,0.525,0.175,1.5365,0.6865,0.3585,0.405,11.285371171872233,11
1694,1.0,0.33,0.25,0.105,0.1715,0.0655,0.035,0.06,7.47583401256829,7
1700,1.0,0.56,0.445,0.15,0.8225,0.3685,0.187,0.236,10.136914874383603,10
1711,1.0,0.64,0.525,0.185,1.707,0.763,0.4205,0.4435,11.143030696725148,11
1712,1.0,0.51,0.4,0.125,0.5575,0.2615,0.1195,0.1525,8.98046122141506,9
1722,1.0,0.415,0.305,0.13,0.32,0.1305,0.0755,0.105,8.38602331757593,8
1723,1.0,0.72,0.55,0.195,2.073,1.0715,0.4265,0.5015,8.987561849168603,9
1724,1.0,0.57,0.45,0.155,1.195,0.5625,0.2565,0.295,9.573192679054122,10
1728,1.0,0.495,0.375,0.155,0.976,0.45,0.2285,0.2475,8.779327241293071,9
1731,1.0,0.71,0.565,0.205,2.198,1.012,0.5225,0.5475,11.160222461126242,11
1740,1.0,0.545,0.425,0.135,0.8445,0.373,0.21,0.235,9.582861336324328,10
1743,1.0,0.57,0.435,0.15,0.8295,0.3875,0.156,0.245,10.066973562606734,10
1744,1.0,0.625,0.495,0.155,1.0485,0.487,0.212,0.3215,10.980089835934326,11
1745,1.0,0.52,0.425,0.17,0.6805,0.28,0.174,0.195,10.398817442856226,10
1747,1.0,0.51,0.39,0.125,0.6565,0.262,0.1835,0.175,9.294852432052206,10
1751,1.0,0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,10.388381236613721,11
1752,1.0,0.53,0.425,0.11,0.7390000000000001,0.237,0.161,0.295,12.26244980050344,13
1754,1.0,0.55,0.405,0.125,0.6509999999999999,0.2965,0.13699999999999998,0.2,9.383649303716712,9
1758,1.0,0.465,0.37,0.115,0.4075,0.1515,0.0935,0.1455,9.617089800271236,9
1760,1.0,0.675,0.525,0.17,1.8095,0.784,0.391,0.455,11.888376992008434,12
1762,1.0,0.575,0.47,0.15,1.1415,0.4515,0.204,0.4,13.142516186116612,13
1764,1.0,0.575,0.47,0.165,0.8690000000000001,0.435,0.197,0.238,9.586187581563834,9
1765,1.0,0.515,0.39,0.14,0.6779999999999999,0.341,0.1325,0.119,8.042565474752863,8
1766,1.0,0.55,0.425,0.155,0.8725,0.412,0.187,0.2425,9.564782645517194,10
1769,1.0,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135,8.349022592369671,8
1771,1.0,0.575,0.435,0.13,0.805,0.3155,0.2155,0.245,10.456750896529936,10
1772,1.0,0.665,0.505,0.16,1.289,0.6145,0.253,0.3665,10.716062024755775,11
1776,1.0,0.52,0.385,0.14,0.6595,0.2485,0.2035,0.16,9.318205154140282,9
1778,1.0,0.55,0.42,0.145,0.7385,0.321,0.1485,0.252,10.50197393010146,11
1781,1.0,0.58,0.455,0.15,1.012,0.4985,0.2115,0.2835,9.519879295344397,10
1790,1.0,0.37,0.275,0.09,0.2065,0.096,0.0395,0.058,7.2111843809883105,7
1792,1.0,0.58,0.46,0.16,1.063,0.513,0.2705,0.2625,9.048283568039956,9
1803,1.0,0.565,0.455,0.15,0.9595,0.4565,0.2395,0.23,9.121703492759297,9
1805,1.0,0.655,0.515,0.2,1.3730000000000002,0.443,0.3375,0.49,15.932841168734203,16
1811,1.0,0.605,0.5,0.175,1.098,0.4765,0.232,0.375,12.286250807019615,12
1816,1.0,0.655,0.525,0.16,1.46,0.6859999999999999,0.311,0.405,10.90149163536933,11
1818,1.0,0.65,0.51,0.175,1.446,0.6485,0.2705,0.45,12.372834947847974,12
1822,1.0,0.33,0.26,0.08,0.19,0.0765,0.0385,0.065,7.303501028703413,7
1824,1.0,0.57,0.46,0.155,1.0005,0.454,0.205,0.265,10.387657260163726,11
1827,1.0,0.45,0.345,0.12,0.4165,0.1655,0.095,0.135,9.031898475138581,9
1829,1.0,0.59,0.44,0.135,0.966,0.439,0.2145,0.2605,9.67813570478987,10
1837,1.0,0.57,0.425,0.14,0.7655,0.331,0.14,0.24,10.509340818633007,10
1839,1.0,0.49,0.37,0.115,0.541,0.171,0.1175,0.185,10.55043969529023,11
1841,1.0,0.665,0.57,0.185,1.5219999999999998,0.6965,0.3025,0.405,12.260495324478608,13
1842,1.0,0.67,0.525,0.195,1.37,0.6065,0.2955,0.407,12.22737810536462,12
1843,1.0,0.515,0.385,0.11,0.5785,0.253,0.16,0.14,8.417091743966832,8
1846,1.0,0.615,0.465,0.15,0.923,0.4615,0.1825,0.2415,9.425402992833336,9
1848,1.0,0.545,0.4,0.13,0.6859999999999999,0.3285,0.1455,0.18,8.7695310012559,9
1850,1.0,0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,12.363694917117378,13
1851,1.0,0.615,0.46,0.15,1.0265,0.4935,0.201,0.2745,9.790735119559992,10
1857,1.0,0.535,0.42,0.145,0.7909999999999999,0.33,0.189,0.25,10.393072049932895,10
1865,1.0,0.62,0.495,0.175,1.806,0.643,0.3285,0.725,17.73984859109839,17
1867,1.0,0.28,0.21,0.075,0.1195,0.053,0.0265,0.03,6.27020252627016,6
1869,1.0,0.455,0.34,0.115,0.486,0.261,0.0655,0.1315,7.861786416917395,8
1870,1.0,0.465,0.36,0.105,0.431,0.172,0.107,0.175,9.290641148249671,9
1875,1.0,0.265,0.195,0.06,0.092,0.0345,0.025,0.0245,6.015500647283712,6
1879,1.0,0.27,0.19,0.08,0.081,0.0265,0.0195,0.03,6.322199688800753,6
1884,1.0,0.555,0.44,0.155,1.016,0.4935,0.1855,0.263,9.656981496981881,10
1886,1.0,0.445,0.335,0.11,0.411,0.1985,0.0935,0.109,7.825229086600166,8
1890,1.0,0.37,0.275,0.1,0.2225,0.093,0.026,0.08,7.888901406901983,8
1897,1.0,0.5,0.37,0.15,1.0615,0.494,0.223,0.29600000000000004,9.060097305005044,9
1905,1.0,0.415,0.325,0.115,0.3455,0.1405,0.0765,0.11,8.579434372631132,9
1912,1.0,0.615,0.5,0.175,1.3769999999999998,0.5585,0.33,0.292,11.411862655684429,12
1918,1.0,0.485,0.365,0.12,0.5885,0.27,0.131,0.175,8.691716902292605,9
1919,1.0,0.595,0.465,0.145,1.107,0.402,0.2415,0.31,12.432641453957157,12
1928,1.0,0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165,9.462914603995596,10
1937,1.0,0.47,0.36,0.13,0.472,0.182,0.114,0.15,9.4307431880491,10
1941,1.0,0.645,0.5,0.2,1.4285,0.639,0.305,0.36,11.332220720045456,11
1950,1.0,0.52,0.425,0.15,0.813,0.385,0.2015,0.23,9.290441548822526,10
1954,1.0,0.535,0.4,0.135,0.8215,0.3935,0.196,0.205,8.475837937193322,8
1955,1.0,0.52,0.4,0.125,0.6865,0.295,0.1715,0.185,9.23801198881668,9
1956,1.0,0.625,0.47,0.145,1.7855,0.675,0.247,0.3245,13.377182687032231,13
1957,1.0,0.535,0.42,0.15,0.6995,0.2575,0.153,0.24,11.380560272447607,12
1963,1.0,0.54,0.42,0.14,0.8035,0.38,0.1805,0.21,9.125759436394404,9
1966,1.0,0.375,0.305,0.115,0.2715,0.092,0.07400000000000001,0.09,8.525781646172964,8
1967,1.0,0.43,0.325,0.09,0.425,0.217,0.087,0.095,7.191176829023071,7
1969,1.0,0.48,0.37,0.13,0.643,0.349,0.1155,0.135,7.556417707588864,8
1971,1.0,0.64,0.5,0.165,1.1635,0.5539999999999999,0.239,0.32,10.528197238975151,11
1972,1.0,0.63,0.465,0.15,1.0315,0.4265,0.24,0.325,11.318477382390716,11
1973,1.0,0.3,0.22,0.09,0.1425,0.057,0.0335,0.043,6.712188329274696,7
1978,1.0,0.38,0.3,0.1,0.2505,0.106,0.0535,0.0775,7.894353757099589,8
1981,1.0,0.505,0.395,0.125,0.635,0.29,0.1555,0.175,8.888726118158893,9
1983,1.0,0.2,0.14,0.055,0.035,0.0145,0.008,0.01,5.2466887179684525,5
1989,1.0,0.55,0.44,0.135,0.879,0.368,0.2095,0.265,10.505818136162707,10
1990,1.0,0.375,0.285,0.09,0.237,0.106,0.0395,0.08,7.631125689840154,8
1993,1.0,0.44,0.35,0.11,0.4585,0.2,0.0885,0.13,8.726568111190854,9
1994,1.0,0.56,0.45,0.145,0.9355,0.425,0.1645,0.2725,10.650803729895179,11
1995,1.0,0.555,0.445,0.13,0.8625,0.4225,0.155,0.24,9.576926154027761,9
1996,1.0,0.62,0.485,0.155,1.0295,0.425,0.2315,0.335,11.874818875298686,12
1998,1.0,0.75,0.55,0.195,1.8325,0.83,0.366,0.44,11.741747527979783,11
2004,1.0,0.55,0.405,0.15,0.6755,0.3015,0.1465,0.21,9.775245868783461,10
2006,1.0,0.5,0.375,0.15,0.636,0.2535,0.145,0.19,9.915841362358314,10
2012,1.0,0.63,0.51,0.23,1.539,0.5635,0.2815,0.57,16.68276384026585,17
2013,1.0,0.39,0.28,0.125,0.564,0.3035,0.0955,0.14300000000000002,6.909923777956444,7
2014,1.0,0.275,0.205,0.075,0.1105,0.045,0.0285,0.035,6.315089765942141,6
2018,1.0,0.66,0.515,0.165,1.4465,0.6940000000000001,0.298,0.3755,10.374928956209382,10
2021,1.0,0.58,0.45,0.175,1.068,0.425,0.203,0.32,12.233232873798562,13
2022,1.0,0.57,0.46,0.17,1.1,0.4125,0.2205,0.38,13.276979183442077,14
2024,1.0,0.615,0.455,0.145,1.1155,0.5045,0.238,0.315,10.267315547844785,10
2026,1.0,0.575,0.45,0.135,0.8245,0.3375,0.2115,0.239,10.43961232517266,11
2030,1.0,0.6,0.465,0.155,1.262,0.6245,0.2455,0.33,9.51436665070071,10
2032,1.0,0.735,0.57,0.175,1.88,0.9095,0.387,0.488,10.84960215457315,11
2037,1.0,0.63,0.505,0.175,1.221,0.555,0.252,0.34,11.308236049976978,12
2039,1.0,0.47,0.355,0.1,0.4755,0.1675,0.0805,0.185,10.06429522407279,10
2040,1.0,0.395,0.29,0.095,0.3,0.158,0.068,0.078,6.9025278554837275,7
2047,1.0,0.64,0.505,0.19,1.2355,0.4435,0.3105,0.365,13.513400213685383,14
2048,1.0,0.46,0.375,0.13,0.5735,0.2505,0.119,0.195,9.575725062518574,9
2049,1.0,0.645,0.51,0.16,1.1835,0.556,0.2385,0.345,10.992910412563006,11
2050,1.0,0.475,0.35,0.125,0.4225,0.1905,0.079,0.1355,8.816189871961226,9
2052,1.0,0.5,0.385,0.135,0.551,0.2245,0.0715,0.206,10.631921895570487,11
2053,1.0,0.7,0.575,0.19,2.273,1.095,0.418,0.638,12.133707158647804,12
2055,1.0,0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325,11.116810129480994,11
2060,1.0,0.5,0.38,0.125,0.5770000000000001,0.269,0.1265,0.1535,8.684647919689798,9
2062,1.0,0.65,0.495,0.17,1.276,0.6215,0.2305,0.399,10.990566475111688,11
2065,1.0,0.48,0.405,0.13,0.6375,0.277,0.1445,0.21,9.879908722240488,10
2067,1.0,0.445,0.37,0.125,0.515,0.2495,0.087,0.159,8.956102029804565,9
2070,1.0,0.535,0.42,0.125,0.738,0.355,0.1895,0.1795,8.481970406582738,8
2074,1.0,0.72,0.545,0.185,1.7185,0.7925,0.401,0.468,11.18275792449138,11
2077,1.0,0.52,0.38,0.125,0.5545,0.28800000000000003,0.1295,0.16699999999999998,8.115868243795838,8
2081,1.0,0.385,0.29,0.09,0.2365,0.1,0.0505,0.076,7.642767871416159,8
2084,1.0,0.34,0.25,0.07,0.2225,0.104,0.0425,0.055,6.635101903949655,7
2088,1.0,0.595,0.48,0.185,1.1785,0.526,0.2975,0.314,10.596028814328037,10
2094,1.0,0.425,0.335,0.1,0.4085,0.1755,0.092,0.135,8.475370239669031,9
2096,1.0,0.36,0.27,0.095,0.2,0.073,0.056,0.061,7.482025674578431,8
2099,1.0,0.44,0.335,0.11,0.394,0.157,0.096,0.122,8.633198176446115,9
2104,1.0,0.54,0.405,0.15,0.7585,0.307,0.2075,0.19,9.633314080226581,10
2106,1.0,0.505,0.39,0.16,0.644,0.2475,0.2025,0.1635,9.552164105590391,9
2111,1.0,0.575,0.45,0.135,0.807,0.3615,0.17600000000000002,0.254,10.29531178214522,10
2115,1.0,0.445,0.345,0.13,0.4075,0.1365,0.0645,0.18,10.421704035314338,11
2118,1.0,0.535,0.42,0.16,0.7465,0.348,0.1515,0.2185,9.86712381405787,10
2119,1.0,0.64,0.51,0.2,1.3905,0.61,0.3315,0.41,11.894091553821607,12
2123,1.0,0.46,0.355,0.11,0.436,0.1975,0.096,0.125,8.458467652208228,8
2127,1.0,0.335,0.265,0.105,0.222,0.0935,0.056,0.075,7.488277901471481,7
