Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol
1.0,0.5700000000000001,0.32,0.38,0.0475,3.3000000000000003,0.23,0.094,9.91,0.34199999999999997,0.42,0.11800000000000001
1.0,0.5900000000000001,0.29,0.28,0.032,3.5000000000000004,0.16,0.117,9.8959,0.32599999999999996,0.42,0.126
1.0,0.6599999999999999,0.32,0.41,0.07200000000000001,4.8,0.55,0.178,9.9537,0.32,0.46,0.094
1.0,0.79,0.17,0.32,0.016,5.3,0.47,0.15,9.948,0.329,0.76,0.096
1.0,0.64,0.39,0.21,0.012,4.1000000000000005,0.35,0.136,9.9225,0.315,0.46,0.102
1.0,0.6799999999999999,0.26,0.24,0.078,5.2,0.54,0.214,9.961,0.313,0.47,0.08900000000000001
1.0,0.7,0.48,0.12,0.045,5.0,0.23,0.086,9.9398,0.286,0.35,0.09
1.0,0.8,0.18,0.37,0.013000000000000001,4.0,0.15,0.096,9.911999999999999,0.306,0.61,0.121
1.0,0.6799999999999999,0.38,0.29,0.099,3.7000000000000006,0.4,0.146,9.9326,0.311,0.37,0.115
1.0,0.71,0.2,0.3,0.009000000000000001,1.9,0.04,0.028,9.8931,0.32,0.36,0.12
1.0,0.64,0.3,0.27,0.044000000000000004,5.5,0.17,0.135,9.925,0.323,0.44,0.122
1.0,0.6599999999999999,0.12,0.25,0.013999999999999999,3.9,0.21,0.131,9.9114,0.32,0.45,0.11199999999999999
1.0,0.74,0.36,0.33,0.013999999999999999,2.5,0.27,0.055,9.915000000000001,0.321,0.33,0.11199999999999999
1.0,0.75,0.26,0.52,0.132,4.7,0.64,0.179,9.982,0.31,0.46,0.09
1.0,0.7,0.12,0.28,0.063,5.7,0.17,0.103,9.957,0.35,0.44,0.096
1.0,0.74,0.29,0.31,0.017,3.5000000000000004,0.23,0.11,9.926,0.307,0.38,0.109
1.0,0.5700000000000001,0.31,0.29,0.073,5.0,0.33,0.143,9.9332,0.331,0.5,0.11066666666700002
1.0,0.6599999999999999,0.26,0.46,0.069,4.7,0.59,0.183,9.9594,0.32,0.45,0.09300000000000001
1.0,0.8400000000000001,0.24,0.49,0.07400000000000001,3.9,0.46,0.108,9.934,0.303,0.33,0.11900000000000001
1.0,0.65,0.48,0.02,0.009000000000000001,4.3,0.32,0.099,9.922600000000001,0.314,0.47,0.098
1.0,0.6900000000000001,0.31,0.32,0.016,3.6000000000000005,0.34,0.114,9.9068,0.319,0.45,0.114
1.0,0.71,0.34,0.49,0.015,2.7,0.26,0.126,9.9,0.32999999999999996,0.33,0.122
1.0,0.67,0.31,0.34,0.068,5.8999999999999995,0.51,0.215,9.953800000000001,0.333,0.56,0.10300000000000001
1.0,0.6900000000000001,0.4,0.17,0.129,3.3000000000000003,0.59,0.186,9.9754,0.308,0.49,0.094
1.0,0.62,0.29,0.26,0.131,4.6,0.55,0.204,9.974499999999999,0.316,0.41,0.096
1.0,0.64,0.29,0.21,0.0965,4.1000000000000005,0.36,0.119,9.9334,0.29900000000000004,0.34,0.10933333333299998
1.0,0.64,0.28,0.36,0.013000000000000001,5.3,0.28,0.186,9.921100000000001,0.331,0.45,0.10800000000000001
1.0,0.67,0.24,0.3,0.102,7.000000000000001,0.44,0.179,9.9666,0.286,0.46,0.08900000000000001
1.0,0.6,0.29,0.41,0.10800000000000001,4.8,0.55,0.149,9.937000000000001,0.309,0.59,0.11
1.0,0.6,0.42,0.41,0.124,3.2,0.5,0.179,9.9622,0.314,0.6,0.09699999999999999
1.0,0.6900000000000001,0.4,0.22,0.059500000000000004,8.1,0.76,0.303,9.9705,0.33999999999999997,0.57,0.094
1.0,0.71,0.27,0.31,0.182,4.6,0.55,0.252,10.0,0.307,0.56,0.087
1.0,0.73,0.19,0.25,0.013999999999999999,5.1,0.41,0.107,9.9382,0.353,0.66,0.105
1.0,0.76,0.1,0.33,0.01,3.1,0.33,0.093,9.9094,0.306,0.68,0.11199999999999999
1.0,0.74,0.4,0.41,0.141,5.3,0.37,0.194,9.9886,0.32,0.63,0.094
1.0,0.67,0.265,0.22,0.086,4.8,0.54,0.198,9.955,0.325,0.41,0.102
1.0,0.6799999999999999,0.3,0.35,0.027999999999999997,3.8,0.1,0.164,9.911999999999999,0.309,0.53,0.12
1.0,0.5599999999999999,0.2,0.36,0.025,4.8,0.16,0.125,9.9282,0.34900000000000003,0.49,0.1
1.0,0.6799999999999999,0.25,0.34,0.047,3.1,0.34,0.134,9.927,0.321,0.38,0.106
1.0,0.72,0.4,0.38,0.022000000000000002,3.0,0.4,0.109,9.9075,0.327,0.46,0.126
1.0,0.55,0.24,0.45,0.017,4.6,0.22,0.113,9.9224,0.322,0.48,0.1
1.0,0.62,0.37,0.3,0.066,34.6,0.79,0.2,9.953999999999999,0.329,0.58,0.096
1.0,0.6,0.24,0.27,0.019,4.8,0.4,0.17,9.938,0.364,0.54,0.1
1.0,0.64,0.25,0.33,0.013999999999999999,4.0,0.42,0.115,9.906,0.319,0.48,0.113
1.0,0.6799999999999999,0.19,0.32,0.0705,1.9,0.54,0.188,9.935,0.325,0.37,0.111
1.0,0.61,0.36,0.33,0.011000000000000001,5.0,0.24,0.169,9.927,0.315,0.78,0.095
1.0,0.5900000000000001,0.34,0.25,0.02,4.2,0.12,0.11,9.9034,0.302,0.54,0.114
1.0,0.67,0.31,0.32,0.145,3.8,0.06,0.079,9.9412,0.314,0.34,0.125
1.0,0.61,0.3,0.56,0.027000000000000003,4.6,0.46,0.184,9.924,0.331,0.57,0.109
1.0,0.5900000000000001,0.44,0.36,0.025,3.0,0.12,0.073,9.9201,0.322,0.48,0.10800000000000001
1.0,0.76,0.32,0.58,0.1675,5.0,0.43,0.163,9.999,0.315,0.54,0.092
1.0,0.8300000000000001,0.21,0.4,0.016,3.2,0.35,0.11,9.907,0.302,0.6,0.129
1.0,0.7,0.24,0.25,0.017,4.2,0.48,0.189,9.92,0.325,0.42,0.114
1.0,0.7,0.21,0.34,0.085,3.3000000000000003,0.31,0.253,9.953,0.322,0.56,0.105
1.0,0.76,0.2,0.3,0.142,5.6000000000000005,0.53,0.2125,9.99,0.314,0.46,0.08900000000000001
1.0,0.8400000000000001,0.31,0.31,0.0095,2.1,0.52,0.148,9.9038,0.29300000000000004,0.32,0.115
1.0,0.61,0.36,0.41,0.1935,7.000000000000001,0.67,0.207,10.0118,0.339,0.53,0.091
1.0,0.7,0.25,0.45,0.023,4.5,0.4,0.118,9.9064,0.316,0.48,0.11900000000000001
1.0,0.64,0.23,0.27,0.021,4.2,0.35,0.1,9.9094,0.303,0.63,0.109
1.0,0.5,0.61,0.12,0.013000000000000001,0.9000000000000001,0.65,0.1,9.874,0.32599999999999996,0.37,0.135
1.0,0.64,0.145,0.49,0.054000000000000006,4.8,0.54,0.164,9.946,0.356,0.44,0.10800000000000001
1.0,0.5700000000000001,0.21,0.24,0.023,4.7,0.6,0.189,9.95,0.365,0.72,0.10099999999999999
1.0,0.8699999999999999,0.23,0.32,0.134,4.3999999999999995,0.35,0.169,9.9975,0.312,0.47,0.08800000000000001
1.0,0.61,0.3,0.3,0.021,3.1,0.5,0.163,9.895,0.339,0.43,0.127
1.0,0.6799999999999999,0.24,0.34,0.046,3.2,0.37,0.135,9.927,0.32,0.39,0.106
1.0,0.8099999999999999,0.33,0.36,0.07400000000000001,3.7000000000000006,0.36,0.156,9.959200000000001,0.319,0.54,0.106
1.0,0.74,0.28,0.36,0.011000000000000001,2.8000000000000003,0.42,0.105,9.892999999999999,0.29900000000000004,0.39,0.124
1.0,0.71,0.13,0.29,0.155,6.4,0.56,0.1155,9.9737,0.316,0.41,0.09699999999999999
1.0,0.6,0.36,0.16,0.063,3.6000000000000005,0.36,0.191,9.942,0.317,0.62,0.098
1.0,0.72,0.18,0.45,0.044000000000000004,4.6,0.57,0.166,9.943,0.313,0.62,0.11199999999999999
1.0,0.5700000000000001,0.4,0.35,0.051,2.6,0.17,0.113,9.905199999999999,0.318,0.67,0.124
1.0,0.79,0.51,0.36,0.062,5.1,0.3,0.173,9.984,0.309,0.53,0.09699999999999999
1.0,0.6,0.32,0.3,0.019,3.3000000000000003,0.41,0.142,9.8912,0.329,0.42,0.128
1.0,0.89,0.34,0.34,0.016,5.6000000000000005,0.13,0.176,9.946,0.314,0.47,0.09699999999999999
1.0,0.6900000000000001,0.16,0.3,0.096,5.7,0.5,0.185,9.978,0.339,0.38,0.096
1.0,0.64,0.21,0.3,0.055999999999999994,4.3999999999999995,0.43,0.16,9.949,0.36,0.41,0.106
1.0,0.55,0.17,0.23,0.028999999999999998,3.9,0.1,0.108,9.9243,0.32799999999999996,0.5,0.1
1.0,0.85,0.17,0.74,0.036000000000000004,5.0,0.29,0.128,9.928,0.32799999999999996,0.4,0.124
1.0,0.6599999999999999,0.33,0.32,0.156,5.4,0.62,0.227,9.9734,0.325,0.56,0.10400000000000001
1.0,0.71,0.12,0.3,0.031,1.8000000000000003,0.15,0.037,9.900400000000001,0.302,0.52,0.11900000000000001
1.0,0.67,0.22,0.22,0.012,3.8,0.05,0.124,9.9098,0.31,0.37,0.11199999999999999
1.0,0.64,0.25,0.32,0.055,4.9,0.41,0.176,9.95,0.319,0.68,0.092
1.0,0.5900000000000001,0.22,0.29,0.042,3.7000000000000006,0.69,0.144,9.9214,0.313,0.74,0.10800000000000001
1.0,0.5900000000000001,0.655,0.0,0.055999999999999994,3.3000000000000003,0.08,0.031,9.936,0.33199999999999996,0.51,0.105
1.0,0.67,0.26,0.29,0.071,3.6000000000000005,0.28,0.1,9.9534,0.308,0.36,0.09300000000000001
1.0,0.64,0.22,0.32,0.07200000000000001,2.8000000000000003,0.15,0.083,9.93,0.313,0.55,0.109
1.0,0.6900000000000001,0.19,0.35,0.069,4.5,0.51,0.125,9.933,0.31,0.44,0.107
1.0,0.61,0.28,0.27,0.08,4.8,0.41,0.162,9.9498,0.321,0.51,0.099
1.0,0.6900000000000001,0.19,0.4,0.013999999999999999,3.6000000000000005,0.14,0.055,9.909,0.308,0.68,0.115
1.0,0.6799999999999999,0.28,0.43,0.076,3.0,0.3,0.11,9.9164,0.308,0.59,0.125
1.0,0.62,0.21,0.29,0.016,3.9,0.24,0.092,9.9114,0.327,0.5,0.11199999999999999
1.0,0.64,0.37,0.49,0.133,4.5,0.53,0.243,9.982,0.314,0.48,0.085
1.0,0.73,0.155,0.49,0.013000000000000001,3.9,0.34,0.136,9.926,0.314,0.77,0.105
1.0,0.65,0.16,0.33,0.01,2.7,0.23,0.075,9.908,0.32999999999999996,0.39,0.114
1.0,0.7,0.15,0.38,0.153,4.5,0.54,0.12,9.975000000000001,0.318,0.42,0.098
1.0,0.6900000000000001,0.21,0.28,0.024,5.6000000000000005,0.49,0.159,9.943999999999999,0.302,0.47,0.08800000000000001
1.0,0.8,0.25,0.49,0.09,4.3999999999999995,0.31,0.185,9.98,0.33399999999999996,0.49,0.1
1.0,0.5700000000000001,0.135,0.3,0.046,4.2,0.19,0.101,9.946,0.331,0.42,0.09300000000000001
1.0,0.74,0.16,0.3,0.13699999999999998,5.6000000000000005,0.33,0.168,9.9825,0.29,0.44,0.087
1.0,0.71,0.21,0.27,0.086,5.6000000000000005,0.26,0.111,9.956,0.29500000000000004,0.52,0.095
1.0,0.8099999999999999,0.43,0.42,0.066,3.3000000000000003,0.36,0.141,9.918,0.298,0.39,0.133
1.0,0.72,0.21,0.34,0.011000000000000001,4.6,0.25,0.08,9.92,0.325,0.4,0.113
1.0,0.64,0.21,0.28,0.059000000000000004,4.7,0.29,0.101,9.9278,0.315,0.4,0.11
1.0,0.67,0.25,0.31,0.013500000000000002,6.1,0.305,0.218,9.9388,0.316,0.53,0.095
1.0,0.5700000000000001,0.31,0.28,0.040999999999999995,3.0,0.22,0.086,9.9062,0.331,0.38,0.11699999999999999
1.0,0.72,0.15,0.39,0.018000000000000002,4.3,0.21,0.159,9.948,0.352,0.47,0.1
1.0,0.5700000000000001,0.22,0.2,0.16,4.3999999999999995,0.41,0.113,9.9862,0.322,0.46,0.08900000000000001
1.0,0.73,0.2,0.37,0.012,3.7000000000000006,0.48,0.119,9.92,0.33199999999999996,0.49,0.109
1.0,0.7,0.24,0.18,0.013000000000000001,4.6,0.09,0.062,9.94,0.33799999999999997,0.47,0.10099999999999999
1.0,0.67,0.37,0.25,0.025,2.8000000000000003,0.24,0.084,9.909,0.314,0.36,0.11699999999999999
1.0,0.62,0.27,0.43,0.078,5.6000000000000005,0.48,0.244,9.956,0.31,0.51,0.09
1.0,0.72,0.27,0.28,0.152,4.6,0.06,0.041,9.9665,0.317,0.39,0.109
1.0,0.82,0.23,0.49,0.009000000000000001,5.7,0.15,0.073,9.928,0.307,0.38,0.10400000000000001
1.0,0.5700000000000001,0.265,0.28,0.069,3.6000000000000005,0.46,0.15,9.9299,0.33599999999999997,0.44,0.10800000000000001
1.0,0.73,0.32,0.23,0.13699999999999998,5.0,0.49,0.197,9.985000000000001,0.32,0.46,0.087
1.0,0.64,0.16,0.22,0.013999999999999999,4.0,0.41,0.149,9.933,0.34900000000000003,0.58,0.1
1.0,0.58,0.2,0.16,0.013999999999999999,4.2,0.44,0.099,9.8912,0.323,0.37,0.122
1.0,0.6799999999999999,0.23,0.48,0.015,3.6000000000000005,0.35,0.165,9.9162,0.318,0.45,0.113
1.0,0.79,0.18,0.37,0.012,4.0,0.16,0.075,9.92,0.318,0.63,0.10800000000000001
1.0,0.6900000000000001,0.43,0.28,0.094,5.6000000000000005,0.29,0.183,9.9594,0.317,0.43,0.094
1.0,0.6799999999999999,0.37,0.47,0.11199999999999999,7.1,0.44,0.136,9.968,0.298,0.88,0.092
1.0,0.76,0.36,0.49,0.113,4.6,0.87,0.221,9.984,0.301,0.43,0.092
1.0,0.8099999999999999,0.2,0.4,0.02,3.7000000000000006,0.19,0.087,9.921,0.312,0.54,0.11199999999999999
1.0,0.5700000000000001,0.21,0.25,0.011000000000000001,3.5000000000000004,0.26,0.081,9.902,0.331,0.52,0.114
1.0,0.5599999999999999,0.185,0.49,0.011000000000000001,3.0,0.28,0.117,9.918,0.355,0.45,0.10300000000000001
1.0,0.6900000000000001,0.4,0.17,0.129,3.3000000000000003,0.59,0.186,9.9754,0.308,0.49,0.094
1.0,0.6799999999999999,0.31,0.3,0.08,2.8000000000000003,0.33,0.122,9.9164,0.313,0.63,0.126
1.0,0.9199999999999999,0.35,0.39,0.009000000000000001,4.2,0.15,0.061,9.924,0.296,0.28,0.10400000000000001
1.0,0.67,0.44,0.22,0.043,3.2,0.19,0.099,9.9015,0.32599999999999996,0.53,0.128
1.0,0.74,0.16,0.49,0.012,5.5,0.18,0.15,9.917,0.323,0.47,0.11199999999999999
1.0,0.51,0.11,0.32,0.016,2.8000000000000003,0.12,0.09,9.9008,0.357,0.52,0.122
1.0,0.67,0.41,0.34,0.092,4.9,0.29,0.15,9.968,0.322,0.51,0.091
1.0,0.58,0.22,0.29,0.013000000000000001,3.6000000000000005,0.25,0.068,9.8865,0.324,0.35,0.126
1.0,0.62,0.25,0.31,0.032,3.0,0.32,0.15,9.9014,0.318,0.31,0.12
1.0,0.6900000000000001,0.36,0.28,0.1355,4.8,0.51,0.189,9.978200000000001,0.3,0.6,0.095
1.0,0.9800000000000001,0.25,0.74,0.1,5.6000000000000005,0.36,0.225,9.977,0.306,0.43,0.1
1.0,0.78,0.29,0.22,0.095,5.6000000000000005,0.44,0.213,9.971499999999999,0.308,0.61,0.09300000000000001
1.0,0.63,0.28,0.3,0.066,20.8,0.6,0.154,9.9478,0.31,0.4,0.094
1.0,0.63,0.17,0.32,0.042,4.0,0.37,0.117,9.9182,0.324,0.43,0.113
1.0,0.8099999999999999,0.33,0.36,0.07400000000000001,3.7000000000000006,0.36,0.156,9.959200000000001,0.319,0.54,0.106
1.0,0.8,0.28,0.32,0.076,4.5,0.61,0.204,9.9543,0.31,0.55,0.10099999999999999
1.0,0.61,0.36,0.27,0.021,3.5000000000000004,0.16,0.1,9.917,0.33999999999999997,0.71,0.115
1.0,0.75,0.35,0.37,0.025,6.6000000000000005,0.29,0.089,9.8964,0.314,0.42,0.127
1.0,0.6599999999999999,0.32,0.36,0.08,4.7,0.57,0.168,9.949,0.315,0.46,0.096
1.0,0.62,0.255,0.27,0.013000000000000001,3.7000000000000006,0.3,0.086,9.8834,0.305,0.59,0.129
1.0,0.6900000000000001,0.26,0.49,0.016,5.800000000000001,0.39,0.166,9.965,0.365,0.52,0.094
1.0,0.62,0.27,0.32,0.063,4.8,0.47,0.159,9.9282,0.321,0.6,0.11
1.0,0.95,0.21,0.47,0.013000000000000001,3.9,0.21,0.123,9.959,0.29,0.64,0.095
1.0,0.64,0.125,0.36,0.013999999999999999,4.3999999999999995,0.22,0.068,9.9014,0.315,0.5,0.11699999999999999
1.0,0.74,0.2,0.43,0.078,4.5,0.27,0.153,9.963999999999999,0.319,0.55,0.09
1.0,0.6599999999999999,0.22,0.28,0.049,4.2,0.51,0.18,9.952,0.32999999999999996,0.75,0.095
1.0,0.6599999999999999,0.15,0.34,0.051,5.5,0.34,0.125,9.942,0.33599999999999997,0.42,0.096
1.0,0.48,0.33,0.0,0.065,2.8000000000000003,0.34,0.163,9.937000000000001,0.335,0.61,0.099
1.0,0.6799999999999999,0.31,0.09,0.013999999999999999,4.0,0.56,0.145,9.922,0.319,0.46,0.1
1.0,0.6,0.33,0.38,0.09699999999999999,4.0,0.29,0.124,9.953999999999999,0.34700000000000003,0.48,0.11
1.0,0.76,0.17,0.35,0.016,4.7,0.43,0.154,9.934,0.33599999999999997,0.69,0.111
1.0,0.64,0.42,0.19,0.09300000000000001,4.3,0.28,0.145,9.9433,0.323,0.53,0.10980000000000001
1.0,0.67,0.22,0.39,0.012,4.9,0.26,0.152,9.9346,0.35,0.47,0.1
1.0,0.67,0.37,0.41,0.063,6.1,0.22,0.149,9.953,0.316,0.47,0.096
1.0,0.6900000000000001,0.25,0.3,0.040999999999999995,5.4,0.23,0.116,9.94,0.29900000000000004,0.38,0.094
1.0,0.6,0.34,0.29,0.061,4.6,0.29,0.134,9.9462,0.348,0.57,0.107
1.0,0.6799999999999999,0.19,0.36,0.019,3.5000000000000004,0.3,0.096,9.917,0.315,0.54,0.10800000000000001
1.0,0.8099999999999999,0.26,0.27,0.043,3.0,0.43,0.123,9.9212,0.316,0.33,0.11199999999999999
1.0,0.7,0.35,0.3,0.065,2.8000000000000003,0.27,0.087,9.936,0.33999999999999997,0.42,0.114
1.0,0.6799999999999999,0.21,0.27,0.1815,4.2,0.41,0.146,10.001,0.32999999999999996,0.36,0.087
1.0,0.6599999999999999,0.34,0.24,0.033,3.4000000000000004,0.29,0.099,9.9031,0.31,0.4,0.12300000000000001
1.0,0.63,0.22,0.28,0.024,4.2,0.38,0.102,9.899799999999999,0.314,0.37,0.11599999999999999
1.0,0.63,0.34,0.19,0.057999999999999996,4.1000000000000005,0.22,0.145,9.943,0.315,0.63,0.099
1.0,0.58,0.33,0.2,0.1605,4.7,0.26,0.166,9.976,0.309,0.46,0.08900000000000001
1.0,0.51,0.31,0.3,0.009000000000000001,3.7000000000000006,0.28,0.152,9.92,0.354,0.56,0.10099999999999999
1.0,0.6900000000000001,0.3,0.21,0.07200000000000001,4.5,0.54,0.19,9.9595,0.322,0.48,0.094
1.0,0.82,0.32,0.26,0.021,6.2,0.26,0.087,9.8974,0.31,0.47,0.128
1.0,0.65,0.36,0.28,0.032,3.7000000000000006,0.29,0.119,9.908,0.325,0.65,0.124
1.0,0.7,0.48,0.12,0.045,5.0,0.23,0.086,9.9398,0.286,0.35,0.09
1.0,0.79,0.33,0.26,0.012,4.3999999999999995,0.23,0.103,9.932,0.319,0.54,0.105
1.0,0.75,0.38,0.5,0.128,4.2,0.57,0.184,9.984,0.309,0.46,0.09
1.0,0.62,0.3,0.31,0.012,4.8,0.19,0.125,9.8999,0.33199999999999996,0.54,0.126
1.0,0.64,0.31,0.39,0.075,4.0,0.57,0.213,9.9475,0.33199999999999996,0.43,0.1
1.0,0.73,0.655,0.2,0.102,7.1,0.28,0.212,9.971,0.296,0.58,0.092
1.0,0.6,0.28,0.29,0.193,5.1,0.36,0.174,9.991100000000001,0.314,0.5,0.09
1.0,0.67,0.21,0.37,0.025,3.4000000000000004,0.35,0.089,9.913,0.325,0.5,0.11
1.0,0.8,0.32,0.26,0.012,5.0,0.115,0.088,9.946,0.324,0.37,0.095
1.0,0.82,0.15,0.48,0.027000000000000003,5.2,0.24,0.19,9.95,0.35,0.45,0.109
1.0,0.5599999999999999,0.3,0.1,0.064,4.3,0.34,0.142,9.9382,0.314,0.48,0.098
1.0,0.5700000000000001,0.335,0.34,0.01,4.0,0.13,0.174,9.92,0.327,0.66,0.1
1.0,0.74,0.27,0.28,0.018000000000000002,4.0,0.45,0.121,9.904300000000001,0.302,0.4,0.11900000000000001
1.0,0.6799999999999999,0.27,0.28,0.078,3.8,0.26,0.089,9.915000000000001,0.324,0.34,0.125
1.0,0.6,0.28,0.49,0.068,4.8,0.61,0.222,9.953,0.319,0.47,0.09300000000000001
1.0,0.76,0.17,0.27,0.046,5.0,0.23,0.098,9.9422,0.308,0.47,0.095
1.0,0.71,0.18,0.74,0.156,4.3999999999999995,0.44,0.176,9.996,0.33799999999999997,0.67,0.09
1.0,0.65,0.41,0.24,0.14,4.8,0.24,0.113,9.982,0.344,0.53,0.098
1.0,0.79,0.28,0.49,0.077,4.5,0.48,0.195,9.953999999999999,0.304,0.55,0.11
1.0,0.6599999999999999,0.23,0.2,0.114,4.3999999999999995,0.45,0.131,9.9604,0.296,0.51,0.09699999999999999
1.0,0.7,0.27,0.36,0.207,4.5,0.45,0.17,10.009999999999998,0.3,0.45,0.08800000000000001
1.0,0.78,0.29,0.36,0.07,4.2,0.38,0.161,9.940999999999999,0.32599999999999996,0.37,0.11199999999999999
1.0,0.6799999999999999,0.14,0.35,0.015,4.7,0.4,0.117,9.911100000000001,0.307,0.72,0.111
1.0,0.61,0.28,0.35,0.128,4.8,0.63,0.229,9.975000000000001,0.308,0.4,0.08900000000000001
1.0,0.58,0.24,0.28,0.013999999999999999,3.8,0.4,0.076,9.8711,0.31,0.29,0.139
1.0,0.62,0.41,0.22,0.019,2.3,0.05,0.056,9.892800000000001,0.304,0.79,0.13
1.0,0.86,0.16,0.38,0.034,4.0,0.41,0.143,9.932,0.29500000000000004,0.39,0.102
1.0,0.72,0.47,0.16,0.059000000000000004,4.8,0.14,0.125,9.9428,0.309,0.49,0.098
1.0,0.62,0.36,0.14,0.08900000000000001,3.6000000000000005,0.38,0.155,9.9622,0.327,0.5,0.094
1.0,0.72,0.32,0.47,0.051,4.3999999999999995,0.19,0.065,9.91,0.303,0.41,0.126
1.0,0.67,0.2,0.42,0.14,3.8,0.83,0.16,9.987,0.316,0.5,0.094
1.0,0.72,0.24,0.4,0.17850000000000002,4.9,0.5,0.185,10.0,0.33399999999999996,0.42,0.096
1.0,0.6799999999999999,0.28,0.29,0.11900000000000001,5.2,0.51,0.149,9.9544,0.302,0.58,0.10400000000000001
1.0,0.64,0.25,0.53,0.066,3.8,0.59,0.234,9.955,0.303,0.42,0.08800000000000001
1.0,0.61,0.3,0.32,0.022000000000000002,4.2,0.41,0.142,9.895199999999999,0.331,0.44,0.127
1.0,0.6799999999999999,0.14,0.18,0.013999999999999999,4.7,0.3,0.09,9.9164,0.327,0.54,0.11199999999999999
1.0,0.64,0.25,0.57,0.01,6.2,0.21,0.122,9.9238,0.3,0.4,0.095
1.0,0.67,0.34,0.54,0.163,4.7,0.44,0.181,9.987,0.304,0.56,0.08800000000000001
1.0,0.76,0.32,0.34,0.18350000000000002,5.4,0.44,0.197,10.008,0.322,0.55,0.09
1.0,0.6599999999999999,0.28,0.28,0.085,5.2,0.55,0.211,9.962,0.309,0.55,0.08900000000000001
1.0,0.5,0.35,0.25,0.078,3.1,0.24,0.116,9.9241,0.339,0.4,0.113
1.0,0.62,0.2,0.49,0.016,6.5,0.17,0.143,9.937000000000001,0.322,0.52,0.092
1.0,0.8300000000000001,0.28,0.4,0.078,4.1000000000000005,0.38,0.194,9.976,0.33399999999999996,0.51,0.096
1.0,0.67,0.21,0.42,0.091,4.9,0.31,0.15,9.953,0.312,0.74,0.099
1.0,0.64,0.28,0.44,0.071,4.8,0.49,0.179,9.9528,0.315,0.48,0.092
1.0,0.85,0.21,0.41,0.043,3.6000000000000005,0.24,0.099,9.947000000000001,0.318,0.53,0.09699999999999999
1.0,0.65,0.23,0.25,0.17300000000000001,4.6,0.15,0.11,9.9828,0.315,0.42,0.092
1.0,0.6799999999999999,0.41,0.3,0.08800000000000001,4.5,0.28,0.131,9.953,0.312,0.59,0.099
1.0,0.67,0.24,0.36,0.084,4.2,0.42,0.123,9.9473,0.33399999999999996,0.52,0.109
1.0,0.77,0.3,0.34,0.012,4.8,0.04,0.119,9.9084,0.318,0.34,0.121
1.0,0.75,0.21,0.34,0.012,6.0,0.26,0.111,9.931,0.351,0.47,0.107
1.0,0.6799999999999999,0.26,0.34,0.139,3.4000000000000004,0.39,0.134,9.949,0.333,0.53,0.12
1.0,0.65,0.41,0.22,0.048,5.2,0.49,0.142,9.946,0.314,0.62,0.092
1.0,0.71,0.27,0.24,0.126,4.3999999999999995,0.48,0.118,9.9726,0.304,0.56,0.1
1.0,0.5900000000000001,0.65,0.23,0.05,3.5000000000000004,0.2,0.128,9.9016,0.346,0.48,0.128
1.0,0.6799999999999999,0.28,0.34,0.075,3.5000000000000004,0.34,0.177,9.9692,0.333,0.43,0.091
1.0,0.71,0.21,0.28,0.027000000000000003,3.4000000000000004,0.23,0.111,9.9405,0.335,0.64,0.102
1.0,1.0699999999999998,0.22,0.56,0.08199999999999999,4.3999999999999995,0.37,0.181,9.98,0.28700000000000003,0.68,0.095
1.0,0.65,0.27,0.4,0.1,3.9,0.74,0.227,9.9582,0.318,0.5,0.094
1.0,0.6,0.34,0.32,0.038,4.3999999999999995,0.13,0.116,9.9108,0.339,0.44,0.11800000000000001
1.0,0.7,0.22,0.3,0.013999999999999999,4.0,0.14,0.063,9.8985,0.32,0.33,0.12
1.0,0.7,0.27,0.32,0.068,4.7,0.47,0.193,9.938,0.323,0.39,0.114
1.0,0.73,0.3,0.74,0.135,3.9,0.46,0.165,9.982,0.302,0.4,0.087
1.0,0.63,0.25,0.44,0.11599999999999999,4.1000000000000005,0.48,0.195,9.968,0.318,0.52,0.095
1.0,0.62,0.33,0.14,0.048,5.2,0.27,0.128,9.9475,0.321,0.48,0.094
1.0,0.6900000000000001,0.3,0.3,0.013000000000000001,5.3,0.24,0.186,9.9361,0.329,0.54,0.099
1.0,0.5599999999999999,0.12,0.26,0.043,3.8,0.18,0.097,9.947700000000001,0.33599999999999997,0.46,0.092
1.0,0.62,0.3,0.3,0.025,4.1000000000000005,0.29,0.082,9.906500000000001,0.331,0.61,0.11800000000000001
1.0,0.6599999999999999,0.32,0.26,0.046,3.1,0.26,0.12,9.9198,0.33999999999999997,0.73,0.125
1.0,0.8,0.37,0.31,0.047,3.8,0.03,0.127,9.9186,0.29,0.72,0.121
1.0,0.76,0.2,0.26,0.045,8.6,0.37,0.133,9.963,0.315,0.42,0.092
1.0,0.61,0.25,0.18,0.105,4.9,0.41,0.124,9.963,0.314,0.35,0.105
1.0,0.5900000000000001,0.26,0.25,0.125,3.4000000000000004,0.38,0.152,9.977,0.333,0.43,0.094
1.0,0.6599999999999999,0.085,0.33,0.013999999999999999,3.6000000000000005,0.17,0.109,9.9306,0.327,0.61,0.095
1.0,0.6900000000000001,0.13,0.28,0.133,5.0,0.47,0.132,9.9655,0.33399999999999996,0.42,0.10099999999999999
1.0,0.78,0.15,0.24,0.077,4.7,0.21,0.098,9.951,0.294,0.31,0.096
