,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei
3151,1.0,0.645,0.55,0.175,1.2915,0.57,0.3045,0.33
3153,1.0,0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345
3213,1.0,0.65,0.525,0.19,1.4995,0.6265,0.4005,0.395
3255,1.0,0.49,0.39,0.135,0.5785,0.2465,0.123,0.2
3267,1.0,0.61,0.48,0.165,1.244,0.6345,0.257,0.305
3286,1.0,0.41,0.32,0.115,0.387,0.165,0.1005,0.0985
3298,1.0,0.565,0.425,0.135,0.8115,0.341,0.1675,0.255
3302,1.0,0.325,0.24,0.075,0.155,0.0475,0.0355,0.06
3305,1.0,0.7,0.53,0.19,1.3185,0.5479999999999999,0.233,0.42
3316,1.0,0.52,0.415,0.16,0.595,0.2105,0.142,0.26
3333,1.0,0.535,0.4,0.15,1.224,0.618,0.275,0.2875
3343,1.0,0.65,0.52,0.195,1.676,0.693,0.44,0.47
3353,1.0,0.62,0.48,0.15,1.266,0.6285,0.2575,0.309
3354,1.0,0.515,0.425,0.14,0.7659999999999999,0.304,0.1725,0.255
3363,1.0,0.62,0.48,0.18,1.2215,0.5820000000000001,0.2695,0.313
3373,1.0,0.67,0.505,0.16,1.2585,0.6255,0.311,0.308
3381,1.0,0.72,0.565,0.19,2.081,1.0815,0.4305,0.503
3382,1.0,0.585,0.46,0.15,1.0035,0.503,0.2105,0.2515
3386,1.0,0.37,0.29,0.1,0.25,0.1025,0.0505,0.085
3388,1.0,0.66,0.5,0.155,1.3765,0.6485,0.28800000000000003,0.335
3391,1.0,0.435,0.35,0.11,0.384,0.14300000000000002,0.1005,0.125
3416,1.0,0.345,0.26,0.09,0.207,0.0775,0.0435,0.0765
3419,1.0,0.52,0.45,0.15,0.895,0.3615,0.18600000000000005,0.235
3424,1.0,0.58,0.465,0.175,1.035,0.401,0.1865,0.385
3425,1.0,0.61,0.475,0.165,1.116,0.428,0.2205,0.315
3426,1.0,0.435,0.335,0.11,0.383,0.1555,0.0675,0.135
3436,1.0,0.525,0.4,0.14,0.7325,0.334,0.1575,0.17
3446,1.0,0.405,0.31,0.11,0.91,0.416,0.2075,0.0995
3463,1.0,0.545,0.41,0.14,0.625,0.223,0.16,0.235
3481,1.0,0.71,0.5,0.15,1.3165,0.6835,0.2815,0.28
3482,1.0,0.475,0.365,0.1,0.1315,0.2025,0.0875,0.123
3501,1.0,0.475,0.365,0.13,0.4805,0.1905,0.114,0.1475
3504,1.0,0.44,0.345,0.105,0.4285,0.165,0.083,0.132
3527,1.0,0.455,0.355,0.135,0.4745,0.1865,0.0935,0.168
3537,1.0,0.655,0.515,0.17,1.527,0.8485,0.2635,0.331
3538,1.0,0.505,0.385,0.145,0.6775,0.236,0.179,0.2
3540,1.0,0.625,0.505,0.215,1.4455,0.496,0.287,0.435
3546,1.0,0.205,0.155,0.045,0.0425,0.017,0.0055,0.0155
3550,1.0,0.33,0.235,0.09,0.163,0.0615,0.034,0.055
3551,1.0,0.5,0.385,0.115,0.6785,0.2945,0.138,0.195
3552,1.0,0.52,0.385,0.115,0.581,0.2555,0.156,0.14300000000000002
3554,1.0,0.615,0.47,0.175,1.2985,0.5135,0.343,0.32
3559,1.0,0.455,0.35,0.105,0.416,0.1625,0.097,0.145
3561,1.0,0.555,0.435,0.135,0.858,0.377,0.1585,0.29
3587,1.0,0.39,0.31,0.1,0.302,0.116,0.064,0.115
3605,1.0,0.465,0.36,0.105,0.452,0.22,0.159,0.1035
3608,1.0,0.495,0.4,0.14,0.7775,0.2015,0.18,0.25
3610,1.0,0.48,0.385,0.135,0.536,0.1895,0.142,0.173
3611,1.0,0.72,0.565,0.18,1.719,0.8465,0.407,0.3875
3641,1.0,0.475,0.385,0.145,0.6175,0.235,0.108,0.215
3644,1.0,0.345,0.255,0.09,0.2005,0.094,0.0295,0.063
3655,1.0,0.735,0.59,0.225,1.756,0.637,0.3405,0.58
3658,1.0,0.465,0.325,0.14,0.7615,0.362,0.1535,0.209
3662,1.0,0.61,0.46,0.17,1.278,0.41,0.257,0.37
3674,1.0,0.52,0.4,0.145,0.66,0.267,0.1055,0.22
3700,1.0,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145
3711,1.0,0.56,0.44,0.14,0.971,0.443,0.2045,0.265
3732,1.0,0.57,0.445,0.155,0.733,0.282,0.159,0.235
3736,1.0,0.635,0.5,0.165,1.489,0.715,0.3445,0.3615
3738,1.0,0.55,0.42,0.17,0.8465,0.336,0.2405,0.245
3749,1.0,0.68,0.515,0.17,1.6115,0.8415,0.306,0.395
3753,1.0,0.52,0.395,0.115,0.6445,0.3155,0.1245,0.18600000000000005
3756,1.0,0.655,0.485,0.195,1.62,0.6275,0.358,0.485
