,Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei
2082,1.0,1.0,0.0,0.565,0.45,0.165,0.9765,0.322,0.244,0.37
2083,1.0,0.0,0.0,0.325,0.24,0.075,0.152,0.065,0.0305,0.045
2091,1.0,0.0,0.0,0.34,0.245,0.085,0.2015,0.1005,0.038,0.053
2096,1.0,0.0,0.0,0.445,0.32,0.12,0.378,0.152,0.0825,0.12
2098,1.0,1.0,0.0,0.475,0.36,0.125,0.447,0.1695,0.081,0.14
2103,1.0,0.0,1.0,0.31,0.225,0.08,0.1345,0.054000000000000006,0.024,0.05
2115,1.0,0.0,1.0,0.615,0.475,0.175,1.224,0.6035,0.261,0.311
2132,1.0,1.0,0.0,0.65,0.505,0.165,1.16,0.4785,0.274,0.349
2135,1.0,0.0,1.0,0.55,0.43,0.15,0.8745,0.413,0.1905,0.248
2172,1.0,0.0,0.0,0.5,0.375,0.12,0.529,0.2235,0.123,0.16
2180,1.0,0.0,1.0,0.465,0.355,0.12,0.5315,0.2725,0.097,0.1395
2183,1.0,0.0,1.0,0.53,0.42,0.165,0.8945,0.319,0.239,0.245
2184,1.0,1.0,0.0,0.695,0.56,0.22,1.834,0.8455,0.422,0.455
2187,1.0,1.0,0.0,0.655,0.515,0.155,1.3090000000000002,0.524,0.34600000000000003,0.385
2188,1.0,1.0,0.0,0.575,0.47,0.165,0.8690000000000001,0.435,0.197,0.238
2194,1.0,1.0,0.0,0.65,0.535,0.175,1.2895,0.6095,0.2765,0.344
2206,1.0,0.0,1.0,0.565,0.43,0.13,0.784,0.3495,0.1885,0.213
2212,1.0,0.0,1.0,0.505,0.4,0.155,0.8415,0.2715,0.1775,0.285
2214,1.0,1.0,0.0,0.43,0.34,0.11,0.382,0.154,0.0955,0.109
2229,1.0,0.0,0.0,0.405,0.305,0.1,0.268,0.1145,0.053,0.085
2231,1.0,0.0,1.0,0.6,0.46,0.155,0.6655,0.285,0.149,0.269
2243,1.0,0.0,1.0,0.425,0.33,0.13,0.4405,0.152,0.0935,0.155
2261,1.0,0.0,0.0,0.39,0.295,0.095,0.203,0.0875,0.045,0.075
2266,1.0,1.0,0.0,0.63,0.515,0.16,1.336,0.5529999999999999,0.3205,0.35
2270,1.0,0.0,0.0,0.33,0.245,0.065,0.1445,0.058,0.032,0.0505
2272,1.0,0.0,1.0,0.515,0.395,0.135,1.007,0.472,0.2495,0.252
2276,1.0,0.0,0.0,0.4,0.3,0.09,0.2815,0.1185,0.061,0.08
2291,1.0,0.0,0.0,0.425,0.325,0.11,0.3335,0.173,0.045,0.1
2297,1.0,0.0,1.0,0.635,0.495,0.155,1.3635,0.583,0.2985,0.295
2299,1.0,0.0,1.0,0.58,0.465,0.16,1.0345,0.315,0.26,0.3635
2302,1.0,0.0,1.0,0.565,0.445,0.14,0.836,0.406,0.1605,0.2245
2304,1.0,0.0,1.0,0.565,0.445,0.145,0.9255,0.4345,0.212,0.2475
2317,1.0,0.0,1.0,0.52,0.41,0.115,0.77,0.263,0.157,0.26
2324,1.0,0.0,1.0,0.67,0.5,0.2,1.269,0.5760000000000001,0.2985,0.35100000000000003
2329,1.0,1.0,0.0,0.5,0.4,0.125,0.6675,0.261,0.1315,0.22
2337,1.0,0.0,1.0,0.65,0.515,0.18,1.463,0.6579999999999999,0.3135,0.4115
2351,1.0,0.0,0.0,0.32,0.235,0.08,0.1485,0.064,0.031,0.045
2361,1.0,0.0,1.0,0.545,0.45,0.15,0.978,0.3365,0.1905,0.3
2362,1.0,0.0,1.0,0.545,0.435,0.145,0.9385,0.3685,0.1245,0.345
2373,1.0,0.0,0.0,0.405,0.305,0.09,0.2825,0.114,0.0575,0.095
2378,1.0,1.0,0.0,0.615,0.475,0.155,1.004,0.4475,0.193,0.2895
2379,1.0,0.0,1.0,0.33,0.255,0.095,0.1875,0.0735,0.045,0.06
2394,1.0,0.0,1.0,0.6,0.48,0.175,1.229,0.4125,0.2735,0.415
2401,1.0,0.0,0.0,0.335,0.25,0.08,0.1695,0.0695,0.044,0.0495
2408,1.0,0.0,0.0,0.485,0.37,0.14,0.5065,0.2425,0.08800000000000001,0.1465
2409,1.0,1.0,0.0,0.585,0.455,0.165,0.998,0.345,0.2495,0.315
2417,1.0,0.0,1.0,0.685,0.52,0.15,1.3430000000000002,0.4635,0.292,0.4
2430,1.0,1.0,0.0,0.52,0.41,0.16,0.7120000000000001,0.2845,0.153,0.225
2449,1.0,1.0,0.0,0.65,0.525,0.165,1.238,0.647,0.2485,0.3005
2452,1.0,1.0,0.0,0.68,0.55,0.19,1.807,0.8225,0.3655,0.515
2454,1.0,1.0,0.0,0.575,0.45,0.16,0.9775,0.3135,0.231,0.33
2456,1.0,1.0,0.0,0.65,0.59,0.22,1.662,0.77,0.378,0.435
2465,1.0,1.0,0.0,0.55,0.435,0.14,0.745,0.34700000000000003,0.174,0.2265
2466,1.0,0.0,0.0,0.38,0.29,0.085,0.2285,0.08800000000000001,0.0465,0.075
2468,1.0,0.0,1.0,0.635,0.49,0.175,1.375,0.623,0.2705,0.395
2475,1.0,1.0,0.0,0.46,0.355,0.13,0.517,0.2205,0.114,0.165
2480,1.0,0.0,0.0,0.39,0.29,0.1,0.2225,0.095,0.0465,0.073
2483,1.0,0.0,0.0,0.435,0.345,0.115,0.418,0.222,0.0735,0.106
2489,1.0,1.0,0.0,0.57,0.465,0.155,0.9685,0.446,0.261,0.255
2496,1.0,0.0,0.0,0.45,0.365,0.125,0.462,0.2135,0.0985,0.1315
2497,1.0,0.0,1.0,0.46,0.375,0.13,0.5735,0.2505,0.119,0.195
2513,1.0,0.0,0.0,0.305,0.225,0.09,0.1465,0.063,0.034,0.0415
2519,1.0,1.0,0.0,0.605,0.48,0.15,1.079,0.4505,0.2835,0.293
2520,1.0,0.0,0.0,0.255,0.185,0.06,0.08800000000000001,0.0365,0.021,0.023
2538,1.0,1.0,0.0,0.66,0.505,0.185,1.528,0.69,0.3025,0.441
2541,1.0,1.0,0.0,0.54,0.385,0.14,0.7655,0.3265,0.116,0.2365
2544,1.0,1.0,0.0,0.55,0.44,0.135,0.8435,0.434,0.1995,0.185
2556,1.0,0.0,1.0,0.475,0.355,0.12,0.48,0.234,0.1015,0.135
2579,1.0,0.0,0.0,0.18,0.125,0.035,0.0265,0.0095,0.0055,0.0085
2581,1.0,0.0,0.0,0.52,0.38,0.13,0.5345,0.2375,0.122,0.1535
2585,1.0,0.0,1.0,0.32,0.24,0.085,0.17,0.0655,0.047,0.049
2588,1.0,0.0,0.0,0.435,0.355,0.125,0.4075,0.1535,0.07400000000000001,0.165
2590,1.0,1.0,0.0,0.455,0.35,0.14,0.5725,0.1965,0.1325,0.175
2601,1.0,0.0,1.0,0.385,0.295,0.095,0.335,0.147,0.094,0.09
2610,1.0,0.0,1.0,0.175,0.135,0.04,0.0305,0.011,0.0075,0.01
2617,1.0,0.0,0.0,0.35,0.25,0.1,0.4015,0.1725,0.063,0.1255
2623,1.0,0.0,1.0,0.595,0.5,0.165,1.06,0.402,0.28,0.275
2626,1.0,1.0,0.0,0.58,0.45,0.235,1.071,0.3,0.206,0.395
2632,1.0,0.0,1.0,0.53,0.435,0.155,0.6990000000000001,0.28800000000000003,0.1595,0.205
2635,1.0,0.0,0.0,0.24,0.17,0.05,0.0545,0.0205,0.016,0.0155
2640,1.0,0.0,1.0,0.765,0.6,0.22,2.302,1.007,0.509,0.6205
2642,1.0,1.0,0.0,0.585,0.475,0.185,0.8575,0.3465,0.1785,0.275
2645,1.0,1.0,0.0,0.705,0.555,0.195,1.7525,0.7105,0.4215,0.516
2652,1.0,0.0,1.0,0.58,0.44,0.175,1.2255,0.5405,0.2705,0.3265
2674,1.0,0.0,1.0,0.64,0.485,0.15,1.098,0.5195,0.222,0.3175
2679,1.0,0.0,1.0,0.52,0.4,0.145,0.7765,0.3525,0.1845,0.185
2683,1.0,1.0,0.0,0.635,0.485,0.155,1.073,0.467,0.1975,0.35
2686,1.0,0.0,1.0,0.58,0.445,0.16,0.984,0.49,0.201,0.27
2688,1.0,1.0,0.0,0.595,0.465,0.15,0.98,0.4115,0.196,0.2255
2701,1.0,0.0,0.0,0.455,0.365,0.135,0.441,0.1515,0.1165,0.145
2716,1.0,0.0,1.0,0.655,0.505,0.165,1.27,0.6035,0.262,0.335
2726,1.0,0.0,1.0,0.35,0.265,0.11,0.2965,0.1365,0.063,0.085
2728,1.0,0.0,1.0,0.54,0.415,0.17,0.879,0.339,0.208,0.255
2729,1.0,0.0,1.0,0.58,0.47,0.165,1.041,0.54,0.166,0.279
2738,1.0,1.0,0.0,0.68,0.51,0.2,1.6075,0.7140000000000001,0.339,0.4705
2748,1.0,0.0,1.0,0.59,0.47,0.18,1.187,0.5985,0.227,0.31
2751,1.0,0.0,0.0,0.3,0.22,0.08,0.1255,0.055,0.0265,0.039
2759,1.0,1.0,0.0,0.625,0.515,0.155,1.1635,0.4875,0.259,0.355
2761,1.0,1.0,0.0,0.67,0.53,0.225,1.5615,0.63,0.487,0.3725
2767,1.0,0.0,1.0,0.655,0.53,0.195,1.388,0.5670000000000001,0.2735,0.41
2769,1.0,0.0,1.0,0.51,0.39,0.135,0.769,0.3935,0.1455,0.19
2775,1.0,0.0,0.0,0.425,0.325,0.105,0.3975,0.1815,0.081,0.1175
2782,1.0,0.0,0.0,0.455,0.35,0.135,0.5365,0.2855,0.0855,0.1325
2784,1.0,0.0,0.0,0.37,0.29,0.09,0.2445,0.08900000000000001,0.0655,0.075
2794,1.0,0.0,1.0,0.61,0.47,0.175,1.214,0.5315,0.2835,0.325
2795,1.0,1.0,0.0,0.63,0.475,0.175,1.423,0.4155,0.3385,0.49
2799,1.0,0.0,1.0,0.6,0.45,0.195,1.34,0.617,0.3255,0.3605
2816,1.0,0.0,1.0,0.425,0.35,0.105,0.393,0.13,0.063,0.165
2818,1.0,0.0,1.0,0.7,0.55,0.195,1.6245,0.675,0.34700000000000003,0.535
2827,1.0,1.0,0.0,0.75,0.55,0.195,1.8325,0.83,0.366,0.44
2835,1.0,0.0,1.0,0.73,0.595,0.23,2.8255,1.1465,0.419,0.897
2839,1.0,0.0,0.0,0.415,0.33,0.1,0.3905,0.1925,0.0755,0.1025
2840,1.0,0.0,0.0,0.39,0.3,0.1,0.2665,0.1105,0.059,0.084
2848,1.0,0.0,1.0,0.58,0.475,0.15,0.97,0.385,0.2165,0.35
2850,1.0,0.0,0.0,0.245,0.175,0.055,0.0785,0.04,0.018000000000000002,0.02
2852,1.0,0.0,1.0,0.63,0.515,0.155,1.259,0.4105,0.197,0.41
2863,1.0,1.0,0.0,0.53,0.43,0.15,0.741,0.325,0.1855,0.196
2867,1.0,0.0,0.0,0.515,0.395,0.125,0.556,0.2695,0.096,0.17
2872,1.0,0.0,1.0,0.57,0.48,0.175,1.185,0.474,0.261,0.38
2873,1.0,0.0,1.0,0.53,0.41,0.125,0.769,0.34600000000000003,0.173,0.215
2879,1.0,0.0,1.0,0.325,0.24,0.085,0.173,0.0795,0.038,0.05
2882,1.0,0.0,0.0,0.22,0.165,0.055,0.0545,0.0215,0.012,0.02
2890,1.0,0.0,0.0,0.525,0.4,0.14,0.6955,0.2405,0.16,0.253
2900,1.0,0.0,0.0,0.305,0.23,0.075,0.1455,0.0595,0.0305,0.05
2901,1.0,0.0,1.0,0.535,0.43,0.155,0.7845,0.3285,0.16899999999999998,0.245
2906,1.0,0.0,0.0,0.36,0.275,0.095,0.217,0.084,0.0435,0.09
2907,1.0,0.0,1.0,0.63,0.485,0.18,1.2435,0.5175,0.308,0.37
2908,1.0,1.0,0.0,0.575,0.48,0.17,1.1,0.506,0.2485,0.31
2915,1.0,1.0,0.0,0.67,0.54,0.165,1.5015,0.518,0.358,0.505
2920,1.0,0.0,1.0,0.51,0.4,0.14,0.6905,0.259,0.151,0.23
2926,1.0,1.0,0.0,0.54,0.42,0.14,0.8035,0.38,0.1805,0.21
2941,1.0,0.0,0.0,0.36,0.26,0.09,0.1785,0.0645,0.037000000000000005,0.075
2945,1.0,0.0,1.0,0.36,0.295,0.105,0.241,0.0865,0.053,0.095
2946,1.0,0.0,0.0,0.46,0.36,0.14,0.447,0.161,0.087,0.16
2947,1.0,1.0,0.0,0.6,0.485,0.165,1.1405,0.5870000000000001,0.2175,0.28800000000000003
2954,1.0,0.0,0.0,0.47,0.375,0.12,0.487,0.196,0.099,0.135
2957,1.0,0.0,1.0,0.57,0.435,0.17,0.873,0.382,0.183,0.2705
2963,1.0,0.0,0.0,0.33,0.25,0.105,0.1715,0.0655,0.035,0.06
2972,1.0,1.0,0.0,0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935
2990,1.0,0.0,1.0,0.695,0.55,0.215,1.9565,0.7125,0.541,0.59
2993,1.0,0.0,1.0,0.67,0.54,0.195,1.217,0.532,0.2735,0.3315
2995,1.0,0.0,1.0,0.49,0.38,0.14,0.7605,0.245,0.16699999999999998,0.185
2996,1.0,1.0,0.0,0.44,0.34,0.105,0.364,0.14800000000000002,0.0805,0.1175
3015,1.0,0.0,1.0,0.59,0.455,0.155,0.8855,0.388,0.188,0.275
3016,1.0,1.0,0.0,0.59,0.465,0.17,1.0425,0.4635,0.24,0.27
3017,1.0,0.0,0.0,0.39,0.295,0.1,0.279,0.1155,0.059,0.08
3026,1.0,1.0,0.0,0.66,0.515,0.17,1.337,0.615,0.3125,0.3575
3047,1.0,0.0,1.0,0.605,0.49,0.165,1.1245,0.4920000000000001,0.222,0.3555
3055,1.0,0.0,1.0,0.2,0.14,0.055,0.035,0.0145,0.008,0.01
3059,1.0,0.0,0.0,0.4,0.29,0.1,0.258,0.104,0.059,0.0815
3071,1.0,0.0,1.0,0.54,0.425,0.12,0.8170000000000001,0.2945,0.153,0.195
3074,1.0,0.0,0.0,0.475,0.36,0.135,0.4355,0.196,0.0925,0.125
3079,1.0,1.0,0.0,0.62,0.51,0.18,1.233,0.5920000000000001,0.274,0.322
3082,1.0,1.0,0.0,0.635,0.51,0.185,1.286,0.526,0.295,0.4105
3096,1.0,0.0,0.0,0.45,0.345,0.11,0.47,0.2355,0.0855,0.1135
3101,1.0,1.0,0.0,0.6,0.475,0.17,1.088,0.4905,0.2475,0.31
3113,1.0,0.0,1.0,0.625,0.5,0.185,1.2425,0.5995,0.248,0.335
3115,1.0,1.0,0.0,0.575,0.45,0.135,0.8285,0.362,0.1655,0.236
3140,1.0,0.0,0.0,0.505,0.385,0.125,0.596,0.245,0.097,0.21
3147,1.0,1.0,0.0,0.61,0.47,0.195,1.2735,0.469,0.3315,0.398
3149,1.0,1.0,0.0,0.44,0.35,0.125,0.4035,0.175,0.063,0.129
3161,1.0,0.0,1.0,0.615,0.505,0.165,1.34,0.5315,0.2815,0.41
3165,1.0,0.0,0.0,0.51,0.455,0.135,0.6855,0.2875,0.154,0.2035
3169,1.0,0.0,1.0,0.575,0.445,0.14,0.737,0.325,0.1405,0.237
3176,1.0,1.0,0.0,0.645,0.51,0.2,1.5675,0.621,0.3670000000000001,0.46
3184,1.0,1.0,0.0,0.58,0.43,0.17,1.48,0.6535,0.324,0.4155
3186,1.0,0.0,1.0,0.575,0.435,0.14,0.8455,0.401,0.191,0.222
3188,1.0,1.0,0.0,0.505,0.39,0.16,0.644,0.2475,0.2025,0.1635
3190,1.0,0.0,1.0,0.38,0.3,0.1,0.2505,0.106,0.0535,0.0775
3192,1.0,1.0,0.0,0.705,0.55,0.2,1.7095,0.633,0.4115,0.49
3199,1.0,0.0,0.0,0.5,0.39,0.13,0.5075,0.2115,0.104,0.1755
3201,1.0,0.0,0.0,0.485,0.375,0.125,0.562,0.2505,0.1345,0.1525
3202,1.0,1.0,0.0,0.44,0.34,0.14,0.482,0.18600000000000005,0.1085,0.16
3203,1.0,0.0,0.0,0.51,0.385,0.15,0.625,0.3095,0.119,0.1725
3207,1.0,0.0,1.0,0.62,0.485,0.155,1.0490000000000002,0.462,0.231,0.25
3210,1.0,1.0,0.0,0.56,0.44,0.155,0.9705,0.4315,0.263,0.255
3225,1.0,1.0,0.0,0.6,0.5,0.16,1.122,0.5095,0.256,0.309
3239,1.0,1.0,0.0,0.37,0.275,0.1,0.2225,0.093,0.026,0.08
3241,1.0,0.0,0.0,0.32,0.24,0.085,0.131,0.0615,0.0265,0.038
3251,1.0,0.0,1.0,0.56,0.425,0.135,0.8490000000000001,0.3265,0.221,0.2645
3263,1.0,0.0,1.0,0.595,0.465,0.125,0.799,0.3245,0.2,0.23
3275,1.0,0.0,1.0,0.485,0.37,0.155,0.968,0.419,0.2455,0.2365
3278,1.0,1.0,0.0,0.455,0.355,0.12,0.4495,0.177,0.104,0.15
3280,1.0,0.0,1.0,0.59,0.435,0.165,0.9765,0.4525,0.2395,0.235
3283,1.0,0.0,1.0,0.655,0.49,0.175,1.3585,0.6395,0.294,0.365
3291,1.0,1.0,0.0,0.615,0.49,0.19,1.1345,0.4695,0.257,0.348
3307,1.0,1.0,0.0,0.575,0.46,0.16,1.103,0.5379999999999999,0.221,0.249
3310,1.0,0.0,0.0,0.17,0.105,0.035,0.034,0.012,0.0085,0.005
3322,1.0,1.0,0.0,0.6,0.5,0.17,1.13,0.4405,0.267,0.335
3329,1.0,1.0,0.0,0.61,0.495,0.16,1.089,0.469,0.198,0.384
3330,1.0,0.0,0.0,0.41,0.305,0.1,0.2645,0.1,0.0655,0.085
3335,1.0,0.0,0.0,0.45,0.33,0.115,0.365,0.14,0.0825,0.1245
3340,1.0,0.0,0.0,0.38,0.285,0.09,0.2305,0.1005,0.039,0.0775
3352,1.0,0.0,0.0,0.425,0.34,0.1,0.3515,0.1625,0.08199999999999999,0.094
3354,1.0,1.0,0.0,0.475,0.38,0.145,0.57,0.16699999999999998,0.118,0.187
3358,1.0,0.0,0.0,0.42,0.32,0.11,0.3625,0.174,0.0635,0.105
3361,1.0,0.0,0.0,0.56,0.425,0.145,0.688,0.3095,0.1305,0.2165
3367,1.0,0.0,1.0,0.57,0.45,0.155,1.1935,0.513,0.21,0.343
3374,1.0,0.0,1.0,0.61,0.5,0.24,1.642,0.532,0.3345,0.69
3375,1.0,1.0,0.0,0.59,0.485,0.205,1.2315,0.4525,0.238,0.42
3385,1.0,0.0,1.0,0.515,0.35,0.155,0.9225,0.4185,0.198,0.273
3388,1.0,1.0,0.0,0.645,0.515,0.175,1.546,0.7035,0.365,0.415
3398,1.0,1.0,0.0,0.59,0.475,0.155,0.9715,0.371,0.235,0.28
3400,1.0,0.0,0.0,0.38,0.3,0.1,0.28600000000000003,0.1305,0.056,0.09
3404,1.0,0.0,0.0,0.525,0.4,0.14,0.6055,0.2605,0.108,0.21
3405,1.0,0.0,0.0,0.495,0.37,0.125,0.4715,0.2075,0.091,0.15
3406,1.0,0.0,0.0,0.465,0.355,0.12,0.5805,0.255,0.0915,0.184
3410,1.0,0.0,1.0,0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735
3415,1.0,1.0,0.0,0.55,0.415,0.135,0.7635,0.318,0.21,0.2
3429,1.0,1.0,0.0,0.595,0.465,0.145,0.7955,0.3425,0.1795,0.2425
3435,1.0,0.0,0.0,0.495,0.385,0.125,0.585,0.2755,0.1235,0.165
3475,1.0,0.0,1.0,0.26,0.19,0.075,0.0945,0.0445,0.02,0.03
3480,1.0,1.0,0.0,0.545,0.43,0.165,0.802,0.2935,0.183,0.28
3485,1.0,1.0,0.0,0.55,0.47,0.15,0.9205,0.381,0.2435,0.2675
3487,1.0,0.0,1.0,0.525,0.4,0.14,0.7205,0.3685,0.145,0.1735
3489,1.0,0.0,0.0,0.455,0.345,0.105,0.4005,0.16399999999999998,0.0755,0.126
3491,1.0,0.0,1.0,0.72,0.57,0.2,1.8275,0.919,0.366,0.485
3493,1.0,1.0,0.0,0.49,0.38,0.155,0.578,0.2395,0.1255,0.18
3495,1.0,1.0,0.0,0.465,0.35,0.115,0.421,0.1565,0.091,0.1345
3500,1.0,0.0,0.0,0.32,0.225,0.085,0.1415,0.0675,0.0295,0.0405
3503,1.0,0.0,0.0,0.31,0.235,0.09,0.127,0.048,0.031,0.04
3512,1.0,1.0,0.0,0.415,0.305,0.13,0.32,0.1305,0.0755,0.105
3516,1.0,0.0,0.0,0.605,0.49,0.165,1.071,0.482,0.1935,0.35200000000000004
3524,1.0,0.0,1.0,0.695,0.54,0.195,1.6909999999999998,0.768,0.363,0.4755
3527,1.0,1.0,0.0,0.585,0.475,0.185,0.9585,0.4145,0.1615,0.33
3533,1.0,0.0,0.0,0.435,0.375,0.11,0.4155,0.17,0.076,0.145
3538,1.0,0.0,1.0,0.72,0.575,0.23,2.2695,0.8835,0.3985,0.665
3539,1.0,1.0,0.0,0.53,0.455,0.165,0.9805,0.3155,0.2815,0.2965
3544,1.0,0.0,0.0,0.155,0.105,0.05,0.0175,0.005,0.0035,0.005
3547,1.0,0.0,1.0,0.6,0.495,0.185,1.1145,0.5055,0.2635,0.3670000000000001
3549,1.0,0.0,0.0,0.47,0.375,0.125,0.5225,0.2265,0.104,0.162
3555,1.0,1.0,0.0,0.62,0.5,0.175,1.107,0.4895,0.24,0.343
3563,1.0,1.0,0.0,0.425,0.33,0.115,0.406,0.1635,0.081,0.1355
3564,1.0,0.0,1.0,0.48,0.36,0.1,0.439,0.194,0.099,0.115
3576,1.0,1.0,0.0,0.485,0.375,0.135,0.556,0.1925,0.1315,0.1685
3583,1.0,0.0,1.0,0.595,0.455,0.15,1.044,0.518,0.2205,0.27
3589,1.0,0.0,0.0,0.355,0.28,0.11,0.2235,0.0815,0.0525,0.08
3604,1.0,0.0,0.0,0.58,0.42,0.14,0.701,0.3285,0.102,0.2255
3607,1.0,0.0,0.0,0.455,0.35,0.105,0.4445,0.213,0.107,0.1115
3635,1.0,0.0,1.0,0.615,0.475,0.205,1.337,0.5995,0.2815,0.37
3644,1.0,1.0,0.0,0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23
3651,1.0,0.0,0.0,0.345,0.27,0.11,0.2135,0.08199999999999999,0.0545,0.07
3655,1.0,1.0,0.0,0.62,0.5,0.17,1.148,0.5475,0.22,0.3315
3656,1.0,0.0,0.0,0.435,0.325,0.12,0.34600000000000003,0.159,0.084,0.095
3657,1.0,0.0,1.0,0.575,0.445,0.145,0.8759999999999999,0.3795,0.1615,0.27
3665,1.0,0.0,1.0,0.585,0.465,0.155,0.9145,0.4555,0.1965,0.235
3668,1.0,0.0,0.0,0.415,0.305,0.12,0.336,0.165,0.076,0.0805
3680,1.0,0.0,1.0,0.63,0.465,0.15,1.027,0.537,0.188,0.17600000000000002
3683,1.0,1.0,0.0,0.675,0.555,0.205,1.925,0.713,0.358,0.4535
3684,1.0,1.0,0.0,0.535,0.405,0.145,0.6845,0.2725,0.171,0.205
3685,1.0,0.0,1.0,0.475,0.37,0.125,0.537,0.222,0.1215,0.15
3698,1.0,0.0,1.0,0.5,0.39,0.135,0.7815,0.361,0.1575,0.2385
3708,1.0,0.0,1.0,0.625,0.47,0.15,1.124,0.556,0.2315,0.287
3710,1.0,0.0,1.0,0.64,0.585,0.195,1.6469999999999998,0.7225,0.331,0.471
3712,1.0,0.0,1.0,0.385,0.275,0.115,0.2685,0.0975,0.0825,0.085
3720,1.0,0.0,0.0,0.405,0.3,0.11,0.32,0.172,0.044,0.093
3743,1.0,0.0,1.0,0.5,0.37,0.15,1.0615,0.494,0.223,0.29600000000000004
3749,1.0,0.0,1.0,0.555,0.405,0.19,1.406,0.6115,0.342,0.389
3750,1.0,0.0,0.0,0.515,0.42,0.15,0.6725,0.2555,0.1335,0.235
